gen,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
23,14.11742,3.684906,3.684906,22.53027,24.428556,-1241.2941,-1496.4099,-1487.2147,-1225.5591,-1225.2611,-1287.4448,-1564.4484,-1562.6588,-1238.9006,-1238.9006,33.08047,9.656628,9.656628,82.89307,86.32423,28),12),13),6),8),21.366667,18.16,19.306667,23.453333,24.073334
24,13.826432,3.684906,3.684906,23.32942,27.041065,-1244.4795,-1496.6309,-1487.3499,-1225.5591,-1225.5591,-1314.7386,-1564.4484,-1560.1715,-1238.9006,-1238.9006,36.972294,9.656628,9.656628,79.10008,86.32423,27),11),12),6),8),21.483334,18.67,19.286667,23.46,24.343334
25,14.182241,3.684906,3.684906,23.54707,25.381792,-1253.8143,-1498.3204,-1490.0382,-1225.5591,-1225.5591,-1318.9851,-1566.9324,-1562.6588,-1238.9006,-1238.9006,39.55004,9.656628,9.656628,78.287895,86.32423,26),11),12),6),7),21.526667,19.1,19.526667,23.79,24.043333
26,14.472387,3.684906,3.684906,22.360655,28.740137,-1269.2855,-1498.3204,-1494.144,-1225.5591,-1225.5591,-1321.753,-1566.2366,-1562.6588,-1238.9006,-1238.9006,41.21047,9.656628,9.656628,74.705635,88.72212,25),11),12),6),6),21.626667,19.273333,19.783333,23.646667,24.323334
27,14.291951,3.684906,3.684906,23.2032,28.740137,-1270.2795,-1498.3204,-1494.144,-1225.5591,-1225.5591,-1327.194,-1567.2113,-1564.2598,-1238.9006,-1238.9006,41.58883,9.656628,9.656628,79.018776,88.72212,25),11),12),6),6),21.976667,19.39,19.91,23.923334,24.046667
28,14.194003,3.684906,3.684906,21.962807,28.740137,-1270.5673,-1498.3204,-1494.144,-1225.5591,-1225.5591,-1334.6869,-1566.2366,-1560.6866,-1238.9006,-1238.9006,44.793987,9.656628,9.656628,74.705635,86.32423,25),11),12),6),6),21.906666,19.236666,19.85,24.196667,24.316668
29,14.194003,3.684906,3.6849062,22.119669,28.740137,-1270.5673,-1504.9838,-1496.6309,-1225.5591,-1225.5591,-1342.0216,-1566.2366,-1561.7787,-1238.9009,-1238.9006,46.141716,9.656628,9.704061,74.334755,81.29731,25),11),12),6),7),22.02,19.706667,19.936666,24.063334,24.26
30,14.475967,3.684906,3.6849062,22.367537,28.480934,-1276.7133,-1505.1085,-1497.8605,-1225.5591,-1225.5591,-1351.0529,-1566.2366,-1562.3595,-1238.9009,-1238.9006,46.141716,9.656628,12.875504,74.334755,81.29731,25),12),12),6),6),22.156666,19.283333,19.473333,24.123333,24.63
31,14.969292,3.684906,4.1265144,23.012896,28.75838,-1306.8663,-1505.1089,-1500.8109,-1226.5275,-1225.5591,-1366.1747,-1567.561,-1564.4362,-1245.5656,-1238.9006,46.141716,9.656628,14.334076,74.705635,85.69176,25),12),12),6),6),21.933332,19.636667,20.043333,24.043333,24.546667
32,15.128428,3.684906,4.772371,21.38027,29.067202,-1330.0974,-1505.1089,-1500.8109,-1226.5275,-1225.5591,-1448.7222,-1570.5266,-1565.3763,-1251.0038,-1238.9006,46.141716,9.656628,14.4849415,74.705635,85.69176,26),12),13),6),6),22.18,19.623333,20.026667,23.97,24.256666
33,14.969292,3.684906,4.772371,21.89484,29.067202,-1339.0286,-1505.1089,-1500.8109,-1226.5275,-1225.5591,-1448.7222,-1570.5266,-1565.3763,-1251.0035,-1238.9006,46.141716,9.656628,14.334076,74.705635,85.69176,24),12),14),6),8),22.17,19.786667,20.026667,24.183332,24.676666
34,15.112282,3.684906,4.772371,24.397696,28.724236,-1408.2202,-1505.1089,-1500.8109,-1230.3765,-1225.5591,-1497.3907,-1570.5266,-1565.6057,-1262.509,-1238.9006,46.701843,9.656628,14.4849415,74.705635,85.69176,25),12),14),6),6),22.016666,19.536667,20.033333,24.25,24.833334
35,15.112282,3.684906,4.772371,22.789566,26.293722,-1424.5688,-1505.8008,-1501.642,-1230.3765,-1225.5591,-1501.8303,-1568.3348,-1565.4769,-1268.7258,-1238.9006,47.827156,9.656628,16.09438,74.85989,85.69176,24),12),14),40),6),22.28,19.303333,19.803333,24.06,24.476667
36,14.797505,3.684906,4.772371,22.430645,25.413363,-1428.9413,-1506.6743,-1501.642,-1230.3765,-1225.5591,-1507.3146,-1568.3634,-1565.4769,-1268.7258,-1238.9006,46.141716,9.656628,16.09438,74.705635,85.69176,25),12),14),40),6),21.936666,19.276667,20.016666,23.903334,24.503334
37,14.7325735,3.684906,6.068716,23.844692,25.45234,-1446.6426,-1506.6743,-1501.642,-1230.3765,-1225.5592,-1526.0802,-1571.1915,-1566.9293,-1268.7258,-1238.9008,46.701843,9.656628,17.917595,74.85989,83.49454,24),12),13),40),6),22.02,19.553333,19.993334,23.946667,25.133333
38,14.893633,3.6849062,6.068716,23.272926,26.712631,-1452.2008,-1506.9106,-1501.886,-1230.3765,-1225.5592,-1531.4518,-1571.1918,-1566.993,-1268.7258,-1238.9008,46.701843,9.656628,17.917595,79.018776,83.49454,24),12),14),40),6),21.863333,19.363333,20.223333,24.096666,24.87
39,15.112282,3.6849062,6.955918,22.362192,25.16975,-1454.617,-1507.3235,-1504.9839,-1230.3765,-1225.5592,-1531.4518,-1571.1063,-1568.3384,-1268.7258,-1238.9008,46.701843,9.656628,17.917595,76.90286,83.49454,24),12),14),40),6),21.896667,19.736666,20.36,23.97,24.78
40,15.112282,3.6849062,7.014846,21.606533,23.518263,-1458.487,-1508.1855,-1506.6743,-1232.027,-1225.9772,-1531.4518,-1571.1918,-1568.4227,-1268.8984,-1245.1531,46.701843,9.704061,21.405012,74.705635,80.59048,24),12),15),39),6),21.926666,19.466667,20.276667,23.923334,24.323334
41,15.20356,4.1265144,7.0148487,21.839191,25.16975,-1459.1456,-1508.2987,-1506.6743,-1233.4077,-1226.4968,-1531.4518,-1569.7778,-1568.3634,-1274.6057,-1251.0035,46.141716,14.4849415,21.501114,74.85989,80.59048,23),12),15),39),6),22.143333,19.773333,20.086666,24.126667,24.803333
42,15.20356,4.1265144,7.0148487,24.022831,26.772202,-1461.2622,-1508.2987,-1506.6743,-1233.4077,-1226.4968,-1538.9154,-1569.7778,-1568.3634,-1274.6057,-1251.0035,46.701843,14.4849415,21.501114,74.334755,80.59048,24),12),15),39),6),21.946667,19.993334,20.503334,24.15,24.853333
43,15.386656,4.3963723,6.955918,23.272926,28.121653,-1461.2622,-1508.7808,-1506.9106,-1237.5498,-1228.1746,-1538.9154,-1570.3408,-1568.4227,-1275.4894,-1251.1703,46.701843,14.4849415,21.501114,74.334755,80.59048,24),13),15),39),6),22.293333,19.706667,20.303333,24.02,24.893333
44,15.178971,4.1265144,6.306402,22.60329,28.151987,-1465.5538,-1510.5635,-1508.2987,-1239.913,-1228.1746,-1538.9154,-1570.3408,-1568.3634,-1275.5001,-1251.1703,46.701843,14.4849415,21.501114,74.334755,80.59048,24),13),15),39),6),22.09,20.03,20.206667,24.036667,24.416666
45,14.613727,5.7615366,7.227665,22.25807,25.16975,-1467.6892,-1511.7612,-1509.0698,-1239.913,-1228.1746,-1539.6251,-1571.1914,-1568.3634,-1275.5001,-1251.1703,46.141716,14.4849415,21.501114,74.334755,80.59048,24),12),15),39),6),22.02,19.173334,20.133333,24.353333,24.986666
46,14.611649,5.7615366,7.430854,22.221481,25.16975,-1472.6602,-1511.7612,-1509.0698,-1240.1901,-1230.448,-1541.7279,-1571.1914,-1568.0522,-1276.8375,-1263.4176,46.701843,20.922693,25.296831,74.334755,81.09822,24),13),15),39),40),22.16,19.033333,19.96,23.923334,24.853333
47,14.475967,5.5561376,6.970023,21.38027,23.464123,-1476.1458,-1512.6443,-1510.4951,-1240.8167,-1233.4077,-1544.2604,-1569.7782,-1568.0214,-1280.208,-1268.7258,45.747715,21.501114,25.296831,74.85989,81.09822,24),13),15),39),40),22.243334,19.37,19.92,24.22,24.5
48,14.129679,5.2662687,6.970023,22.07522,25.16975,-1478.4874,-1512.6443,-1510.4951,-1242.1074,-1233.4077,-1544.2604,-1569.7782,-1568.0212,-1280.208,-1268.7258,43.944492,21.501114,25.296831,74.85989,81.29731,24),13),15),38),40),21.966667,19.57,20.09,24.4,24.893333
49,14.475967,5.2662687,7.553978,22.07522,24.166084,-1480.7516,-1512.6443,-1510.4951,-1242.1074,-1233.4077,-1548.6416,-1569.7782,-1568.0212,-1280.208,-1268.7258,43.944492,21.501114,25.296831,74.334755,81.09822,23),13),15),37),40),22.116667,19.603333,19.933332,23.95,24.323334
50,14.530663,5.2666063,8.004688,22.60329,25.16975,-1483.3643,-1512.6443,-1510.4951,-1246.3064,-1233.4077,-1551.002,-1569.9376,-1568.4501,-1309.8418,-1271.6658,45.747715,21.501114,26.876392,71.99867,81.09822,23),13),15),37),39),22.063334,19.583334,20.333334,23.94,24.393333
51,14.475967,5.2666063,7.531932,22.740986,27.634275,-1487.1423,-1516.335,-1510.5635,-1255.0331,-1233.4077,-1551.0154,-1571.1508,-1568.6887,-1320.2274,-1271.6658,45.747715,21.501114,27.242743,71.99867,81.09822,23),14),16),37),39),22.103333,19.126667,20.173334,24.11,24.44
52,14.611837,5.0497646,7.462511,23.231735,28.151987,-1487.2612,-1516.335,-1510.5635,-1255.8516,-1233.4077,-1551.4271,-1570.1411,-1568.5802,-1320.2274,-1271.6658,46.141716,25.296831,28.668152,71.99867,81.09822,23),15),16),37),39),22.083334,19.473333,20.123333,24.183332,24.616667
53,14.530663,5.2666063,7.30289,22.009394,25.16975,-1488.47,-1516.335,-1510.5635,-1256.6746,-1233.4077,-1551.4271,-1570.1411,-1568.5802,-1320.2274,-1271.6658,45.747715,25.296831,28.668152,76.93934,81.09822,23),14),16),37),39),22.28,19.82,20.133333,24.096666,24.513334
54,14.530663,5.2666063,7.3457623,22.780325,25.16975,-1489.778,-1516.335,-1512.6996,-1256.5366,-1233.4077,-1553.3282,-1570.1411,-1568.5802,-1320.2274,-1271.6658,46.141716,25.296831,28.668152,73.682724,81.09822,23),14),16),38),39),22.183332,19.696667,19.983334,24.43,24.816668
55,14.473942,5.317876,7.3457623,21.759174,25.015968,-1490.5405,-1516.4424,-1512.6996,-1256.2935,-1233.4077,-1557.434,-1570.1411,-1568.5802,-1320.2274,-1271.6658,46.141716,25.296831,28.668152,70.31119,81.09822,24),15),16),37),39),22.33,19.756666,20.256666,24.72,25.246666
56,14.379435,5.315772,7.462511,21.759174,25.015968,-1492.9805,-1516.5375,-1512.9296,-1268.7948,-1246.714,-1557.9487,-1569.9589,-1568.4227,-1327.194,-1276.2793,46.141716,25.296831,28.668152,72.78046,83.17766,23),14),16),35),39),22.383333,20.096666,20.443333,24.903334,25.56
57,14.368935,5.315772,7.363003,20.786129,22.904848,-1493.186,-1516.8285,-1512.9296,-1268.7948,-1246.714,-1556.2953,-1569.9589,-1568.5802,-1327.194,-1276.2793,44.75593,21.501114,28.668152,70.31119,80.59048,23),14),16),32),38),22.483334,19.773333,20.68,24.896667,25.546667
58,14.020988,5.048789,7.3630075,21.567125,22.904848,-1493.186,-1522.7361,-1514.2898,-1268.7948,-1246.714,-1557.434,-1569.9589,-1568.5802,-1327.194,-1276.2793,44.75593,21.501114,28.668152,66.77497,80.59048,23),14),16),32),38),22.126667,19.926666,20.293333,24.783333,25.193333
59,13.967759,5.0343714,7.3630075,22.136396,22.904848,-1492.9805,-1522.7361,-1516.1438,-1279.5219,-1256.2935,-1557.434,-1569.9589,-1568.9679,-1336.2379,-1311.7616,45.747715,25.296831,28.668152,70.31119,80.59048,23),14),16),33),37),22.366667,19.666666,20.333334,24.663334,25.3
60,14.07083,5.0343714,7.3630075,21.759174,22.904848,-1494.0525,-1522.7361,-1516.1438,-1285.0388,-1256.8629,-1557.434,-1569.9589,-1568.9679,-1354.7632,-1320.2274,44.75593,25.296831,28.668152,70.31119,80.59048,23),15),16),34),39),22.3,20.133333,20.306667,24.833334,25.203333
61,13.80978,5.0343714,7.462511,21.567125,22.904848,-1494.6135,-1522.7361,-1516.1438,-1285.0388,-1256.8629,-1559.1396,-1569.9589,-1568.9679,-1354.7632,-1320.2274,44.75593,27.03274,28.668152,68.621574,80.59048,23),15),16),34),39),22.446667,20.343334,20.506666,24.42,24.986666
62,13.668825,4.2043533,7.2384377,21.615173,22.904848,-1495.42,-1522.7361,-1516.1438,-1285.0388,-1256.8629,-1559.3782,-1570.1411,-1569.225,-1354.7632,-1320.2274,44.75593,25.296831,28.668152,70.31119,85.69176,23),15),16),35),39),22.633333,19.683332,20.196667,24.486666,25.276667
63,13.103692,5.0343714,7.3457623,20.421501,21.98399,-1498.0743,-1522.7361,-1516.1438,-1286.1511,-1256.8629,-1559.3782,-1570.1411,-1569.2296,-1354.7632,-1320.2274,43.668274,25.296831,28.668152,66.54213,85.69176,22),15),16),37),39),22.49,19.893333,20.396667,24.433332,24.62
64,13.0093155,5.0114937,7.3457623,20.093918,21.567125,-1498.931,-1522.7361,-1516.1438,-1285.0388,-1256.8629,-1559.3782,-1570.1411,-1569.2296,-1354.7632,-1320.2274,43.668274,25.296831,28.668152,66.54213,85.69176,22),15),16),37),39),22.473333,19.943333,20.606667,24.276667,24.653334
65,13.0093155,4.1265144,7.2384377,20.059841,21.578983,-1499.3116,-1522.7361,-1516.5476,-1285.0388,-1256.8629,-1561.7686,-1570.835,-1569.9395,-1354.7632,-1320.2274,43.668274,25.296831,28.668152,64.462685,72.50841,22),15),16),32),39),22.653334,19.703333,20.25,24.526667,25.25
66,12.971578,4.1265144,7.2384377,20.059841,21.567125,-1499.8394,-1522.7361,-1517.0822,-1285.0388,-1256.8629,-1561.7686,-1571.0088,-1569.9395,-1354.7632,-1320.2274,43.668274,25.296831,28.668152,63.719513,70.31119,22),15),16),32),39),22.7,19.973333,20.513334,24.473333,24.95
67,13.000553,4.1265144,7.2384377,19.698675,20.421501,-1500.0033,-1522.7361,-1517.2438,-1285.0388,-1256.8629,-1562.0016,-1571.0099,-1569.9395,-1356.779,-1320.2274,42.810024,25.296831,28.668152,64.462685,73.682724,21),15),16),32),39),22.91,19.61,20.143333,24.943333,25.076666
68,13.0093155,5.0114937,7.2384377,19.831337,20.863493,-1500.3828,-1522.9419,-1517.9469,-1288.7709,-1257.4521,-1562.0016,-1571.7234,-1569.8486,-1356.779,-1320.2274,41.58883,25.296831,27.242743,62.345276,76.93934,21),14),15),32),39),22.84,19.986666,20.48,24.243334,25.34
69,13.0093155,5.0114937,7.124836,19.688133,20.421501,-1500.3828,-1522.9419,-1517.9531,-1288.7709,-1257.4521,-1562.4606,-1571.7435,-1569.8517,-1356.779,-1320.2274,41.58883,25.296831,27.242743,62.345276,73.682724,21),14),15),32),39),22.84,20.323334,20.523333,24.593334,24.903334
70,13.000553,4.5323596,7.124836,19.81849,21.567125,-1500.8912,-1522.9419,-1519.7507,-1288.7709,-1257.4521,-1562.4606,-1573.1228,-1569.8524,-1356.779,-1320.2274,41.58883,25.296831,27.242743,62.345276,76.90286,21),14),15),35),39),22.693333,19.643333,20.333334,24.83,25.02
71,13.0093155,5.3360386,7.462511,19.688133,20.421501,-1500.8912,-1522.9419,-1519.7507,-1304.7662,-1268.7948,-1562.7604,-1573.1228,-1569.8524,-1365.3651,-1324.886,41.58883,25.296831,28.668152,64.462685,76.90286,21),14),15),31),37),22.85,19.716667,20.233334,25.003334,25.51
72,13.0093155,6.42616,7.5067782,19.688133,21.30168,-1501.544,-1522.9419,-1519.7507,-1353.0898,-1282.2089,-1563.7677,-1573.4231,-1569.9594,-1477.7142,-1336.3115,42.810024,25.296831,28.668152,65.91674,76.93934,21),14),16),32),37),22.733334,19.96,20.413334,24.903334,25.636667
73,13.0093155,5.611242,7.462511,19.688133,21.30168,-1501.544,-1524.5198,-1519.7507,-1354.5776,-1282.2089,-1565.8298,-1573.1228,-1569.9594,-1477.6532,-1336.3115,42.810024,27.242743,29.188652,65.91674,76.93934,21),15),16),32),37),22.61,19.846666,20.516666,24.73,25.863333
74,13.273612,5.4123464,7.357692,19.81849,22.993994,-1501.821,-1524.5199,-1519.7507,-1354.6177,-1282.2089,-1565.8298,-1573.1228,-1569.9594,-1477.6584,-1337.0688,42.810024,27.242743,31.191624,65.91674,76.93934,21),15),17),34),37),22.943333,19.89,20.46,24.536667,25.23
75,13.273612,4.5323596,7.2384315,19.81849,23.231735,-1502.8617,-1526.0677,-1522.5314,-1354.6033,-1288.4387,-1565.5887,-1572.7065,-1569.8524,-1477.6624,-1337.0688,41.58883,27.242743,31.134562,65.91674,78.287895,21),15),16),31),37),22.926666,19.79,20.276667,24.85,25.333334
76,13.0093155,4.5323596,6.42616,19.81849,21.30168,-1502.9943,-1526.0677,-1522.6562,-1437.4115,-1292.6207,-1565.5887,-1572.1533,-1569.8524,-1514.2739,-1358.6776,41.58883,27.242743,31.134562,68.11396,72.78046,21),15),16),32),36),22.91,19.826666,20.243334,25.076666,25.983334
77,13.522598,4.5323596,6.42616,19.688133,20.467121,-1502.9943,-1526.0677,-1522.7361,-1437.4115,-1292.6207,-1565.5887,-1572.1533,-1569.8524,-1514.2739,-1358.6776,42.810024,28.668152,31.134562,65.91674,68.621574,21),15),16),31),33),22.89,19.863333,20.2,25.146667,25.586666
78,13.273612,4.5323596,6.42616,19.688133,20.467121,-1502.9943,-1526.0677,-1522.7361,-1437.4115,-1292.6207,-1565.8826,-1572.1533,-1569.9594,-1514.2739,-1358.6776,42.810024,28.668152,31.191624,64.74317,68.11396,21),15),16),30),33),22.88,19.696667,20.113333,24.813334,25.516666
79,13.273612,4.5323596,6.42616,19.77243,21.910788,-1504.2491,-1526.6447,-1522.9419,-1452.1022,-1304.7662,-1566.7844,-1573.1228,-1570.9895,-1514.2739,-1365.3651,41.58883,28.668152,31.134562,64.74317,68.11396,21),15),16),31),33),22.963333,20.106667,20.376667,24.99,25.296667
80,13.273612,5.4123464,7.2384315,19.5972,21.255007,-1504.5302,-1526.6447,-1523.6267,-1452.1022,-1304.7662,-1565.8822,-1573.1228,-1570.9895,-1511.1158,-1365.3651,41.58883,28.668152,31.191624,64.462685,68.11396,20),16),16),30),31),23.03,20.03,20.6,24.953333,25.133333
81,13.20813,5.4123464,6.7351885,19.409174,20.421501,-1505.2167,-1526.6447,-1523.6267,-1452.1022,-1304.7662,-1565.8823,-1573.1228,-1570.9895,-1511.116,-1365.3651,41.58883,28.668152,31.134562,63.719513,68.11396,21),16),16),29),31),22.846666,20.346666,20.833334,25.126667,25.32
82,13.20813,4.5323596,6.4635553,19.409174,20.421501,-1505.2167,-1527.0472,-1525.0571,-1452.1022,-1304.7662,-1566.7844,-1572.1533,-1569.9594,-1511.116,-1365.3651,41.58883,28.668152,31.134562,63.719513,68.11396,20),16),16),29),31),23.08,20.076666,20.753334,25.443333,25.683332
83,13.20813,4.5323596,6.4635553,19.5972,21.451664,-1505.2167,-1527.0472,-1525.486,-1452.1022,-1304.7662,-1566.7847,-1572.1533,-1569.9594,-1524.7156,-1365.3651,41.58883,28.668152,31.134562,63.719513,68.11396,21),16),16),28),31),23.32,20.146667,20.87,25.136667,26.063334
84,13.267865,4.5323596,6.4635553,19.287313,20.421501,-1505.919,-1527.0472,-1525.486,-1455.2466,-1304.7662,-1566.7847,-1572.1533,-1570.2609,-1524.7156,-1365.3651,41.58883,28.668152,31.134562,63.719513,68.11396,21),15),16),28),31),23.256666,19.9,20.42,25.356667,25.666666
85,13.267865,4.5323596,6.4635553,19.5972,20.421501,-1505.919,-1527.0472,-1525.7333,-1459.6012,-1304.7662,-1566.7847,-1572.1533,-1570.9895,-1529.012,-1365.3651,41.58883,28.668152,31.134562,64.462685,68.11396,21),15),16),28),31),23.3,20.033333,20.586666,25.186666,25.643333
86,13.273612,4.5323596,6.4635553,19.26014,20.421501,-1505.919,-1527.0769,-1526.0677,-1465.235,-1304.7662,-1566.7845,-1572.1533,-1570.9895,-1529.012,-1365.3651,41.58883,28.668152,30.459911,63.719513,64.74317,20),15),16),28),31),23.15,20.09,20.886667,25.293333,25.573334
87,13.468645,4.5323596,6.4635553,19.26014,19.81849,-1506.4541,-1527.0769,-1526.1176,-1469.7565,-1304.7662,-1566.081,-1573.1228,-1570.9851,-1528.8699,-1365.3651,40.864113,28.668152,28.668152,58.22436,64.74317,20),15),16),27),31),23.296667,20.116667,20.886667,25.486666,25.716667
