gen,fevals_median,fevals_p5,fevals_p10,fevals_p90,fevals_p95,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
295,1192050,1056991,1098121,1289497,1318113,2.9658413e-5,1.8675493e-5,1.9875544e-5,5.8178382e-5,8.7577915e-5,0.00030270198,4.877678e-5,5.585263e-5,0.013132516,0.07853743,-872.6071166992188,-925.7984619140625,-918.6365966796875,-795.1237182617188,-748.0870361328125,-474.4977722167969,-619.5384521484375,-601.113037109375,3.4028234663852886e38,3.4028234663852886e38,223.00426,165.78613,182.24004,248.49066,248.8001,148.85625,60.01202,70.898026,3.4028235e38,3.4028235e38,91,70,76,99,100,62.532227,61.663387,61.81012,62.998684,63.486286
296,1196049,1061260,1101933,1293859,1322894,2.9489942e-5,1.8675493e-5,1.984265e-5,5.8178382e-5,8.7577915e-5,0.00028332096,4.877678e-5,5.585263e-5,0.013132516,0.07853743,-873.26220703125,-925.7984619140625,-918.826904296875,-795.1237182617188,-748.0870361328125,-477.97906494140625,-618.6569213867188,-599.1826171875,3.4028234663852886e38,3.4028234663852886e38,221.1567,165.78613,182.24004,248.49066,248.8001,148.85625,60.01202,70.898026,3.4028235e38,3.4028235e38,91,69,76,99,100,62.53193,61.655964,61.81012,63.009857,63.49418
297,1199947,1065441,1105791,1297898,1327687,2.9489942e-5,1.8675493e-5,1.984265e-5,5.8178382e-5,8.7577915e-5,0.00028700483,4.976804e-5,5.67189e-5,0.013132516,0.07853743,-873.26220703125,-925.7984619140625,-918.826904296875,-795.1237182617188,-748.0870361328125,-486.1029052734375,-618.6569213867188,-599.1826171875,3.4028234663852886e38,3.4028234663852886e38,221.1567,170.3913,182.36964,248.49066,248.8001,148.85625,60.01202,70.898026,3.4028235e38,3.4028235e38,91,69,77,99,100,62.53193,61.65702,61.81012,63.009857,63.49548
298,1204137,1069705,1109180,1302721,1332171,2.9489942e-5,1.8675493e-5,1.984265e-5,5.8178382e-5,8.7577915e-5,0.00028700483,4.976804e-5,5.67189e-5,0.013132516,0.07853743,-873.26220703125,-925.7984619140625,-918.826904296875,-795.1237182617188,-748.0870361328125,-486.1029052734375,-618.6569213867188,-599.1826171875,3.4028234663852886e38,3.4028234663852886e38,221.1567,171.45856,188.96132,248.49066,248.8001,148.94577,60.01202,72.3433,3.4028235e38,3.4028235e38,91,73,77,99,100,62.515343,61.65444,61.81012,63.009857,63.49666
299,1208249,1073632,1113090,1307098,1336857,2.9489942e-5,1.8675493e-5,1.984265e-5,5.8178382e-5,8.7577915e-5,0.0003407561,4.976804e-5,5.67189e-5,0.013132516,0.07853743,-873.26220703125,-925.7984619140625,-918.826904296875,-795.1237182617188,-748.0870361328125,-487.03973388671875,-618.6569213867188,-599.1826171875,3.4028234663852886e38,3.4028234663852886e38,223.6416,171.45856,188.96132,248.49066,248.8001,141.63339,60.01202,72.3433,3.4028235e38,3.4028235e38,91,74,77,99,100,62.50814,61.65444,61.81012,63.009857,63.49666
300,1212842,1077874,1117043,1311784,1341537,2.9135615e-5,1.8675493e-5,1.984265e-5,5.8178382e-5,8.7577915e-5,0.0003407561,4.999683e-5,5.67189e-5,0.013132516,0.07853743,-874.6522827148438,-925.7984619140625,-918.826904296875,-795.1237182617188,-748.0870361328125,-486.1029052734375,-614.72216796875,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,223.6416,182.24004,191.33781,248.49066,248.8001,143.74237,60.01202,73.46323,3.4028235e38,3.4028235e38,92,76,80,99,100,62.50814,61.647182,61.81012,63.009857,63.492317
301,1217256,1081872,1121058,1316285,1346242,2.9135615e-5,1.8675493e-5,1.984265e-5,5.8178382e-5,8.7577915e-5,0.0003407561,4.7308837e-5,5.585263e-5,0.013132516,0.07853743,-874.6522827148438,-925.7984619140625,-918.826904296875,-795.1237182617188,-748.0870361328125,-486.1029052734375,-614.72216796875,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,225.40216,182.24004,191.33781,248.49066,248.8001,148.94577,60.01202,73.46323,3.4028235e38,3.4028235e38,92,76,80,99,100,62.516956,61.639378,61.809822,63.01093,63.49399
302,1221622,1085665,1125303,1320499,1350896,2.9135615e-5,1.8675493e-5,1.984265e-5,5.8178382e-5,7.880211e-5,0.0003407561,4.999683e-5,5.67189e-5,0.013132516,0.083129786,-874.6522827148438,-925.7984619140625,-918.826904296875,-795.1237182617188,-760.2297973632812,-486.1029052734375,-614.72216796875,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,223.6416,182.24004,191.83162,248.49066,248.8001,149.93567,60.01202,73.46323,3.4028235e38,3.4028235e38,92,76,80,99,100,62.527122,61.65355,61.823082,63.009747,63.49399
303,1225820,1089684,1129368,1325258,1355605,2.9135615e-5,1.8675493e-5,1.9445242e-5,5.8178382e-5,7.880211e-5,0.00035370648,4.999683e-5,5.7645095e-5,0.013132516,0.083129786,-874.6522827148438,-925.7984619140625,-921.153564453125,-795.1237182617188,-760.2297973632812,-486.1029052734375,-614.72216796875,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,223.00426,182.24004,191.83162,248.49066,248.8001,149.93567,60.01202,73.46323,3.4028235e38,3.4028235e38,92,76,80,99,100,62.53301,61.65355,61.825706,63.027985,63.49399
304,1229932,1093518,1133343,1329806,1360302,2.9135615e-5,1.8675493e-5,1.9445242e-5,5.8178382e-5,7.880211e-5,0.00035370648,4.999683e-5,5.7645095e-5,0.013132516,0.083129786,-874.6522827148438,-925.7984619140625,-921.153564453125,-795.1237182617188,-760.2297973632812,-486.1029052734375,-614.72216796875,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,223.00426,182.24004,191.83162,248.49066,248.8001,149.93567,60.01202,73.46323,3.4028235e38,3.4028235e38,92,76,80,99,100,62.53301,61.663624,61.83079,63.027985,63.49399
305,1233976,1097201,1137423,1334080,1365028,2.9135615e-5,1.8675493e-5,1.9445242e-5,5.8178382e-5,7.880211e-5,0.00037238005,4.999683e-5,5.7645095e-5,0.013132516,0.083129786,-874.6522827148438,-925.7984619140625,-921.153564453125,-795.1237182617188,-760.2297973632812,-486.1029052734375,-627.0509643554688,-604.1802978515625,3.4028234663852886e38,3.4028234663852886e38,223.00426,182.24004,191.33781,248.49066,248.8001,148.94577,59.51995,70.898026,3.4028235e38,3.4028235e38,92,76,80,99,100,62.53594,61.67882,61.83079,63.03342,63.491333
306,1238191,1100979,1141238,1338164,1369782,2.9135615e-5,1.8675493e-5,1.9445242e-5,5.8178382e-5,7.880211e-5,0.00037238005,4.999683e-5,5.7645095e-5,0.013132516,0.083129786,-874.6522827148438,-925.7984619140625,-921.153564453125,-795.1237182617188,-760.2297973632812,-487.03973388671875,-627.59228515625,-606.204345703125,3.4028234663852886e38,3.4028234663852886e38,221.1567,182.24004,191.33781,248.49066,248.8001,145.99637,60.01202,64.94123,3.4028235e38,3.4028235e38,91,76,78,99,100,62.53943,61.67882,61.822594,63.03274,63.491333
307,1242583,1104889,1145306,1342702,1374422,2.9135615e-5,1.8675493e-5,1.9445242e-5,5.8178382e-5,7.880211e-5,0.00043247308,4.999683e-5,5.7645095e-5,0.013132516,0.083129786,-874.6522827148438,-925.7984619140625,-921.153564453125,-795.1237182617188,-760.2297973632812,-487.03973388671875,-627.59228515625,-604.1802978515625,3.4028234663852886e38,3.4028234663852886e38,223.00426,187.03583,191.33781,246.23514,248.8001,145.99637,59.51995,63.69406,3.4028235e38,3.4028235e38,92,76,80,99,100,62.547573,61.668537,61.84191,63.03274,63.511658
308,1246661,1108953,1149370,1347110,1378925,2.9135615e-5,1.8675493e-5,1.9445242e-5,5.8178382e-5,7.880211e-5,0.00047907233,4.999683e-5,5.7645095e-5,0.013132516,0.083129786,-874.6522827148438,-925.7984619140625,-921.153564453125,-795.1237182617188,-760.2297973632812,-487.03973388671875,-627.0509643554688,-597.0025024414062,3.4028234663852886e38,3.4028234663852886e38,225.65334,187.03583,191.33781,246.23514,248.8001,149.93567,60.01202,64.94123,3.4028235e38,3.4028235e38,92,76,80,99,100,62.547573,61.668537,61.863335,63.03274,63.515717
309,1250977,1112524,1153424,1351645,1383713,2.9135586e-5,1.8675493e-5,1.9445242e-5,5.8178382e-5,7.880211e-5,0.00038101588,4.999683e-5,5.7645095e-5,0.013132516,0.083129786,-874.6524047851562,-925.7984619140625,-921.153564453125,-795.1237182617188,-760.2297973632812,-487.03973388671875,-627.0509643554688,-597.0025024414062,3.4028234663852886e38,3.4028234663852886e38,226.12651,187.03583,191.33781,246.23514,248.8001,148.94577,60.01202,64.94123,3.4028235e38,3.4028235e38,92,76,80,99,100,62.547573,61.668537,61.91508,63.063873,63.533974
310,1255422,1116490,1157462,1356201,1388359,2.9135586e-5,1.8675493e-5,1.9445242e-5,5.8178382e-5,7.880211e-5,0.00038101588,4.999683e-5,5.7645095e-5,0.012728628,0.083129786,-874.6524047851562,-925.7984619140625,-921.153564453125,-795.1237182617188,-760.2297973632812,-486.1029052734375,-627.0509643554688,-597.0025024414062,3.4028234663852886e38,3.4028234663852886e38,225.65334,187.03583,191.33781,246.23514,248.8001,149.93567,60.01202,64.94123,3.4028235e38,3.4028235e38,92,76,80,99,100,62.562973,61.691875,61.941452,63.07235,63.541584
311,1260009,1120683,1161185,1360825,1392776,2.9087601e-5,1.8606004e-5,1.94077e-5,5.8178382e-5,7.880211e-5,0.00043247308,4.999683e-5,5.8684072e-5,0.012728628,0.083129786,-874.8419189453125,-926.2271118164062,-921.375732421875,-795.1237182617188,-760.2297973632812,-486.1029052734375,-627.0509643554688,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,225.65334,187.03583,191.83162,246.23514,251.36504,150.36975,60.01202,64.94123,3.4028235e38,3.4028235e38,92,76,80,99,100,62.564507,61.691875,61.96234,63.072018,63.548367
312,1264342,1124786,1165280,1365620,1397387,2.9087601e-5,1.8606004e-5,1.94077e-5,5.8178382e-5,7.880211e-5,0.00043247308,4.999683e-5,5.8684072e-5,0.012728628,0.083129786,-874.8419189453125,-926.2271118164062,-921.375732421875,-795.1237182617188,-760.2297973632812,-486.1029052734375,-627.0509643554688,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,225.65334,187.2413,191.83162,246.23514,251.36504,150.36975,60.01202,64.94123,3.4028235e38,3.4028235e38,92,76,80,99,100,62.57547,61.691875,61.94086,63.083923,63.533554
313,1268878,1128663,1169389,1370278,1402131,2.9087601e-5,1.8606004e-5,1.94077e-5,5.8178382e-5,7.880211e-5,0.0004224494,4.999683e-5,5.8684072e-5,0.012800516,0.083129786,-874.8419189453125,-926.2271118164062,-921.375732421875,-795.1237182617188,-760.2297973632812,-487.03973388671875,-627.0509643554688,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,225.65334,187.2413,191.83162,246.23514,251.36504,145.99637,60.01202,64.94123,3.4028235e38,3.4028235e38,92,76,80,99,100,62.57547,61.696293,61.94086,63.09671,63.55106
314,1273265,1132419,1173601,1374908,1407128,2.9087601e-5,1.8606004e-5,1.94077e-5,5.8178382e-5,7.880211e-5,0.0004224494,4.999683e-5,5.8684072e-5,0.012800516,0.083129786,-874.8419189453125,-926.2271118164062,-921.375732421875,-795.1237182617188,-760.2297973632812,-490.20196533203125,-627.0509643554688,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,225.65334,188.96132,191.33781,246.23514,251.36504,145.0036,60.01202,64.94123,3.4028235e38,3.4028235e38,92,76,80,99,100,62.57547,61.72168,61.926796,63.09671,63.55106
315,1277803,1136250,1176953,1379375,1411770,2.8844559e-5,1.8606004e-5,1.94077e-5,5.8178382e-5,7.880211e-5,0.0004224494,5.0498962e-5,6.448492e-5,0.012800516,0.083129786,-875.806884765625,-926.2271118164062,-921.375732421875,-795.1237182617188,-760.2297973632812,-490.20196533203125,-627.0509643554688,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,223.6416,187.2413,191.33781,246.23514,251.36504,145.0036,60.01202,66.34689,3.4028235e38,3.4028235e38,92,76,80,99,100,62.57547,61.740223,61.926796,63.095825,63.545395
316,1281843,1140582,1180656,1383981,1416103,2.8844559e-5,1.8606004e-5,1.9324172e-5,5.8178382e-5,7.880211e-5,0.00043247308,5.0498962e-5,6.448492e-5,0.012728628,0.083129786,-875.806884765625,-926.2271118164062,-921.871826171875,-795.1237182617188,-760.2297973632812,-490.20196533203125,-627.0509643554688,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,225.65334,188.96132,193.35576,246.23514,251.36504,145.99637,60.01202,67.49347,3.4028235e38,3.4028235e38,93,76,80,99,100,62.58509,61.72664,61.90342,63.0943,63.53775
317,1286080,1144735,1183815,1388720,1420691,2.8709655e-5,1.8606004e-5,1.9324172e-5,5.8178382e-5,7.880211e-5,0.00043247308,4.999683e-5,5.3508476e-5,0.012728628,0.083129786,-876.3460693359375,-926.2271118164062,-921.871826171875,-795.1237182617188,-760.2297973632812,-489.9656982421875,-626.5322875976562,-592.8189697265625,3.4028234663852886e38,3.4028234663852886e38,225.65334,188.96132,193.35576,246.23514,251.36504,145.99637,61.369476,70.06184,3.4028235e38,3.4028235e38,93,77,80,99,100,62.588306,61.723347,61.908466,63.092606,63.557907
318,1290113,1148745,1187150,1393248,1425542,2.8709655e-5,1.8606004e-5,1.9324172e-5,5.8178382e-5,7.880211e-5,0.00037931447,4.999683e-5,5.3508476e-5,0.010774438,0.03399151,-876.3460693359375,-926.2271118164062,-921.871826171875,-795.1237182617188,-760.2297973632812,-490.20196533203125,-626.5322875976562,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,225.65334,187.2413,191.33781,246.23514,251.36504,145.0036,61.369476,73.46323,3.4028235e38,3.4028235e38,93,76,80,99,100,62.615242,61.723347,61.953144,63.092606,63.560184
319,1294473,1152611,1190770,1397887,1430189,2.85196e-5,1.8606004e-5,1.9324172e-5,5.8178382e-5,7.880211e-5,0.00037931447,4.6820627e-5,5.348718e-5,0.010774438,0.03399151,-877.1098022460938,-926.2271118164062,-921.871826171875,-795.1237182617188,-760.2297973632812,-490.20196533203125,-626.5322875976562,-596.3681640625,3.4028234663852886e38,3.4028234663852886e38,225.65334,188.8529,193.35576,246.23514,251.36504,145.0036,62.19584,74.146835,3.4028235e38,3.4028235e38,93,76,80,99,100,62.605762,61.738163,61.953144,63.107327,63.56803
320,1298492,1156150,1194338,1402504,1434785,2.8486076e-5,1.8606004e-5,1.9324172e-5,5.8178382e-5,7.880211e-5,0.00035370648,4.6820627e-5,5.348718e-5,0.009853083,0.029114492,-877.2450561523438,-926.2271118164062,-921.871826171875,-795.1237182617188,-760.2297973632812,-493.39898681640625,-626.5322875976562,-604.1802978515625,3.4028234663852886e38,3.4028234663852886e38,225.65334,179.84215,191.33781,246.23514,251.36504,136.17769,62.19584,74.146835,3.4028235e38,3.4028235e38,93,75,80,99,100,62.616573,61.738163,61.95789,63.109215,63.56803
321,1302572,1160045,1197926,1407214,1439358,2.7443539e-5,1.8606004e-5,1.9324172e-5,5.8178382e-5,7.880211e-5,0.00037931447,4.6820627e-5,5.348718e-5,0.009853083,0.01607256,-881.5328369140625,-926.2271118164062,-921.871826171875,-795.1237182617188,-760.2297973632812,-490.20196533203125,-626.5322875976562,-597.0025024414062,3.4028234663852886e38,3.4028234663852886e38,225.65334,184.63794,191.33781,246.23514,251.36504,145.53891,62.19584,74.146835,3.4028235e38,3.4028235e38,93,76,80,99,100,62.618027,61.738163,61.935913,63.11981,63.56803
322,1306620,1163753,1201281,1411912,1443883,2.743554e-5,1.8606004e-5,1.9324172e-5,5.8178382e-5,7.880211e-5,0.00037931447,4.6820627e-5,5.348718e-5,0.0065354547,0.014291298,-881.5663452148438,-926.2271118164062,-921.871826171875,-795.1237182617188,-760.2297973632812,-490.6075439453125,-626.5322875976562,-597.0025024414062,3.4028234663852886e38,3.4028234663852886e38,225.40216,184.63794,189.43373,246.23514,248.49066,153.68762,62.19584,74.146835,3.4028235e38,3.4028235e38,93,76,79,98,100,62.63308,61.74879,61.960987,63.120514,63.558414
323,1310798,1168257,1204551,1416589,1448242,2.7402642e-5,1.8322571e-5,1.9324172e-5,5.8178382e-5,7.880211e-5,0.00035370648,4.999683e-5,5.293086e-5,0.0065354547,0.014291298,-881.704345703125,-927.9925537109375,-921.871826171875,-795.1237182617188,-760.2297973632812,-490.6075439453125,-626.5322875976562,-608.4317016601562,3.4028234663852886e38,3.4028234663852886e38,225.40216,184.63794,193.35576,246.23514,248.49066,153.68762,62.19584,73.46323,3.4028235e38,3.4028235e38,93,76,80,99,100,62.645138,61.77486,61.960987,63.136715,63.558414
324,1314700,1172601,1208240,1421254,1452926,2.7402642e-5,1.8322571e-5,1.9324172e-5,5.8178382e-5,7.880211e-5,0.0003258099,4.999683e-5,5.293086e-5,0.0065354547,0.014291298,-881.704345703125,-927.9925537109375,-921.871826171875,-795.1237182617188,-760.2297973632812,-490.6075439453125,-626.5322875976562,-608.4317016601562,3.4028234663852886e38,3.4028234663852886e38,225.65334,184.63794,193.35576,246.23514,248.49066,153.68762,62.19584,72.697845,3.4028235e38,3.4028235e38,93,76,82,99,100,62.645138,61.74,61.965355,63.11981,63.558414
325,1318431,1176645,1211628,1425744,1457449,2.7402642e-5,1.8322571e-5,1.9324172e-5,5.2202802e-5,7.880211e-5,0.00035370648,4.999683e-5,5.293086e-5,0.0065354547,0.014291298,-881.704345703125,-927.9925537109375,-921.871826171875,-807.5872192382812,-760.2297973632812,-490.6075439453125,-626.5322875976562,-608.4317016601562,3.4028234663852886e38,3.4028234663852886e38,225.40216,181.39818,191.33781,246.23514,248.49066,150.36975,62.19584,72.697845,3.4028235e38,3.4028235e38,93,73,80,99,100,62.648495,61.743626,61.97137,63.138374,63.558414
326,1322452,1180630,1215043,1430422,1461821,2.7402642e-5,1.8322571e-5,1.9324172e-5,5.2202802e-5,7.816468e-5,0.00035943242,4.999683e-5,5.293086e-5,0.0065354547,0.014291298,-881.704345703125,-927.9925537109375,-921.871826171875,-807.5872192382812,-761.1637573242188,-494.9579772949219,-627.0509643554688,-608.9981079101562,3.4028234663852886e38,3.4028234663852886e38,224.31987,181.39818,193.35576,246.23514,248.49066,143.74237,61.184494,70.06184,3.4028235e38,3.4028235e38,93,73,82,99,99,62.65999,61.756847,62.007313,63.144596,63.565304
327,1326683,1184551,1218390,1434958,1466457,2.713283e-5,1.810575e-5,1.9324172e-5,5.2202802e-5,7.816468e-5,0.00036750728,4.999683e-5,5.293086e-5,0.0065354547,0.014291298,-882.84228515625,-929.3614501953125,-921.871826171875,-807.5872192382812,-761.1637573242188,-494.9579772949219,-626.5322875976562,-608.4317016601562,3.4028234663852886e38,3.4028234663852886e38,225.65334,181.39818,193.35576,246.00575,248.49066,145.53891,61.184494,70.06184,3.4028235e38,3.4028235e38,93,73,82,99,99,62.662285,61.756847,61.996677,63.144596,63.565304
328,1330572,1188499,1221800,1439425,1471109,2.713283e-5,1.810575e-5,1.926518e-5,5.2202802e-5,7.816468e-5,0.00036750728,4.738186e-5,5.2254316e-5,0.007969277,0.01607256,-882.84228515625,-929.3614501953125,-922.2234497070312,-807.5872192382812,-761.1637573242188,-500.38916015625,-626.5322875976562,-608.4317016601562,3.4028234663852886e38,3.4028234663852886e38,223.6416,181.39818,193.35576,246.00575,248.49066,143.74237,60.71096,65.70872,3.4028235e38,3.4028235e38,93,73,80,99,99,62.678883,61.756847,62.014606,63.144596,63.565304
329,1334619,1192766,1225438,1444076,1475856,2.713283e-5,1.810575e-5,1.926518e-5,5.2202802e-5,7.816468e-5,0.00036750728,4.582126e-5,5.1396222e-5,0.007969277,0.01607256,-882.84228515625,-929.3614501953125,-922.2234497070312,-807.5872192382812,-761.1637573242188,-497.87506103515625,-619.6172485351562,-606.7352905273438,3.4028234663852886e38,3.4028234663852886e38,223.35075,168.97365,189.43373,246.00575,248.49066,145.53891,61.184494,66.44009,3.4028235e38,3.4028235e38,93,69,79,99,99,62.690414,61.76235,61.998672,63.144596,63.563614
330,1338898,1196719,1229058,1448788,1480524,2.6521098e-5,1.810575e-5,1.926518e-5,5.2202802e-5,7.816468e-5,0.00036750728,4.582126e-5,5.1396222e-5,0.0079779,0.01607256,-885.4647216796875,-929.3614501953125,-922.2234497070312,-807.5872192382812,-761.1637573242188,-494.9579772949219,-619.6172485351562,-606.7352905273438,3.4028234663852886e38,3.4028234663852886e38,223.6416,168.97365,189.43373,246.00575,248.49066,150.36975,62.19584,70.06184,3.4028235e38,3.4028235e38,93,69,79,99,99,62.690414,61.76631,61.991386,63.148434,63.58226
331,1343087,1200920,1232439,1453378,1485361,2.6521098e-5,1.810575e-5,1.9234587e-5,5.2202802e-5,7.816468e-5,0.00035965146,4.582126e-5,5.0618306e-5,0.0079779,0.01607256,-885.4647216796875,-929.3614501953125,-922.40625,-807.5872192382812,-761.1637573242188,-497.87506103515625,-626.5322875976562,-608.4317016601562,3.4028234663852886e38,3.4028234663852886e38,223.6416,168.97365,189.43373,246.00575,248.49066,145.53891,61.184494,66.44009,3.4028235e38,3.4028235e38,93,69,79,99,99,62.703926,61.791084,62.01159,63.16432,63.586956
332,1347207,1204958,1235590,1458022,1490217,2.6521098e-5,1.810575e-5,1.9234587e-5,5.2202802e-5,7.816468e-5,0.0003258099,4.582126e-5,5.0618306e-5,0.0079779,0.01607256,-885.4647216796875,-929.3614501953125,-922.40625,-807.5872192382812,-761.1637573242188,-497.87506103515625,-626.5322875976562,-606.7352905273438,3.4028234663852886e38,3.4028234663852886e38,223.35075,181.39818,191.33781,246.00575,248.49066,150.36975,61.184494,66.44009,3.4028235e38,3.4028235e38,93,73,79,99,99,62.682228,61.791084,62.03474,63.16432,63.591835
