gen,fevals_median,fevals_p5,fevals_p10,fevals_p90,fevals_p95,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
521,2140490,1921620,1984040,2319905,2377250,2.0799584e-5,1.7047225e-5,1.7414979e-5,3.1836284e-5,4.335173e-5,0.00016257982,4.35838e-5,4.7223162e-5,0.007458013,0.018471774,-913.4105834960938,-936.289306640625,-933.8348388671875,-864.4580688476562,-828.9529418945312,-486.7056884765625,-637.85302734375,-625.042724609375,3.4028234663852886e38,3.4028234663852886e38,230.25851,175.04636,195.4675,246.00575,248.49066,188.7251,64.87172,72.7548,3.4028235e38,3.4028235e38,95,73,83,100,100,63.33233,62.633205,62.775303,63.871437,64.02586
522,2144631,1925296,1987629,2324608,2382031,2.0799584e-5,1.7047225e-5,1.7414979e-5,3.1836284e-5,4.335173e-5,0.00015230381,4.2756248e-5,4.6898713e-5,0.007458013,0.018471774,-913.4105834960938,-936.289306640625,-933.8348388671875,-864.4580688476562,-828.9529418945312,-486.7056884765625,-637.85302734375,-625.042724609375,3.4028234663852886e38,3.4028234663852886e38,230.25851,175.04636,191.33781,246.00575,248.49066,188.7251,64.87172,72.7548,3.4028235e38,3.4028235e38,95,73,81,100,100,63.328613,62.62208,62.798832,63.875,64.03139
523,2149026,1929103,1991619,2329434,2386603,2.0799584e-5,1.7047225e-5,1.7414979e-5,3.1502208e-5,4.335173e-5,0.00015230381,4.2756248e-5,4.6898713e-5,0.007458013,0.018471774,-913.4105834960938,-936.289306640625,-933.8348388671875,-865.6712036132812,-828.9529418945312,-485.4140930175781,-637.85302734375,-625.042724609375,3.4028234663852886e38,3.4028234663852886e38,230.25851,175.04636,191.33781,246.00575,248.49066,192.81165,64.87172,72.7548,3.4028235e38,3.4028235e38,95,73,81,100,100,63.328613,62.63809,62.78373,63.86509,64.03139
524,2153257,1932962,1995324,2333733,2391250,2.0799584e-5,1.7047225e-5,1.7414979e-5,3.1502208e-5,4.335173e-5,0.00014582113,4.2756248e-5,4.6898713e-5,0.007458013,0.018471774,-913.4105834960938,-936.289306640625,-933.8348388671875,-865.6712036132812,-828.9529418945312,-483.0809326171875,-637.85302734375,-625.042724609375,3.4028234663852886e38,3.4028234663852886e38,230.25851,175.04636,191.33781,246.00575,248.49066,195.72661,64.87172,72.7548,3.4028235e38,3.4028235e38,95,73,81,100,100,63.327118,62.63809,62.78954,63.86509,64.03139
525,2157146,1936318,1998818,2338428,2396138,2.0799584e-5,1.6892664e-5,1.7414979e-5,3.1502208e-5,4.153993e-5,0.00014582113,4.35838e-5,4.7223162e-5,0.007458013,0.018471774,-913.4105834960938,-937.336669921875,-933.8348388671875,-865.6712036132812,-833.862548828125,-480.53411865234375,-637.85302734375,-625.042724609375,3.4028234663852886e38,3.4028234663852886e38,231.09631,175.04636,191.33781,243.6702,248.49066,197.03319,64.87172,72.7548,3.4028235e38,3.4028235e38,95,73,81,100,100,63.319057,62.64565,62.78954,63.89954,64.03139
526,2161368,1939786,2002243,2343256,2400944,2.0799584e-5,1.6892664e-5,1.7414979e-5,3.1502208e-5,4.153993e-5,0.00014582113,4.35838e-5,4.7223162e-5,0.007458013,0.018471774,-913.4105834960938,-937.336669921875,-933.8348388671875,-865.6712036132812,-833.862548828125,-480.53411865234375,-637.85302734375,-627.8973999023438,3.4028234663852886e38,3.4028234663852886e38,230.25851,175.04636,191.33781,243.6702,248.49066,197.03319,64.87172,72.7548,3.4028235e38,3.4028235e38,95,73,81,100,100,63.319057,62.64565,62.788437,63.89954,64.047356
527,2165587,1943307,2005817,2347957,2405818,2.0799584e-5,1.6892664e-5,1.7414979e-5,3.1502208e-5,4.153993e-5,0.00015230381,4.35838e-5,4.7223162e-5,0.007458013,0.018471774,-913.4105834960938,-937.336669921875,-933.8348388671875,-865.6712036132812,-833.862548828125,-483.0809326171875,-633.7196655273438,-625.042724609375,3.4028234663852886e38,3.4028234663852886e38,231.09631,175.04636,191.33781,246.00575,248.49066,195.72661,65.65448,73.302505,3.4028235e38,3.4028235e38,95,73,81,100,100,63.319057,62.663517,62.803932,63.89954,64.04425
528,2169325,1946993,2009648,2352680,2410297,2.0799584e-5,1.6892664e-5,1.7414979e-5,3.1502208e-5,4.153993e-5,0.00015230381,4.2756248e-5,4.6898713e-5,0.007458013,0.018471774,-913.4105834960938,-937.336669921875,-933.8348388671875,-865.6712036132812,-833.862548828125,-480.53411865234375,-631.090087890625,-624.3997802734375,3.4028234663852886e38,3.4028234663852886e38,231.09631,175.04636,195.4675,246.00575,248.49066,197.03319,65.65448,74.03256,3.4028235e38,3.4028235e38,95,73,83,100,100,63.321217,62.649876,62.803932,63.89954,64.05836
529,2173241,1950496,2013195,2357569,2414894,2.0799584e-5,1.6892664e-5,1.7414979e-5,3.1502208e-5,4.153993e-5,0.00016257982,4.2756248e-5,4.6898713e-5,0.007458013,0.018471774,-913.4105834960938,-937.336669921875,-933.8348388671875,-865.6712036132812,-833.862548828125,-479.82861328125,-630.4480590820312,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,231.09631,175.04636,197.75021,246.00575,248.49066,197.99265,65.25231,74.03256,3.4028235e38,3.4028235e38,96,73,83,100,100,63.321537,62.649876,62.803932,63.89954,64.05836
530,2176887,1954248,2016922,2362277,2419749,2.0769534e-5,1.6892664e-5,1.7414979e-5,3.1502208e-5,4.153993e-5,0.00016257982,4.2756248e-5,4.6898713e-5,0.007458013,0.018471774,-913.5767822265625,-937.336669921875,-933.8348388671875,-865.6712036132812,-833.862548828125,-475.474853515625,-630.4480590820312,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,231.09631,175.04636,197.75021,246.00575,248.49066,197.99265,65.25231,74.03256,3.4028235e38,3.4028235e38,96,73,83,100,100,63.326138,62.649876,62.795933,63.870167,64.05836
531,2180606,1958227,2020608,2366955,2424450,2.0769534e-5,1.6892664e-5,1.7414979e-5,3.1502208e-5,4.153993e-5,0.00015230381,4.2756248e-5,4.6898713e-5,0.007458013,0.018471774,-913.5767822265625,-937.336669921875,-933.8348388671875,-865.6712036132812,-833.862548828125,-479.82861328125,-630.4480590820312,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,230.25851,175.04636,197.75021,246.00575,248.49066,197.03319,65.25231,73.398766,3.4028235e38,3.4028235e38,96,73,83,100,100,63.33433,62.641666,62.79734,63.869087,64.05836
532,2184485,1961790,2024455,2371724,2429331,2.0769534e-5,1.6892664e-5,1.7414979e-5,3.1502208e-5,4.153993e-5,0.00017064807,4.2756248e-5,4.6898713e-5,0.007458013,0.018471774,-913.5767822265625,-937.336669921875,-933.8348388671875,-865.6712036132812,-833.862548828125,-479.82861328125,-631.090087890625,-625.042724609375,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,195.4675,246.00575,248.49066,197.03319,65.25231,72.10428,3.4028235e38,3.4028235e38,95,73,83,100,100,63.34075,62.641666,62.79734,63.8825,64.06691
533,2188660,1965576,2028287,2376273,2434082,2.0769534e-5,1.6892664e-5,1.7414979e-5,3.1182673e-5,4.153993e-5,0.00015230381,4.2756248e-5,4.6654604e-5,0.007458013,0.018471774,-913.5767822265625,-937.336669921875,-933.8348388671875,-866.8435668945312,-833.862548828125,-480.53411865234375,-633.7196655273438,-626.350341796875,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,195.4675,246.00575,248.49066,195.72661,64.87172,71.294495,3.4028235e38,3.4028235e38,95,73,83,100,100,63.34075,62.64025,62.793274,63.8825,64.07178
534,2192536,1969254,2032409,2381147,2438636,2.0769534e-5,1.6892664e-5,1.7414979e-5,3.1182673e-5,4.153993e-5,0.00015230374,4.2756248e-5,4.6654604e-5,0.0069274153,0.018471774,-913.5767822265625,-937.336669921875,-933.8348388671875,-866.8435668945312,-833.862548828125,-480.53411865234375,-633.9585571289062,-627.8973999023438,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,195.4675,246.00575,248.49066,195.72661,64.87172,69.088585,3.4028235e38,3.4028235e38,95,73,83,100,100,63.34075,62.64025,62.793274,63.8825,64.07178
535,2196429,1973026,2036460,2385766,2443280,2.0769534e-5,1.6892664e-5,1.7403037e-5,3.1182673e-5,4.153993e-5,0.00014778861,4.2756248e-5,4.6654604e-5,0.0069274153,0.018471774,-913.5767822265625,-937.336669921875,-933.9136962890625,-866.8435668945312,-833.862548828125,-480.53411865234375,-635.9932250976562,-628.4736938476562,3.4028234663852886e38,3.4028234663852886e38,228.6114,175.04636,193.35576,246.00575,248.49066,195.72661,64.69025,69.088585,3.4028235e38,3.4028235e38,95,73,83,100,100,63.34075,62.64025,62.793262,63.8825,64.07603
536,2200168,1976462,2040046,2390438,2447920,2.0769534e-5,1.6892664e-5,1.7403037e-5,3.1182673e-5,4.153993e-5,0.00014778861,4.2756248e-5,4.6654604e-5,0.0069274153,0.018471774,-913.5767822265625,-937.336669921875,-933.9136962890625,-866.8435668945312,-833.862548828125,-480.53411865234375,-635.9932250976562,-628.4736938476562,3.4028234663852886e38,3.4028234663852886e38,228.6114,175.04636,193.35576,246.00575,248.49066,195.72661,64.69025,69.088585,3.4028235e38,3.4028235e38,95,73,83,100,100,63.35769,62.65832,62.793262,63.891415,64.083336
537,2204189,1980652,2043775,2395190,2452558,2.0769534e-5,1.6892664e-5,1.7403037e-5,3.1182673e-5,4.153993e-5,0.00014778861,4.2756248e-5,4.6654604e-5,0.0069274153,0.018471774,-913.5767822265625,-937.336669921875,-933.9136962890625,-866.8435668945312,-833.862548828125,-479.82861328125,-634.5328369140625,-628.4736938476562,3.4028234663852886e38,3.4028234663852886e38,228.6114,175.04636,193.35576,246.00575,251.36504,195.72661,65.25231,71.20441,3.4028235e38,3.4028235e38,95,73,83,100,100,63.35769,62.65832,62.803547,63.885803,64.083336
538,2208163,1984636,2047242,2399848,2457077,2.0373698e-5,1.6892664e-5,1.7403037e-5,3.1182673e-5,4.153993e-5,0.00014778861,4.2756248e-5,4.6654604e-5,0.0069274153,0.018471774,-915.7896728515625,-937.336669921875,-933.9136962890625,-866.8435668945312,-833.862548828125,-479.82861328125,-634.5328369140625,-628.4736938476562,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,193.35576,246.00575,251.36504,197.03319,65.25231,71.20441,3.4028235e38,3.4028235e38,95,73,83,100,100,63.36762,62.65832,62.797802,63.916824,64.083336
539,2212513,1988340,2050748,2404616,2461829,2.0373698e-5,1.6892664e-5,1.7403037e-5,3.1182673e-5,4.153993e-5,0.00014778861,4.2756248e-5,4.6654604e-5,0.0069274153,0.018471774,-915.7896728515625,-937.336669921875,-933.9136962890625,-866.8435668945312,-833.862548828125,-479.82861328125,-634.5328369140625,-628.4736938476562,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,193.35576,246.00575,251.36504,197.03319,65.25231,71.20441,3.4028235e38,3.4028235e38,95,73,83,100,100,63.368973,62.65832,62.798656,63.919174,64.083336
540,2216679,1991666,2054242,2409463,2466438,2.0373698e-5,1.6892664e-5,1.7403037e-5,3.1182673e-5,4.153993e-5,0.00014778861,4.2389558e-5,4.6654604e-5,0.0069274153,0.018471774,-915.7896728515625,-937.336669921875,-933.9136962890625,-866.8435668945312,-833.862548828125,-479.82861328125,-634.5328369140625,-628.4736938476562,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,193.35576,246.00575,251.36504,197.1801,65.25231,71.20441,3.4028235e38,3.4028235e38,95,73,83,100,100,63.368973,62.661877,62.814026,63.931644,64.09431
541,2220794,1995659,2058007,2414299,2471124,2.0373698e-5,1.6892664e-5,1.7403037e-5,3.1182673e-5,4.153993e-5,0.00015230374,4.2389558e-5,4.6654604e-5,0.0069274153,0.018471774,-915.7896728515625,-937.336669921875,-933.9136962890625,-866.8435668945312,-833.862548828125,-483.0809326171875,-634.5328369140625,-627.8973999023438,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,191.33781,246.00575,251.36504,197.03319,65.65448,72.10428,3.4028235e38,3.4028235e38,95,73,83,100,100,63.368973,62.661877,62.813763,63.931644,64.09431
542,2225268,1999520,2061633,2418988,2475857,2.0373698e-5,1.6892664e-5,1.7403037e-5,3.1182673e-5,4.153993e-5,0.00015230374,4.2389558e-5,4.6654604e-5,0.0069274153,0.019254662,-915.7896728515625,-937.336669921875,-933.9136962890625,-866.8435668945312,-833.862548828125,-479.82861328125,-634.5328369140625,-627.8973999023438,3.4028234663852886e38,3.4028234663852886e38,230.19795,178.91328,193.35576,246.00575,251.36504,197.1801,65.65448,72.10428,3.4028235e38,3.4028235e38,95,73,83,100,100,63.376778,62.661877,62.813763,63.931644,64.09431
543,2229438,2003469,2065533,2424035,2480481,2.0373698e-5,1.6892664e-5,1.7373857e-5,3.1182673e-5,4.153993e-5,0.00015230374,4.2389558e-5,4.6898713e-5,0.0069274153,0.019254662,-915.7896728515625,-937.336669921875,-934.1067504882812,-866.8435668945312,-833.862548828125,-483.0809326171875,-634.5328369140625,-627.8973999023438,3.4028234663852886e38,3.4028234663852886e38,230.19795,178.91328,195.4675,246.00575,251.36504,195.72661,65.65448,72.10428,3.4028235e38,3.4028235e38,95,73,84,100,100,63.38101,62.683323,62.828392,63.931644,64.093025
544,2233609,2007076,2069203,2428851,2485494,2.0373698e-5,1.6892664e-5,1.7373857e-5,3.0786054e-5,4.153993e-5,0.00015230374,4.2389558e-5,4.6898713e-5,0.007458013,0.019254662,-915.7896728515625,-937.336669921875,-934.1067504882812,-868.3157348632812,-833.862548828125,-489.5799560546875,-633.9585571289062,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,230.25851,188.96132,199.02531,246.00575,248.49066,194.82939,65.65448,72.10428,3.4028235e38,3.4028235e38,95,77,84,100,100,63.38101,62.684143,62.82955,63.931644,64.093025
545,2237988,2010749,2072981,2433517,2490150,2.0373698e-5,1.6892664e-5,1.7373857e-5,3.0786054e-5,4.153993e-5,0.00015230374,4.2389558e-5,4.6898713e-5,0.007458013,0.019254662,-915.7896728515625,-937.336669921875,-934.1067504882812,-868.3157348632812,-833.862548828125,-490.455078125,-634.5328369140625,-627.8973999023438,3.4028234663852886e38,3.4028234663852886e38,230.19795,179.84215,197.75021,246.00575,248.49066,194.82939,65.65448,72.10428,3.4028235e38,3.4028235e38,95,75,84,100,100,63.3831,62.684143,62.82955,63.94783,64.093025
546,2242343,2014570,2076495,2438091,2494808,2.0373698e-5,1.6892664e-5,1.735147e-5,3.0786054e-5,4.153993e-5,0.00018043723,4.2389558e-5,4.7223162e-5,0.007458013,0.019254662,-915.7896728515625,-937.336669921875,-934.2548828125,-868.3157348632812,-833.862548828125,-489.05963134765625,-634.5328369140625,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,230.25851,179.84215,197.75021,248.49066,251.36504,194.82939,67.2641,73.302505,3.4028235e38,3.4028235e38,96,75,84,100,100,63.3831,62.684143,62.82425,63.94783,64.093025
547,2246778,2018394,2080586,2442800,2499673,2.0373698e-5,1.6892664e-5,1.735147e-5,3.0786054e-5,4.153993e-5,0.00018043723,4.2389558e-5,4.7223162e-5,0.007458013,0.019254662,-915.7896728515625,-937.336669921875,-934.2548828125,-868.3157348632812,-833.862548828125,-489.05963134765625,-634.5328369140625,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,230.25851,179.84215,197.75021,248.49066,251.36504,194.97768,67.2641,73.302505,3.4028235e38,3.4028235e38,96,75,84,100,100,63.3831,62.684143,62.82425,63.949383,64.10764
548,2250881,2022474,2084467,2447467,2504322,2.0373698e-5,1.6892664e-5,1.735147e-5,3.0786054e-5,4.153993e-5,0.00018043723,4.2389558e-5,4.7223162e-5,0.007458013,0.019254662,-915.7896728515625,-937.336669921875,-934.2548828125,-868.3157348632812,-833.862548828125,-489.05963134765625,-634.5328369140625,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,230.25851,179.84215,197.75021,248.49066,251.36504,194.97768,67.2641,73.302505,3.4028235e38,3.4028235e38,96,75,84,100,100,63.398273,62.684143,62.82425,63.949383,64.125305
549,2255439,2026431,2087983,2452245,2509097,2.0373698e-5,1.6892664e-5,1.735147e-5,3.0785897e-5,4.153993e-5,0.00017917079,4.2389558e-5,4.7223162e-5,0.007458013,0.019254662,-915.7896728515625,-937.336669921875,-934.2548828125,-868.3163452148438,-833.862548828125,-489.05963134765625,-634.5328369140625,-621.102783203125,3.4028234663852886e38,3.4028234663852886e38,230.25851,179.84215,197.75021,248.49066,251.36504,194.97768,67.2641,73.302505,3.4028235e38,3.4028235e38,96,75,84,100,100,63.399418,62.684143,62.81579,63.949383,64.125305
550,2259719,2030016,2091637,2456891,2513901,2.0373698e-5,1.6892664e-5,1.735147e-5,3.0785897e-5,4.153993e-5,0.00017917079,4.2389558e-5,4.7223162e-5,0.007458013,0.019254662,-915.7896728515625,-937.336669921875,-934.2548828125,-868.3163452148438,-833.862548828125,-489.05963134765625,-634.5328369140625,-621.102783203125,3.4028234663852886e38,3.4028234663852886e38,230.25851,179.84215,197.75021,248.49066,251.36504,194.97768,67.2641,73.302505,3.4028235e38,3.4028235e38,96,75,84,100,100,63.399418,62.6937,62.81579,63.934128,64.125305
551,2263677,2033724,2095733,2461667,2518720,2.0373698e-5,1.6892664e-5,1.735147e-5,3.0785897e-5,4.0466624e-5,0.00017917079,4.2389558e-5,4.7223162e-5,0.007458013,0.019254662,-915.7896728515625,-937.336669921875,-934.2548828125,-868.3163452148438,-836.8729248046875,-490.455078125,-634.5328369140625,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,230.25851,175.04636,195.4675,248.49066,251.36504,193.58446,65.25231,72.10428,3.4028235e38,3.4028235e38,96,73,84,100,100,63.407673,62.723537,62.824837,63.927364,64.125305
552,2267705,2037841,2099385,2466305,2523457,2.0373698e-5,1.6892664e-5,1.735147e-5,3.0785897e-5,4.0466624e-5,0.00015230374,4.2389558e-5,4.7223162e-5,0.009671276,0.019254662,-915.7896728515625,-937.336669921875,-934.2548828125,-868.3163452148438,-836.8729248046875,-490.5374755859375,-634.5328369140625,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,195.4675,248.49066,251.36504,192.81165,65.25231,72.10428,3.4028235e38,3.4028235e38,96,73,84,100,100,63.417114,62.731174,62.83393,63.927364,64.125305
553,2272117,2041296,2102935,2471095,2528094,2.0373698e-5,1.6892664e-5,1.735147e-5,3.0785897e-5,4.0466624e-5,0.00015230374,4.2389558e-5,4.7223162e-5,0.009671276,0.019254662,-915.7896728515625,-937.336669921875,-934.2548828125,-868.3163452148438,-836.8729248046875,-490.5374755859375,-634.5328369140625,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,195.4675,248.49066,251.36504,192.81165,65.25231,72.10428,3.4028235e38,3.4028235e38,96,73,84,100,100,63.408367,62.731174,62.833225,63.927364,64.125305
554,2276466,2044639,2106340,2475837,2533061,2.0373698e-5,1.6892664e-5,1.735147e-5,3.0712523e-5,4.0466624e-5,0.00015230374,4.2389558e-5,4.6898713e-5,0.009671276,0.019254662,-915.7896728515625,-937.336669921875,-934.2548828125,-868.5906372070312,-836.8729248046875,-490.5374755859375,-634.5328369140625,-624.0873413085938,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,195.4675,246.23514,251.36504,192.81165,65.25231,72.10428,3.4028235e38,3.4028235e38,96,73,84,100,100,63.42252,62.730022,62.83393,63.927364,64.14722
555,2280862,2048710,2110248,2480418,2537866,2.0373698e-5,1.6892664e-5,1.735147e-5,3.0712523e-5,4.0466624e-5,0.00017917079,4.4207485e-5,4.7223162e-5,0.009671276,0.019254662,-915.7896728515625,-937.336669921875,-934.2548828125,-868.5906372070312,-836.8729248046875,-492.23931884765625,-636.4693603515625,-622.8505249023438,3.4028234663852886e38,3.4028234663852886e38,230.19795,175.04636,195.4675,246.23514,251.36504,189.27988,67.2641,75.18875,3.4028235e38,3.4028235e38,96,73,84,100,100,63.4279,62.730022,62.826843,63.941803,64.14722
556,2285181,2052653,2113623,2485086,2542437,2.0356798e-5,1.6892664e-5,1.735147e-5,3.0712523e-5,4.0466624e-5,0.00015917684,4.4207485e-5,4.6898713e-5,0.009671276,0.019254662,-915.8851318359375,-937.336669921875,-934.2548828125,-868.5906372070312,-836.8729248046875,-495.14849853515625,-636.4693603515625,-622.8505249023438,3.4028234663852886e38,3.4028234663852886e38,230.19795,179.84215,195.4675,246.00575,251.36504,188.23035,67.2641,75.18875,3.4028235e38,3.4028235e38,95,75,84,100,100,63.421764,62.728233,62.83124,63.941803,64.14722
557,2289815,2056500,2117143,2489850,2547434,2.0356798e-5,1.6892664e-5,1.7327837e-5,3.0712523e-5,3.727643e-5,0.00015917684,4.11064e-5,4.581068e-5,0.012688559,0.026647558,-915.8851318359375,-937.336669921875,-934.4117431640625,-868.5906372070312,-846.3163452148438,-490.5374755859375,-634.5328369140625,-621.5528564453125,3.4028234663852886e38,3.4028234663852886e38,230.25851,179.84215,195.4675,246.00575,251.36504,188.23035,67.2641,75.18875,3.4028235e38,3.4028235e38,96,75,84,100,100,63.427395,62.74208,62.83124,63.941803,64.14722
558,2294074,2060202,2120515,2494590,2552308,2.0356798e-5,1.6870035e-5,1.7305836e-5,3.0712523e-5,3.727643e-5,0.00017917079,4.11064e-5,4.581068e-5,0.012688559,0.026647558,-915.8851318359375,-937.490966796875,-934.557861328125,-868.5906372070312,-846.3163452148438,-490.5374755859375,-634.5328369140625,-621.4839477539062,3.4028234663852886e38,3.4028234663852886e38,230.25851,179.84215,195.4675,246.00575,248.49066,189.27988,67.2641,75.18875,3.4028235e38,3.4028235e38,96,75,84,100,100,63.44156,62.736397,62.844406,63.941837,64.14722
559,2298230,2064159,2124161,2499180,2556828,2.0356798e-5,1.6870035e-5,1.7305836e-5,3.0712523e-5,3.727643e-5,0.00017917079,4.11064e-5,4.581068e-5,0.012688559,0.026785241,-915.8851318359375,-937.490966796875,-934.557861328125,-868.5906372070312,-846.3163452148438,-492.72454833984375,-634.5328369140625,-621.4839477539062,3.4028234663852886e38,3.4028234663852886e38,230.25851,179.84215,195.4675,248.49066,248.49066,188.23035,67.2641,75.18875,3.4028235e38,3.4028235e38,96,75,83,100,100,63.44156,62.736397,62.846306,63.949406,64.14722
560,2302425,2068040,2128218,2504208,2561494,2.0356798e-5,1.6870035e-5,1.7092329e-5,3.0712523e-5,3.727643e-5,0.00017917079,4.11064e-5,4.581068e-5,0.012688559,0.026785241,-915.8851318359375,-937.490966796875,-935.9854736328125,-868.5906372070312,-846.3163452148438,-492.72454833984375,-634.5328369140625,-621.4839477539062,3.4028234663852886e38,3.4028234663852886e38,230.19795,179.84215,193.35576,248.49066,248.49066,188.23035,67.2641,75.18875,3.4028235e38,3.4028235e38,96,75,83,100,100,63.446495,62.73595,62.846306,63.949406,64.14722
561,2306746,2071688,2131889,2508932,2566138,2.0356798e-5,1.6870035e-5,1.7092329e-5,3.0712523e-5,3.727643e-5,0.00018043723,4.11064e-5,4.581068e-5,0.012688559,0.026785241,-915.8851318359375,-937.490966796875,-935.9854736328125,-868.5906372070312,-846.3163452148438,-490.5374755859375,-634.5328369140625,-621.4839477539062,3.4028234663852886e38,3.4028234663852886e38,230.19795,176.42838,193.35576,248.49066,248.49066,192.60263,67.2641,73.302505,3.4028235e38,3.4028235e38,96,73,83,100,100,63.446495,62.739132,62.824867,63.949406,64.14722
562,2311098,2075162,2135750,2513535,2570730,2.0356798e-5,1.6870035e-5,1.7092329e-5,3.068251e-5,3.727643e-5,0.00018043723,4.11064e-5,4.581068e-5,0.012688559,0.026785241,-915.8851318359375,-937.490966796875,-935.9854736328125,-868.7031860351562,-846.3163452148438,-492.72454833984375,-634.5328369140625,-621.4839477539062,3.4028234663852886e38,3.4028234663852886e38,228.6114,176.42838,193.35576,248.49066,248.49066,189.27988,67.2641,73.302505,3.4028235e38,3.4028235e38,96,73,83,100,100,63.42282,62.735313,62.839905,63.949406,64.14722
563,2315155,2079146,2139446,2518259,2575494,2.033597e-5,1.6870035e-5,1.7092329e-5,3.0658444e-5,3.727643e-5,0.00018043723,4.11064e-5,4.5209938e-5,0.012688559,0.026785241,-916.0029296875,-937.490966796875,-935.9854736328125,-868.79345703125,-846.3163452148438,-492.72454833984375,-634.5328369140625,-621.4839477539062,3.4028234663852886e38,3.4028234663852886e38,228.6114,179.84215,193.35576,248.49066,248.49066,189.27988,67.2641,75.18875,3.4028235e38,3.4028235e38,96,73,83,100,100,63.427517,62.7666,62.843456,63.952103,64.14722
564,2319288,2083461,2143120,2523087,2580378,2.033597e-5,1.6863552e-5,1.7092329e-5,3.0658444e-5,3.727643e-5,0.00017917079,4.11064e-5,4.5209938e-5,0.012688559,0.026785241,-916.0029296875,-937.53515625,-935.9854736328125,-868.79345703125,-846.3163452148438,-504.97869873046875,-634.5328369140625,-621.4839477539062,3.4028234663852886e38,3.4028234663852886e38,228.6114,179.84215,193.35576,248.49066,248.49066,188.71173,67.2641,75.18875,3.4028235e38,3.4028235e38,95,73,83,100,100,63.428745,62.7666,62.843456,63.952103,64.13858
565,2323512,2087416,2147139,2527707,2585054,2.033032e-5,1.6863552e-5,1.7092329e-5,3.0437008e-5,3.727643e-5,0.00018043723,4.11064e-5,4.5209938e-5,0.012688559,0.026785241,-916.0347900390625,-937.53515625,-935.9854736328125,-869.6270751953125,-846.3163452148438,-490.455078125,-634.5328369140625,-621.4839477539062,3.4028234663852886e38,3.4028234663852886e38,228.6114,179.84215,191.15854,248.49066,251.36504,193.58446,67.533066,76.35296,3.4028235e38,3.4028235e38,96,73,83,100,100,63.42883,62.785576,62.846928,63.952103,64.17134
566,2327833,2091164,2150901,2532523,2589795,2.033032e-5,1.6863552e-5,1.7092329e-5,3.0437008e-5,3.727643e-5,0.00018043723,4.11064e-5,4.5209938e-5,0.012688559,0.026785241,-916.0347900390625,-937.53515625,-935.9854736328125,-869.6270751953125,-846.3163452148438,-490.455078125,-634.5328369140625,-621.4839477539062,3.4028234663852886e38,3.4028234663852886e38,228.6114,179.84215,191.15854,248.49066,251.36504,193.58446,67.533066,76.35296,3.4028235e38,3.4028235e38,96,73,83,100,100,63.427376,62.785576,62.843456,63.960304,64.16382
567,2332057,2095174,2154913,2537108,2594661,2.033032e-5,1.6863552e-5,1.7092329e-5,3.0437008e-5,3.727643e-5,0.00017917079,4.142874e-5,4.5209938e-5,0.012688559,0.026785241,-916.0347900390625,-937.53515625,-935.9854736328125,-869.6270751953125,-846.3163452148438,-490.5374755859375,-634.5328369140625,-621.5528564453125,3.4028234663852886e38,3.4028234663852886e38,228.6114,179.84215,189.43373,248.49066,251.36504,192.60263,67.533066,76.35296,3.4028235e38,3.4028235e38,95,73,83,100,100,63.437798,62.785576,62.833767,63.95514,64.16382
568,2336114,2098753,2158404,2541650,2599348,2.033032e-5,1.6863552e-5,1.7092329e-5,3.0437008e-5,3.727643e-5,0.00017917079,4.142874e-5,4.5209938e-5,0.012688559,0.026785241,-916.0347900390625,-937.53515625,-935.9854736328125,-869.6270751953125,-846.3163452148438,-490.5374755859375,-634.5328369140625,-621.5528564453125,3.4028234663852886e38,3.4028234663852886e38,228.6114,179.84215,189.43373,248.49066,251.36504,192.60263,67.533066,76.35296,3.4028235e38,3.4028235e38,95,73,83,100,100,63.437195,62.785576,62.83594,63.95514,64.16382
