18,sin(powabs(powabs(sin(sin(sin(sin(0.774345 - x0)))), powabs(sin(((x1 * 3.8789644) - x0) - x1) - powabs(x1, 0.7477495), sin(sin(sin((x1 * 0.07372996) - x0))))), powabs(x0, -0.09018213))),34,0.0002816141870557559,0.014064712430297818,0.0002816141870557559,0.014064712430297818,0.9918319938237043,-0.419133589539866
19,sin(powabs(powabs(sin(sin(sin(sin(0.774345 - x0)))), powabs(sin(((x1 * 3.8789644) - x0) - x1) - powabs(x1, 0.7477495), sin(sin(sin((x1 * 0.07372996) - x0))))), powabs(-0.3393796 - x0, -0.09018213))),36,0.0002813901185316222,0.014028579937611673,0.0002813901185316222,0.014028579937611673,0.9918384927615177,-0.4154878104811879
20,sin(powabs(powabs(sin(sin(sin(0.7886122 - x0))), powabs(sin(((x1 * 3.878982) - x0) - x1) - powabs(x1, 0.70737046), sin(sin(sin((x1 * 0.07372996) - x0))))), powabs((x1 * 3.878982) - x0, -0.08452893))),37,0.0002377643620376081,0.008025017378883776,0.0002377643620376081,0.008025017378883776,0.9931038247826567,0.1902734040631936
21,sin(powabs(powabs(sin(sin(sin(0.7886122 - x0))), powabs(sin(((x1 * 3.8888826) - x1) - x0) - powabs(x1, 0.70737046), sin(sin(sin((x1 * 0.07372996) - x0))))), powabs((x1 * 3.8888826) - (x0 - -0.31395188), -0.08452893))),39,0.00023706499779709708,0.008058341834209703,0.00023706499779709708,0.008058341834209703,0.993124109312693,0.186910956793794
22,sin(powabs(powabs(sin(sin(sin(0.7886122 - x0))), powabs(sin(((x1 * 3.8810472) - x0) - x1) - powabs(x1, 0.70737046), sin(sin(sin((x1 * 0.07372996) - x0))))), powabs((x1 - ((x1 * 3.8532853) - x0)) - x1, -0.08452893))),41,0.00023686632084687315,0.0080171566853411,0.00023686632084687315,0.0080171566853411,0.993129871787139,0.19106655033609277
23,sin(powabs(powabs(sin(sin(sin(sin(0.78170013 - x0)))), powabs(sin(((x1 * 3.8459194) - x0) - x1) - powabs(x1, 0.6085332), sin(sin(sin((x1 * 0.056229267) - x0))))), powabs((sin(3.8459194) - sin(x1 * 3.8459194)) - x1, -0.2707649))),42,0.00020394929809964489,0.008049538543650314,0.00020394929809964489,0.008049538543650314,0.9940846050976855,0.18779921138081257
24,sin(powabs(powabs(sin(sin(sin(sin(0.78170013 - x0)))), powabs(sin(((x1 * 3.8459194) - x0) - x1) - powabs(x1, 0.6085332), sin(sin(sin((x1 * 0.056229267) - x0))))), powabs((sin(sin(0.056229267) - (x1 * 3.8459194)) - 0.6085332) - x1, -0.2707649))),44,0.00020154807336268847,0.008016428347447679,0.00020154807336268847,0.008016428347447679,0.9941542508022829,0.19114003984213213
25,sin(powabs(powabs(sin(sin(sin(sin(0.78170013 - x0)))), powabs(sin(((x1 * 3.8459194) - x0) - x1) - powabs(x1, 0.6085332), sin(sin(sin((x1 * 0.056229267) - x0))))), powabs((sin(0.78170013 - sqrtabs(-1.6773434)) - sin(x1 * 3.8459194)) - x1, -0.2707649))),45,0.00019963377422693905,0.007932730721430872,0.00019963377422693905,0.007932730721430872,0.9942097735986575,0.19958515473757277
26,sin(powabs(powabs(sin(sin(sin(sin(0.78170013 - x0)))), powabs(sin(((x1 * 3.8459194) - x0) - x1) - powabs(x1, 0.6085332), sin(sin(sin((x1 * 0.056229267) - x0))))), powabs((sin(sin(0.78170013 - x0) - (x1 * 3.8459194)) - 0.5371001) - x1, -0.2707649))),46,0.00018652540531292438,0.007965910391907915,0.00018652540531292438,0.007965910391907915,0.9945899719095815,0.19623731630168662
27,sin(powabs(powabs(sin(sin(sin(sin(0.78170013 - x0)))), powabs(powabs(x1, 0.6085332) - sin(((x1 * 3.8459194) - x0) - x1), sin(sin(sin((x1 * 0.056229267) - x0))))), powabs((sin(sin(0.78170013 - x0) - (x1 * 3.8459194)) - sin(powabs(x1, 0.6085332))) - x1, -0.2707649))),49,0.00018491082502574284,0.007931089732554387,0.00018491082502574284,0.007931089732554387,0.9946368015877867,0.19975073099419527
