73,1807168,0.00028539998576422544,0.000674200642252849,38.242,(abs(pdiv(X2, X1)) ^ exp(((-1.1613308 - exp(((-0.83953315 - (X1 * (log(abs((3.668773 - X2)) * 0.0022512386))) - (pdiv(exp((-1.3910702 - pdiv(-37.488018, (((X2 + -7.396487) - log(abs((3.2884505 - X2))) - -7.715908)))), X1) * -0.012680937)))) - (pdiv((X2 + -8.050341), log(abs(X1)) * 0.3769644))))
74,1836400,0.00028538398502047345,0.0006800055239015338,39.548,(abs(pdiv(X2, X1)) ^ exp(((-1.1622612 - exp(((-0.8482833 - (X1 * (log(abs((3.6688914 - X2)) * 0.0022622526))) - (pdiv(exp((-1.3910685 - pdiv(-37.488083, (((X2 + -7.394165) - log(abs((3.2904136 - X2))) - -7.7182302)))), X1) * -0.012823003)))) - (pdiv((X2 + -8.055134), log(abs(X1)) * 0.37178457))))
75,1865020,0.0002853749754546556,0.0006813493707464547,40.664,(abs(pdiv(X2, X1)) ^ exp(((-1.164909 - exp(((-0.8515022 - (X1 * (log(abs((3.6688604 - X2)) * 0.0022692655))) - (pdiv(exp((-1.391065 - pdiv(-37.4884, (((X2 + -7.390386) - log(abs((3.290923 - X2))) - -7.722009)))), X1) * -0.013070221)))) - (pdiv((X2 + -8.068089), log(abs(X1)) * 0.3725718))))
76,1894313,0.0002853705730150853,0.0006826010158390588,39.526,(abs(pdiv(X2, X1)) ^ exp(((-1.1636009 - exp(((-0.85036194 - (X1 * (log(abs((3.6689303 - X2)) * 0.0022653944))) - (pdiv(exp((-1.3910648 - pdiv(-37.488438, (((X2 + -7.389835) - log(abs((3.2922742 - X2))) - -7.7225604)))), X1) * -0.013088959)))) - (pdiv((X2 + -8.069391), log(abs(X1)) * 0.37103492))))
77,1925092,0.0002853677243820213,0.0006788119982875181,39.082,(abs(pdiv(X2, X1)) ^ exp(((-1.1638637 - exp(((-0.84864485 - (X1 * (log(abs((3.6688478 - X2)) * 0.0022632312))) - (pdiv(exp((-1.3910643 - pdiv(-37.48864, (((X2 + -7.388429) - log(abs((3.2907915 - X2))) - -7.723966)))), X1) * -0.013125565)))) - (pdiv((X2 + -8.075125), log(abs(X1)) * 0.37192193))))
78,1954945,0.00028535929259583987,0.0006737919643447013,39.432,(abs(pdiv(X2, X1)) ^ exp(((-1.1647176 - exp(((-0.8491168 - (X1 * (log(abs((3.6687531 - X2)) * 0.0022642773))) - (pdiv(exp((-1.3910599 - pdiv(-37.48958, (((X2 + -7.3807807) - log(abs((3.2919405 - X2))) - -7.7316146)))), X1) * -0.0135148)))) - (pdiv((X2 + -8.100053), log(abs(X1)) * 0.3699348))))
79,1987855,0.00028535278183095187,0.0006760928911248118,39.594,(abs(pdiv(X2, X1)) ^ exp(((-1.1646131 - exp(((-0.84853214 - (X1 * (log(abs((3.6688106 - X2)) * 0.002262012))) - (pdiv(exp((-1.3910595 - pdiv(-37.489628, (((X2 + -7.3805413) - log(abs((3.2930458 - X2))) - -7.731854)))), X1) * -0.013542391)))) - (pdiv((X2 + -8.100731), log(abs(X1)) * 0.37025335))))
80,2020464,0.00028535211750550186,0.0006753238080417316,39.438,(abs(pdiv(X2, X1)) ^ exp(((-1.1648189 - exp(((-0.8477751 - (X1 * (log(abs((3.66879 - X2)) * 0.002260981))) - (pdiv(exp((-1.3910594 - pdiv(-37.489777, (((X2 + -7.380104) - log(abs((3.292373 - X2))) - -7.732291)))), X1) * -0.013555074)))) - (pdiv((X2 + -8.10272), log(abs(X1)) * 0.37089247))))
81,2046138,0.0002853515585678264,0.0006740204654288749,39.294,(abs(pdiv(X2, X1)) ^ exp(((-1.1644862 - exp(((-0.84748626 - (X1 * (log(abs((3.6687765 - X2)) * 0.0022600517))) - (pdiv(exp((-1.3910592 - pdiv(-37.489853, (((X2 + -7.3797636) - log(abs((3.2929423 - X2))) - -7.7326317)))), X1) * -0.013571119)))) - (pdiv((X2 + -8.103646), log(abs(X1)) * 0.37040722))))
82,2076997,0.00028535100180516164,0.0006752534079407435,39.064,(abs(pdiv(X2, X1)) ^ exp(((-1.1648351 - exp(((-0.84740394 - (X1 * (log(abs((3.6687925 - X2)) * 0.0022602146))) - (pdiv(exp((-1.3910588 - pdiv(-37.49003, (((X2 + -7.37921) - log(abs((3.2923589 - X2))) - -7.7331853)))), X1) * -0.013596027)))) - (pdiv((X2 + -8.105815), log(abs(X1)) * 0.3708028))))
83,2100843,0.0002853503904095702,0.0006740861609291941,39.228,(abs(pdiv(X2, X1)) ^ exp(((-1.164591 - exp(((-0.84719074 - (X1 * (log(abs((3.668779 - X2)) * 0.0022595348))) - (pdiv(exp((-1.3910584 - pdiv(-37.490147, (((X2 + -7.3787436) - log(abs((3.2930617 - X2))) - -7.7336516)))), X1) * -0.013623655)))) - (pdiv((X2 + -8.107133), log(abs(X1)) * 0.37039524))))
84,2130115,0.0002853498662471627,0.00067429027044695,39.548,(abs(pdiv(X2, X1)) ^ exp(((-1.1648884 - exp(((-0.84723735 - (X1 * (log(abs((3.6687753 - X2)) * 0.0022597571))) - (pdiv(exp((-1.3910582 - pdiv(-37.49031, (((X2 + -7.378275) - log(abs((3.2924547 - X2))) - -7.7341204)))), X1) * -0.013639949)))) - (pdiv((X2 + -8.108956), log(abs(X1)) * 0.3706432))))
85,2162489,0.0002853494023109535,0.0006736903049808956,40.02,(abs(pdiv(X2, X1)) ^ exp(((-1.1646677 - exp(((-0.84705395 - (X1 * (log(abs((3.6687727 - X2)) * 0.0022591522))) - (pdiv(exp((-1.3910578 - pdiv(-37.490425, (((X2 + -7.3778667) - log(abs((3.2930794 - X2))) - -7.7345285)))), X1) * -0.013665078)))) - (pdiv((X2 + -8.110101), log(abs(X1)) * 0.37026903))))
86,2196194,0.0002853449263649231,0.0006705733270779711,39.768,(abs(pdiv(X2, X1)) ^ exp(((-1.1653677 - exp(((-0.84601724 - (X1 * (log(abs((3.6687198 - X2)) * 0.002256251))) - (pdiv(exp((-1.3910549 - pdiv(-37.492897, (((X2 + -7.370786) - log(abs((3.2931252 - X2))) - -7.741609)))), X1) * -0.01400001)))) - (pdiv((X2 + -8.134089), log(abs(X1)) * 0.36934882))))
87,2224558,0.00028534476494655964,0.0006700908151715437,40.104,(abs(pdiv(X2, X1)) ^ exp(((-1.1653262 - exp(((-0.845999 - (X1 * (log(abs((3.668714 - X2)) * 0.0022560928))) - (pdiv(exp((-1.3910547 - pdiv(-37.493114, (((X2 + -7.370662) - log(abs((3.2932117 - X2))) - -7.741733)))), X1) * -0.014008932)))) - (pdiv((X2 + -8.134486), log(abs(X1)) * 0.36924115))))
88,2254135,0.00028534469705081294,0.0006706166469237435,39.862,(abs(pdiv(X2, X1)) ^ exp(((-1.1654845 - exp(((-0.84598994 - (X1 * (log(abs((3.6687207 - X2)) * 0.002256227))) - (pdiv(exp((-1.3910545 - pdiv(-37.49388, (((X2 + -7.3702884) - log(abs((3.2931142 - X2))) - -7.742107)))), X1) * -0.014026262)))) - (pdiv((X2 + -8.13585), log(abs(X1)) * 0.36935467))))
89,2283981,0.0002853443949665019,0.0006694746527406253,39.962,(abs(pdiv(X2, X1)) ^ exp(((-1.1655636 - exp(((-0.845528 - (X1 * (log(abs((3.668705 - X2)) * 0.0022550258))) - (pdiv(exp((-1.3910531 - pdiv(-37.4992, (((X2 + -7.3679705) - log(abs((3.2933967 - X2))) - -7.744425)))), X1) * -0.014126288)))) - (pdiv((X2 + -8.143061), log(abs(X1)) * 0.36896527))))
90,2315356,0.0002853443555699815,0.000670097387918281,39.724,(abs(pdiv(X2, X1)) ^ exp(((-1.1656988 - exp(((-0.84620106 - (X1 * (log(abs((3.6687138 - X2)) * 0.0022561613))) - (pdiv(exp((-1.3910532 - pdiv(-37.500717, (((X2 + -7.3682156) - log(abs((3.293509 - X2))) - -7.7441797)))), X1) * -0.0141160935)))) - (pdiv((X2 + -8.142164), log(abs(X1)) * 0.36883634))))
91,2350520,0.0002853442049450035,0.0006706561607056127,39.538,(abs(pdiv(X2, X1)) ^ exp(((-1.1654557 - exp(((-0.84563416 - (X1 * (log(abs((3.6687279 - X2)) * 0.0022554472))) - (pdiv(exp((-1.3910533 - pdiv(-37.50768, (((X2 + -7.3684044) - log(abs((3.2934303 - X2))) - -7.743991)))), X1) * -0.014077391)))) - (pdiv((X2 + -8.139573), log(abs(X1)) * 0.36908215))))
92,2379128,0.00028534411743596247,0.0006699942372843765,40.038,(abs(pdiv(X2, X1)) ^ exp(((-1.1654838 - exp(((-0.84568244 - (X1 * (log(abs((3.6687133 - X2)) * 0.00225546))) - (pdiv(exp((-1.3910533 - pdiv(-37.50772, (((X2 + -7.3684273) - log(abs((3.2932875 - X2))) - -7.743968)))), X1) * -0.014075773)))) - (pdiv((X2 + -8.139606), log(abs(X1)) * 0.36913195))))
93,2410457,0.00028534407821945206,0.0006700847158692609,40.32,(abs(pdiv(X2, X1)) ^ exp(((-1.1655939 - exp(((-0.8461364 - (X1 * (log(abs((3.668714 - X2)) * 0.0022560977))) - (pdiv(exp((-1.3910536 - pdiv(-37.509377, (((X2 + -7.3688564) - log(abs((3.2934675 - X2))) - -7.743539)))), X1) * -0.014056426)))) - (pdiv((X2 + -8.1404085), log(abs(X1)) * 0.36890158))))
94,2437756,0.0002853440535663725,0.0006696941632257881,39.766,(abs(pdiv(X2, X1)) ^ exp(((-1.165457 - exp(((-0.8456021 - (X1 * (log(abs((3.668709 - X2)) * 0.0022552372))) - (pdiv(exp((-1.3910536 - pdiv(-37.50971, (((X2 + -7.3686633) - log(abs((3.2933605 - X2))) - -7.743732)))), X1) * -0.014059095)))) - (pdiv((X2 + -8.140354), log(abs(X1)) * 0.36904672))))
95,2461663,0.00028534403435044164,0.0006701222688875546,40.698,(abs(pdiv(X2, X1)) ^ exp(((-1.1655761 - exp(((-0.84602547 - (X1 * (log(abs((3.668715 - X2)) * 0.0022559422))) - (pdiv(exp((-1.3910533 - pdiv(-37.51037, (((X2 + -7.368394) - log(abs((3.2934031 - X2))) - -7.7440014)))), X1) * -0.014073742)))) - (pdiv((X2 + -8.140331), log(abs(X1)) * 0.3689633))))
96,2490513,0.00028534401709869473,0.0006697376782972192,40.358,(abs(pdiv(X2, X1)) ^ exp(((-1.1654594 - exp(((-0.8455794 - (X1 * (log(abs((3.6687098 - X2)) * 0.0022552146))) - (pdiv(exp((-1.3910534 - pdiv(-37.510803, (((X2 + -7.368406) - log(abs((3.2933314 - X2))) - -7.7439895)))), X1) * -0.014067533)))) - (pdiv((X2 + -8.140393), log(abs(X1)) * 0.3690656))))
97,2517840,0.0002853439996354303,0.000670124020439782,40.45,(abs(pdiv(X2, X1)) ^ exp(((-1.1655828 - exp(((-0.8460327 - (X1 * (log(abs((3.668715 - X2)) * 0.0022559497))) - (pdiv(exp((-1.3910533 - pdiv(-37.511505, (((X2 + -7.3683286) - log(abs((3.2934053 - X2))) - -7.7440667)))), X1) * -0.014073642)))) - (pdiv((X2 + -8.140454), log(abs(X1)) * 0.3689553))))
98,2550259,0.00028534398187721134,0.0006697133522617486,40.774,(abs(pdiv(X2, X1)) ^ exp(((-1.1654675 - exp(((-0.8455753 - (X1 * (log(abs((3.6687093 - X2)) * 0.0022552144))) - (pdiv(exp((-1.3910534 - pdiv(-37.51194, (((X2 + -7.368339) - log(abs((3.2933638 - X2))) - -7.744056)))), X1) * -0.01406829)))) - (pdiv((X2 + -8.140499), log(abs(X1)) * 0.36906958))))
99,2580575,0.00028534397666978814,0.0006698449925008816,40.28,(abs(pdiv(X2, X1)) ^ exp(((-1.1655283 - exp(((-0.8456904 - (X1 * (log(abs((3.6687102 - X2)) * 0.0022554526))) - (pdiv(exp((-1.3910534 - pdiv(-37.512093, (((X2 + -7.368327) - log(abs((3.2933462 - X2))) - -7.744068)))), X1) * -0.014069805)))) - (pdiv((X2 + -8.140512), log(abs(X1)) * 0.36909163))))
100,2611050,0.000285343972578271,0.0006697448560961806,40.25,(abs(pdiv(X2, X1)) ^ exp(((-1.1654974 - exp(((-0.84569895 - (X1 * (log(abs((3.6687093 - X2)) * 0.002255416))) - (pdiv(exp((-1.3910534 - pdiv(-37.51218, (((X2 + -7.3683167) - log(abs((3.2933803 - X2))) - -7.7440786)))), X1) * -0.01406966)))) - (pdiv((X2 + -8.140513), log(abs(X1)) * 0.3690323))))
