-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=5
----------------------------------
gen,fevals,mse_train,mse_test,avg_len,best_expr
69,1428018,0.00013421402577251873,0.00013699088544827061,41.584,(-3.0465856 + (X2 + (-12.412863 + (log(abs(X2) * ((log(abs(log(abs(X2)) * ((log(abs(X1) * (log(abs(X2) * 1.8256991)) + -13.898546)) + (14.058459 + (log(abs(X1) * ((0.42082518 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((X2 * -0.054961983) + 0.17863227)) + -0.0839868))) + (X2 * -0.40438664)))))))))
70,1446676,0.0001342140257725196,0.00013698997592361564,41.712,(-3.0465853 + (X2 + (-12.412863 + (log(abs(X2) * ((log(abs(log(abs(X2)) * ((log(abs(X1) * (log(abs(X2) * 1.8256991)) + -13.898546)) + (14.058459 + (log(abs(X1) * ((0.42082518 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((X2 * -0.054961983) + 0.17863227)) + -0.0839868))) + (X2 * -0.40438664)))))))))
71,1465416,0.0001342140257725196,0.00013699088544827064,41.564,(-9.421622 + (X2 + (-6.037826 + (log(abs(X2) * ((log(abs(log(abs(X2)) * ((log(abs(X1) * (log(abs(X2) * 1.8256991)) + -13.898546)) + (14.058459 + (log(abs(X1) * ((0.42082518 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((X2 * -0.054961983) + 0.17863227)) + -0.0839868))) + (X2 * -0.40438664)))))))))
72,1483537,0.00013372295706115173,0.0001492467734320053,41.378,(7.050321 + (-9.291748 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.4775012) + -6.921648)) + (6.0579095 + (log(abs(X1) * ((-1.7549999 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.3606988) + 0.2943704)) + -0.18441625))) + (X2 * (-0.22188897 * log(abs(X2))))))))))
73,1502030,0.00013372295706130533,0.00014924537505117515,40.948,(7.050321 + (-9.291748 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.4775012) + -6.921648)) + (6.0579095 + (log(abs(X1) * ((-1.7549999 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.3606988) + 0.2943704)) + -0.18441625))) + (X2 * (-0.22188899 * log(abs(X2))))))))))
74,1519927,0.00013372295706132805,0.0001492462004461517,42.066,(7.050321 + (-9.291748 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.4775012) + -6.921648)) + (6.0579095 + (log(abs(X1) * ((-1.7549999 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.3606988) + 0.2943704)) + -0.18441626))) + (X2 * (-0.22188899 * log(abs(X2))))))))))
75,1537911,0.00013024806899451173,0.00016469455865659397,41.742,(-15.558018 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.6920636) + -19.837345)) + (15.642356 + (log(abs(X1) * ((-1.9592066 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.39331514) + 0.32701758)) + -0.19902031))) + (X2 * (-0.23927562 * log(abs(X2))))))))))
76,1556067,0.0001302480689945051,0.0001646945586565963,42.442,(X2 + (-15.558018 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.6920636) + -19.837345)) + (15.642356 + (log(abs(X1) * ((-1.9592066 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.39331514) + 0.32701758)) + -0.19902031))) + (X2 * (-0.23927562 * log(abs(X2))))))))))
77,1573736,0.00013024806899450818,0.00016469455865659397,41.862,(-15.558018 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.6920636) + -19.837345)) + (15.642356 + (log(abs(X1) * ((-1.9592066 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.39331514) + 0.32701758)) + -0.19902031))) + (X2 * (-0.23927562 * log(abs(X2))))))))))
78,1591786,0.0001300058748463308,0.00016029883896519976,42.328,(-14.707605 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.6924385) + -17.95163)) + (14.053663 + (log(abs(X1) * ((-1.8230572 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.018054849) + 0.258356)) + -0.16930471))) + (X2 * (-0.13669777 * log(abs(X2))))))))))
79,1609461,0.00013000587484816918,0.00016029739100268154,42.542,(-14.707605 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.6924385) + -17.95163)) + (14.053663 + (log(abs(X1) * ((-1.8230572 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.018054856) + 0.258356)) + -0.1693047))) + (X2 * (-0.13669778 * log(abs(X2))))))))))
80,1626963,0.0001300058748482265,0.00016029739100268154,42.49,(-14.707605 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.6924385) + -17.95163)) + (14.053663 + (log(abs(X1) * ((-1.8230572 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.018054856) + 0.258356)) + -0.1693047))) + (X2 * (-0.13669778 * log(abs(X2))))))))))
81,1644425,0.0001300058748482265,0.00016029739100268154,42.76,(-14.707605 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.6924385) + -17.95163)) + (14.053663 + (log(abs(X1) * ((-1.8230572 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.018054856) + 0.258356)) + -0.1693047))) + (X2 * (-0.13669778 * log(abs(X2))))))))))
82,1662223,0.0001300058748482265,0.00016029739100268154,42.428,(-14.707605 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.6924385) + -17.95163)) + (14.053663 + (log(abs(X1) * ((-1.8230572 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.018054856) + 0.258356)) + -0.1693047))) + (X2 * (-0.13669778 * log(abs(X2))))))))))
83,1679519,0.0001300058748482265,0.00016029739100268154,41.71,(-14.707605 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.6924385) + -17.95163)) + (14.053663 + (log(abs(X1) * ((-1.8230572 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.018054856) + 0.258356)) + -0.1693047))) + (X2 * (-0.13669778 * log(abs(X2))))))))))
84,1697151,0.0001300058748482265,0.00016029739100268154,42.39,(-14.707605 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.6924385) + -17.95163)) + (14.053663 + (log(abs(X1) * ((-1.8230572 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.018054856) + 0.258356)) + -0.1693047))) + (X2 * (-0.13669778 * log(abs(X2))))))))))
85,1714902,0.00012986755403588345,0.0001695846531486252,42.212,(-15.968794 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 4.5700045) + -20.774483)) + (16.585644 + (log(abs(X1) * ((-1.8721216 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.46560344) + 0.3993281)) + -0.23110016))) + (X2 * -1.0058964))))))))
86,1732291,0.00012986755403650196,0.00016957906500964038,41.648,(-15.968794 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 4.5700045) + -20.774483)) + (16.585644 + (log(abs(X1) * ((-1.8721218 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.46560356) + 0.3993282)) + -0.23110022))) + (X2 * -1.0058964))))))))
87,1749420,0.00012986755403587779,0.00016957067828637755,41.218,(-15.968794 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 4.5700045) + -20.774483)) + (16.585644 + (log(abs(X1) * ((-1.8721217 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.46560347) + 0.3993281)) + -0.23110016))) + (X2 * -1.0058966))))))))
88,1766578,0.00012986755403587613,0.0001695846531486252,41.814,(-15.968794 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 4.5700045) + -20.774483)) + (16.585644 + (log(abs(X1) * ((-1.8721216 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.46560344) + 0.3993281)) + -0.23110016))) + (X2 * -1.0058964))))))))
89,1784280,0.00012986755403587779,0.0001695846531486252,42.114,(-15.968794 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 4.5700045) + -20.774483)) + (16.585644 + (log(abs(X1) * ((-1.8721216 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * -0.46560344) + 0.3993281)) + -0.23110016))) + (X2 * -1.0058964))))))))
90,1801699,0.00012950169427572843,0.00019915420171636805,41.988,(-14.416057 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.3554757) + -18.31928)) + (15.016076 + (log(abs(X1) * ((-3.9451876 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.1476663) + 0.8948849)) + -0.912388))) + (X2 * (-0.15134263 * log(abs(X1))))))))))
91,1818859,0.00012950169427573414,0.0001991482589476448,42.114,(-14.416057 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.3554757) + -18.31928)) + (15.016076 + (log(abs(X1) * ((-3.9451876 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.14766629) + 0.8948848)) + -0.91238797))) + (X2 * (-0.15134263 * log(abs(X1))))))))))
92,1836340,0.00012950169427591307,0.00019915184936912566,42.32,(-14.416057 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.3554757) + -18.31928)) + (15.016076 + (log(abs(X1) * ((-3.9451876 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.1476663) + 0.8948848)) + -0.91238797))) + (X2 * (-0.15134263 * log(abs(X1))))))))))
93,1853446,0.00012950169427592957,0.00019915184936912566,42.002,(-14.416057 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.3554757) + -18.31928)) + (15.016076 + (log(abs(X1) * ((-3.9451876 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.1476663) + 0.8948848)) + -0.91238797))) + (X2 * (-0.15134263 * log(abs(X1))))))))))
94,1870957,0.00012950169427592957,0.00019915184936912566,42.16,(-14.416057 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 2.3554757) + -18.31928)) + (15.016076 + (log(abs(X1) * ((-3.9451876 - (log(abs(X1) * ((log(abs(log(abs(log(abs(X1))) * ((X2 * -0.1476663) + 0.8948848)) + -0.91238797))) + (X2 * (-0.15134263 * log(abs(X1))))))))))
95,1888852,0.00012904841016769485,0.0001658049047776681,42.596,(-14.598677 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.9648463) + -18.109926)) + (14.426728 + (log(abs(X1) * ((-2.0660708 - (log(abs(X1) * ((log(abs(log(abs(exp(X1))) * ((X2 * -0.0016131233) + 0.011597882)) + -0.019145884))) + (X2 * (-0.35751566 * log(abs(log(abs(X2)))))))))))
96,1906419,0.00012904841016772115,0.00016580552377626803,41.992,(-14.598677 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.9648461) + -18.109926)) + (14.426728 + (log(abs(X1) * ((-2.0660708 - (log(abs(X1) * ((log(abs(log(abs(exp(X1))) * ((X2 * -0.0016131235) + 0.011597889)) + -0.019145954))) + (X2 * (-0.35751566 * log(abs(log(abs(X2)))))))))))
97,1924560,0.0001288991232129231,0.00016627718324174818,41.578,(-14.599555 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.7260522) + -18.111685)) + (14.428708 + (log(abs(X1) * ((-1.4703412 - (log(abs(X1) * ((log(abs(log(abs(exp(X1))) * ((X2 * -0.0016130443) + 0.011600551)) + -0.019193798))) + (X2 * (-0.1320104 * log(abs(X2))))))))))
98,1942433,0.00012889912321293261,0.0001662749486918706,41.934,(-14.599555 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.726052) + -18.111685)) + (14.428708 + (log(abs(X1) * ((-1.4703414 - (log(abs(X1) * ((log(abs(log(abs(exp(X1))) * ((X2 * -0.0016130442) + 0.011600555)) + -0.019193854))) + (X2 * (-0.13201039 * log(abs(X2))))))))))
99,1960011,0.00012889912321294164,0.00016627669983086834,41.534,(-14.599555 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.7260522) + -18.111685)) + (14.428708 + (log(abs(X1) * ((-1.4703416 - (log(abs(X1) * ((log(abs(log(abs(exp(X1))) * ((X2 * -0.001613044) + 0.011600554)) + -0.019193862))) + (X2 * (-0.13201039 * log(abs(X2))))))))))
100,1976953,0.00012889912321292356,0.00016627718324174818,40.778,(-14.599555 + (X2 + (log(abs(log(abs(log(abs(X2))) * ((log(abs(X2) * ((log(abs(X1) * 1.7260522) + -18.111685)) + (14.428708 + (log(abs(X1) * ((-1.4703412 - (log(abs(X1) * ((log(abs(log(abs(exp(X1))) * ((X2 * -0.0016130443) + 0.011600551)) + -0.019193798))) + (X2 * (-0.1320104 * log(abs(X2))))))))))
