gen,fevals_median,fevals_p5,fevals_p10,fevals_p90,fevals_p95,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
810,3206992,2721215,2840320,3534950,3583163,2.9142571e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.2267845e-5,4.2274325e-5,4.511867e-5,0.0011551051,0.0036555356,-874.6248779296875,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,116.44872,79.018776,85.2571,160.65898,174.99646,46.150208,29.335257,34.76353,63.48177,72.88575,50,36,39,68,75,62.568386,61.85171,62.088657,63.322155,63.601788
811,3210899,2725115,2843712,3538976,3587721,2.9142571e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.2267845e-5,4.2274325e-5,4.511867e-5,0.0011551051,0.0036555356,-874.6248779296875,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,116.44872,72.78046,85.2571,160.65898,174.99646,46.150208,29.335257,34.76353,63.48177,72.88575,50,36,38,68,75,62.568386,61.849693,62.088657,63.29709,63.601788
812,3214980,2728756,2847100,3543509,3592186,2.9142571e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.2267845e-5,4.2545053e-5,4.511867e-5,0.0011551051,0.0036555356,-874.6248779296875,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,114.25568,72.78046,85.2571,160.65898,174.99646,46.832314,29.335257,34.76353,63.48177,72.88575,50,36,38,68,75,62.58917,61.849693,62.088657,63.310646,63.601788
813,3219264,2732496,2850759,3548099,3596190,2.8505307e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2545053e-5,4.511867e-5,0.0011551051,0.0036555356,-877.16748046875,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,114.25568,79.018776,86.32423,154.27321,174.99646,46.832314,29.335257,34.85924,63.545883,72.88575,50,36,39,68,74,62.589233,61.849693,62.09136,63.310646,63.601788
814,3223109,2736273,2854280,3552661,3600548,2.8103235e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2545053e-5,4.511867e-5,0.0011551051,0.0036555356,-878.8011474609375,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,114.25568,79.018776,86.32423,154.27321,174.99646,46.150208,29.335257,34.85924,63.545883,72.88575,50,36,39,68,74,62.58917,61.849693,62.09136,63.32145,63.601788
815,3227355,2740176,2858183,3557313,3604939,2.8103235e-5,2.0263087e-5,2.1406526e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2545053e-5,4.5057343e-5,0.0011551051,0.0036555356,-878.8011474609375,-916.4156494140625,-910.1027221679688,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,114.25568,79.018776,86.32423,154.27321,174.99646,46.150208,29.335257,34.85924,64.34108,72.88575,50,36,39,68,74,62.58917,61.849693,62.09136,63.32145,63.601788
816,3231709,2744116,2862039,3561746,3609227,2.8103235e-5,2.0263087e-5,2.1406526e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2545053e-5,4.5057343e-5,0.0011551051,0.0036555356,-878.8011474609375,-916.4156494140625,-910.1027221679688,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,114.25568,79.018776,86.32423,154.27321,174.99646,46.150208,29.335257,34.85924,64.34108,72.88575,50,36,39,68,74,62.58917,61.84096,62.09461,63.32145,63.601788
817,3235733,2747560,2865740,3566041,3613742,2.8505307e-5,2.0263087e-5,2.1406526e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2675547e-5,4.511867e-5,0.0011551051,0.00368298,-877.16748046875,-916.4156494140625,-910.1027221679688,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,112.82667,79.018776,86.32423,154.27321,174.99646,45.870625,29.335257,34.85924,64.34108,72.88575,50,36,39,68,74,62.59462,61.84096,62.09461,63.332787,63.599007
818,3240042,2750868,2869257,3570287,3617872,2.8505307e-5,2.0263087e-5,2.1406526e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2675547e-5,4.511867e-5,0.0011551051,0.00368298,-877.16748046875,-916.4156494140625,-910.1027221679688,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,112.82667,79.018776,86.32423,154.27321,174.99646,45.870625,29.335257,34.85924,64.34108,72.88575,50,36,39,68,74,62.59462,61.85053,62.09461,63.332787,63.597717
819,3244169,2754711,2873218,3574737,3622236,2.8620829e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.059344e-5,4.2675547e-5,4.511867e-5,0.0011551051,0.00368298,-876.7023315429688,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,114.25568,79.018776,86.32423,154.27321,167.85268,46.540745,29.335257,34.85924,64.34108,72.88575,50,36,39,68,73,62.60011,61.853397,62.091984,63.35178,63.60484
820,3248337,2758803,2876628,3579050,3626730,2.8620829e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2675547e-5,4.511867e-5,0.0011551051,0.00368298,-876.7023315429688,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,114.25568,76.90286,85.2571,154.27321,167.85268,46.540745,29.335257,35.30506,64.34108,72.88575,50,36,38,68,73,62.60011,61.85753,62.09461,63.35178,63.60484
821,3252428,2763150,2879878,3583622,3631106,2.8620829e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2675547e-5,4.511867e-5,0.0011551051,0.00368298,-876.7023315429688,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,114.25568,76.90286,83.49454,154.27321,167.85268,46.540745,29.335257,35.30506,64.34108,72.88575,50,36,38,68,73,62.613304,61.853397,62.10665,63.35178,63.60484
822,3256446,2766827,2883527,3587992,3635652,2.8620829e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2675547e-5,4.511867e-5,0.0011551051,0.00368298,-876.7023315429688,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-751.0015869140625,-631.6080932617188,-602.2980346679688,114.25568,76.90286,83.49454,154.27321,167.85268,46.540745,29.335257,35.30506,64.34108,72.88575,50,36,38,68,73,62.613304,61.853397,62.10665,63.36802,63.60484
823,3260385,2770364,2887270,3592346,3640133,2.8620829e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2675547e-5,4.511867e-5,0.0011551051,0.00368298,-876.7023315429688,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-753.3861694335938,-631.6080932617188,-602.2980346679688,114.25568,76.90286,83.49454,154.27321,167.85268,46.82387,29.335257,35.30506,64.34108,72.88575,50,36,38,68,73,62.613304,61.853397,62.122528,63.36802,63.60484
824,3264637,2774419,2890528,3596718,3644669,2.8620829e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2675547e-5,4.511867e-5,0.0011551051,0.00368298,-876.7023315429688,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-753.3861694335938,-631.6080932617188,-602.2980346679688,114.25568,76.90286,83.49454,153.4653,165.78613,46.540745,29.335257,34.76353,64.34108,72.88575,50,36,38,67,73,62.62162,61.853397,62.122528,63.36802,63.61546
825,3268856,2778311,2894108,3601139,3648982,2.8620829e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2675547e-5,4.511867e-5,0.0011551051,0.00368298,-876.7023315429688,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-753.3861694335938,-631.6080932617188,-602.2980346679688,114.25568,76.90286,83.49454,153.4653,165.78613,46.540745,29.335257,34.76353,64.34108,72.88575,50,36,38,67,73,62.62162,61.853397,62.122528,63.36802,63.61546
826,3272787,2782130,2897756,3605668,3653184,2.8620829e-5,2.0263087e-5,2.1258875e-5,5.8422364e-5,7.92233e-5,7.0982154e-5,4.2675547e-5,4.511867e-5,0.0011551051,0.00368298,-876.7023315429688,-916.4156494140625,-910.8988037109375,-794.6425170898438,-759.61669921875,-699.4853515625,-763.848876953125,-753.3861694335938,-631.6080932617188,-602.2980346679688,114.25568,76.90286,83.49454,153.4653,165.78613,46.540745,29.335257,33.646305,63.545883,72.88575,50,36,38,67,73,62.62162,61.849487,62.122528,63.36802,63.61546
827,3276882,2785903,2901330,3610498,3657358,2.8620829e-5,2.0263087e-5,2.1258855e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2675547e-5,4.5141936e-5,0.000748759,0.0028619745,-876.7023315429688,-916.4156494140625,-910.89892578125,-794.6425170898438,-759.61669921875,-700.5902709960938,-763.848876953125,-753.3861694335938,-631.6080932617188,-602.2980346679688,114.25568,76.90286,83.49454,153.4653,165.78613,46.540745,29.335257,33.646305,63.545883,72.88575,50,36,38,67,73,62.62162,61.849487,62.122528,63.36802,63.61546
828,3280946,2789666,2904922,3614576,3661767,2.9085199e-5,2.0263087e-5,2.1258855e-5,5.8422364e-5,7.92233e-5,7.0616916e-5,4.2675547e-5,4.5141936e-5,0.000748759,0.0028619745,-874.8514404296875,-916.4156494140625,-910.89892578125,-794.6425170898438,-759.61669921875,-700.5902709960938,-763.848876953125,-753.3861694335938,-631.6080932617188,-602.2980346679688,114.25568,76.90286,83.49454,153.4653,165.78613,46.540745,29.335257,33.646305,63.545883,70.40734,50,36,38,67,73,62.62162,61.863636,62.1296,63.36802,63.61925
829,3285107,2793512,2908441,3618824,3666093,2.9085199e-5,2.0263087e-5,2.1258855e-5,5.8422364e-5,7.836383e-5,7.0616916e-5,4.2675547e-5,4.5141936e-5,0.000748759,0.0028619745,-874.8514404296875,-916.4156494140625,-910.89892578125,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-631.6080932617188,-602.2980346679688,112.82667,72.78046,83.17766,153.4653,165.78613,46.540745,28.818104,33.4088,63.545883,70.40734,50,35,38,67,73,62.6173,61.849438,62.1296,63.36802,63.61925
830,3289462,2797242,2911936,3623148,3670367,2.9085199e-5,2.0263087e-5,2.1258855e-5,5.8422364e-5,7.836383e-5,7.0616916e-5,4.2675547e-5,4.5141936e-5,0.0009178953,0.0028619745,-874.8514404296875,-916.4156494140625,-910.89892578125,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-631.6080932617188,-602.2980346679688,112.82667,72.78046,83.17766,153.4653,165.78613,46.540745,28.818104,33.4088,63.545883,70.40734,50,35,38,67,72,62.6173,61.86126,62.1296,63.36802,63.61925
831,3293736,2801178,2915560,3627606,3674854,2.9085199e-5,2.0263087e-5,2.1258855e-5,5.8422364e-5,7.836383e-5,6.975035e-5,4.2675547e-5,4.5141936e-5,0.000748759,0.0025187235,-874.8514404296875,-916.4156494140625,-910.89892578125,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-638.8200073242188,-602.2980346679688,112.82667,72.78046,83.17766,151.97061,160.65898,46.540745,28.818104,33.4088,64.34108,71.33274,50,35,38,67,72,62.624744,61.86126,62.11855,63.36802,63.61925
832,3297515,2804775,2919036,3631899,3679172,2.9085199e-5,2.0263087e-5,2.1258855e-5,5.8422364e-5,7.836383e-5,6.975035e-5,4.2675547e-5,4.5141936e-5,0.000748759,0.0025187235,-874.8514404296875,-916.4156494140625,-910.89892578125,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-638.8200073242188,-602.2980346679688,112.82667,72.78046,83.17766,151.97061,160.65898,46.540745,28.818104,33.4088,64.34108,71.33274,50,35,38,67,72,62.624744,61.86257,62.09874,63.36802,63.62853
833,3301620,2808976,2922206,3636247,3683563,2.9085199e-5,2.0263087e-5,2.1258855e-5,5.8422364e-5,7.836383e-5,6.975035e-5,4.2675547e-5,4.5141936e-5,0.000748759,0.0025187235,-874.8514404296875,-916.4156494140625,-910.89892578125,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-638.8200073242188,-602.2980346679688,112.82667,72.78046,83.17766,151.97061,160.65898,46.540745,28.818104,33.4088,64.34108,71.33274,50,35,38,67,72,62.63249,61.86257,62.09874,63.36802,63.62853
834,3305757,2813051,2925926,3640588,3687924,2.8620829e-5,2.0263087e-5,2.0969785e-5,5.8422364e-5,7.836383e-5,6.975035e-5,4.2545053e-5,4.5141936e-5,0.000748759,0.0025187235,-876.7023315429688,-916.4156494140625,-912.473388671875,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-638.8200073242188,-602.2980346679688,112.82667,72.78046,83.17766,153.4653,165.78613,47.268963,28.818104,33.646305,64.34108,71.33274,50,35,38,67,72,62.63249,61.863636,62.09874,63.36802,63.62853
835,3309686,2817053,2929873,3645010,3692347,2.8620829e-5,2.0263087e-5,2.0969785e-5,5.8422364e-5,7.836383e-5,6.837774e-5,4.2545053e-5,4.5141936e-5,0.000748759,0.0025187235,-876.7023315429688,-916.4156494140625,-912.473388671875,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-638.8200073242188,-602.2980346679688,112.28984,72.78046,83.17766,153.4653,165.78613,47.268963,28.818104,34.712208,64.34108,71.33274,50,35,38,67,72,62.651478,61.879868,62.09874,63.36802,63.625248
836,3313670,2820872,2933608,3649367,3696970,2.8620829e-5,2.0263087e-5,2.0969785e-5,5.8422364e-5,7.836383e-5,6.837774e-5,4.2675547e-5,4.5141936e-5,0.000748759,0.0025187235,-876.7023315429688,-916.4156494140625,-912.473388671875,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-638.8200073242188,-602.2980346679688,112.28984,72.78046,83.17766,153.4653,165.78613,47.268963,28.818104,34.712208,64.34108,71.33274,50,35,38,67,72,62.642048,61.879868,62.0943,63.36802,63.625248
837,3317646,2824701,2937220,3653705,3701702,2.8620829e-5,2.0263087e-5,2.0969785e-5,5.8422364e-5,7.836383e-5,6.837774e-5,4.2675547e-5,4.5330908e-5,0.000748759,0.0025187235,-876.7023315429688,-916.4156494140625,-912.473388671875,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-638.8200073242188,-602.2980346679688,112.28984,72.78046,83.17766,153.4653,165.78613,47.268963,28.818104,34.712208,64.34108,71.33274,50,35,38,67,72,62.642048,61.879868,62.10272,63.36802,63.625248
838,3321875,2828462,2940700,3658263,3706245,2.8620829e-5,2.0263087e-5,2.0969785e-5,5.8422364e-5,7.836383e-5,6.559832e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0028550252,-876.7023315429688,-916.4156494140625,-912.473388671875,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.2980346679688,112.28984,72.78046,79.10008,153.4653,165.78613,47.268963,28.818104,34.712208,64.34108,71.33274,50,35,38,67,72,62.642048,61.879868,62.10272,63.36802,63.627907
839,3326126,2832335,2944460,3662687,3710671,2.8620829e-5,2.0263087e-5,2.0969785e-5,5.8422364e-5,7.836383e-5,6.559832e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0028550252,-876.7023315429688,-916.4156494140625,-912.473388671875,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.25568,72.78046,83.17766,154.27321,165.78613,47.268963,28.818104,34.712208,63.92579,71.33274,51,36,38,67,72,62.642048,61.879868,62.10272,63.364674,63.62364
840,3330463,2836218,2948417,3667353,3714827,2.8620829e-5,2.0263087e-5,2.0969785e-5,5.8422364e-5,7.836383e-5,6.559832e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0028550252,-876.7023315429688,-916.4156494140625,-912.473388671875,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,112.82667,72.78046,83.17766,154.27321,165.78613,47.268963,28.818104,34.712208,63.92579,71.33274,50,36,38,67,72,62.640125,61.879868,62.12276,63.371918,63.62364
841,3334943,2839784,2951969,3671597,3718930,2.8167568e-5,2.0263087e-5,2.0969785e-5,5.8422364e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0028550252,-878.5382080078125,-916.4156494140625,-912.473388671875,-794.6425170898438,-760.8711547851562,-701.61474609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,112.82667,72.78046,83.17766,154.27321,165.78613,47.268963,28.818104,34.712208,63.92579,71.33274,51,36,38,67,72,62.648525,61.881073,62.12276,63.385963,63.635197
842,3339033,2843554,2955543,3675813,3723325,2.8167568e-5,2.0307241e-5,2.0998077e-5,5.8422364e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0028550252,-878.5382080078125,-916.1654052734375,-912.318359375,-794.6425170898438,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,112.82667,72.78046,83.17766,154.27321,165.78613,46.540745,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.654633,61.881073,62.12834,63.385963,63.637844
843,3342957,2847176,2959272,3680234,3727973,2.8167568e-5,2.0307241e-5,2.0998077e-5,5.8422364e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0028550252,-878.5382080078125,-916.1654052734375,-912.318359375,-794.6425170898438,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,112.82667,72.78046,83.17766,154.27321,165.78613,46.540745,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.662003,61.882713,62.134098,63.37962,63.65185
844,3347101,2851174,2962913,3684835,3732414,2.8167568e-5,2.0307241e-5,2.0998077e-5,5.727985e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0028550252,-878.5382080078125,-916.1654052734375,-912.318359375,-796.9137573242188,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.25568,72.78046,83.17766,156.57579,165.78613,47.268963,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.662003,61.882713,62.137203,63.37962,63.65185
845,3351361,2854845,2966801,3689212,3736640,2.8167568e-5,2.0307241e-5,2.0998077e-5,5.727985e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0028550252,-878.5382080078125,-916.1654052734375,-912.318359375,-796.9137573242188,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.25568,72.78046,83.17766,155.86319,165.78613,46.835205,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.664303,61.88054,62.137203,63.38305,63.65185
846,3355430,2858744,2970323,3693596,3741082,2.8103235e-5,2.0307241e-5,2.0998077e-5,5.727985e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0028550252,-878.8011474609375,-916.1654052734375,-912.318359375,-796.9137573242188,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.25568,72.78046,83.17766,155.86319,165.78613,47.268963,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.664303,61.88054,62.14574,63.390915,63.65185
847,3359435,2862667,2973959,3697829,3745349,2.7989647e-5,2.0307241e-5,2.0998077e-5,5.727985e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0028550252,-879.266845703125,-916.1654052734375,-912.318359375,-796.9137573242188,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.3057,72.78046,83.17766,155.86319,165.78613,47.641663,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.67453,61.88054,62.14574,63.374763,63.645115
848,3363681,2866205,2977297,3702036,3749808,2.7989647e-5,2.0307241e-5,2.0998077e-5,5.727985e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.6545792e-5,0.000748759,0.0028550252,-879.266845703125,-916.1654052734375,-912.318359375,-796.9137573242188,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.3057,72.78046,83.17766,155.86319,165.78613,47.641663,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.67453,61.88054,62.14574,63.374763,63.656143
849,3367488,2869898,2981218,3706443,3754301,2.7989647e-5,2.0307241e-5,2.0998077e-5,5.727985e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.6545792e-5,0.000748759,0.0028550252,-879.266845703125,-916.1654052734375,-912.318359375,-796.9137573242188,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.3057,72.78046,83.17766,155.86319,165.78613,47.641663,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.684265,61.88054,62.151466,63.374763,63.656143
850,3371759,2874183,2984379,3711015,3759005,2.7989647e-5,2.0307241e-5,2.0998077e-5,5.9803504e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.6545792e-5,0.000748759,0.0029149076,-879.266845703125,-916.1654052734375,-912.318359375,-791.9554443359375,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.3057,72.78046,83.17766,155.86319,165.78613,47.641663,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.683357,61.901886,62.155556,63.390175,63.65137
851,3375661,2877774,2988178,3715460,3763211,2.7989647e-5,2.0307241e-5,2.0998077e-5,5.9803504e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.6545792e-5,0.000748759,0.0029149076,-879.266845703125,-916.1654052734375,-912.318359375,-791.9554443359375,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.3057,72.78046,83.17766,156.57579,166.48874,47.70578,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.683357,61.901886,62.155556,63.390175,63.65137
852,3380033,2881480,2991683,3719620,3767819,2.7989647e-5,2.0307241e-5,2.0998077e-5,5.9803504e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.6545792e-5,0.000748759,0.0029149076,-879.266845703125,-916.1654052734375,-912.318359375,-791.9554443359375,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.3057,72.78046,83.17766,156.57579,166.48874,47.70578,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.6811,61.913574,62.16977,63.39424,63.658947
853,3384028,2885605,2995436,3723743,3772174,2.7989647e-5,2.0307241e-5,2.0998077e-5,5.9803504e-5,7.836383e-5,6.551513e-5,4.2675547e-5,4.6545792e-5,0.000748759,0.0029149076,-879.266845703125,-916.1654052734375,-912.318359375,-791.9554443359375,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.3057,72.78046,83.17766,156.57579,166.48874,47.70578,28.818104,34.712208,63.71131,71.33274,51,36,38,67,72,62.6811,61.898117,62.16977,63.40802,63.658947
854,3388165,2889254,2999253,3728341,3776643,2.7969436e-5,2.0307241e-5,2.0969785e-5,5.9803504e-5,7.836383e-5,6.559832e-5,4.2675547e-5,4.6545792e-5,0.000748759,0.0029149076,-879.3499755859375,-916.1654052734375,-912.473388671875,-791.9554443359375,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.3057,72.78046,83.17766,156.57579,166.48874,47.641663,28.818104,34.712208,63.71131,70.40734,51,36,38,68,72,62.69128,61.91533,62.16977,63.40802,63.676846
855,3392105,2893083,3002652,3732983,3781485,2.7969436e-5,2.0307241e-5,2.0969785e-5,5.9803504e-5,7.836383e-5,6.559832e-5,4.2675547e-5,4.6545792e-5,0.000748759,0.0029149076,-879.3499755859375,-916.1654052734375,-912.473388671875,-791.9554443359375,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.3057,72.78046,83.17766,156.57579,166.48874,47.641663,28.818104,34.712208,63.71131,70.40734,51,36,38,68,72,62.6941,61.91533,62.16977,63.40802,63.676846
856,3395700,2897045,3006258,3737388,3786224,2.7969436e-5,2.0307241e-5,2.0969785e-5,5.9803504e-5,7.836383e-5,6.604263e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0029149076,-879.3499755859375,-916.1654052734375,-912.473388671875,-791.9554443359375,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.3861694335938,-639.7164916992188,-602.969970703125,114.3057,72.78046,83.17766,155.86319,166.48874,47.641663,28.818104,34.712208,63.71131,70.40734,51,36,38,68,72,62.704987,61.91469,62.16977,63.40802,63.667652
857,3399965,2901129,3010056,3741759,3790790,2.7912707e-5,2.0307241e-5,2.0969785e-5,5.9803504e-5,7.836383e-5,6.604263e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0029149076,-879.5834350585938,-916.1654052734375,-912.473388671875,-791.9554443359375,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.8155517578125,-639.7164916992188,-602.969970703125,114.3057,72.78046,79.10008,155.86319,166.48874,47.641663,28.818104,34.712208,63.71131,70.40734,51,36,38,68,72,62.7111,61.924274,62.16977,63.40802,63.667652
858,3404040,2905009,3013484,3746139,3795714,2.7912707e-5,2.0307241e-5,2.0969785e-5,5.9803504e-5,7.836383e-5,6.604263e-5,4.2675547e-5,4.661674e-5,0.000748759,0.0029149076,-879.5834350585938,-916.1654052734375,-912.473388671875,-791.9554443359375,-760.8711547851562,-703.5902099609375,-763.848876953125,-753.8155517578125,-639.7164916992188,-602.969970703125,114.3057,72.78046,79.10008,155.86319,166.48874,47.641663,28.818104,34.712208,63.71131,70.40734,51,36,38,68,72,62.705093,61.924274,62.16977,63.40802,63.684547
