dataset,PySIPS,PySR,eggp_mo,gomea,gpzgd,operon,qlattice,random5k,symregg
nasa_battery_1_10min,-3410.908971738131,-806.9105984970914,-1390.4042566964883,-953.4338928669304,-1531.9458755870226,-475.99470019438223,-1058.7159628671802,-10306.040622496694,-4304.860003428001
nasa_battery_1_10min,-2723.7511707987965,-554.1303379918488,-1595.0191049028742,-1319.0431959781984,-2878.4970354686147,-490.0507067758456,-1141.1910667481584,-7611.573092675275,-1813.3320330509864
nasa_battery_1_10min,-7050.3516381261925,-6161.692425935054,-4339.343463178016,-3648.657471115488,-2130.619142530232,-600.1015866329361,-1108.5694592153122,-10721.718640299428,-35497.194901353534
nasa_battery_1_10min,-9294.562270360071,-1354.1869527851725,-1876.704278634525,-1463.499698993718,-1212.7075187527305,-692.8227726218666,-1340.951759968605,-16717.80205530058,-81351.94238953094
nasa_battery_1_10min,-4506.4503494543205,-3033.5900102001865,-1462.90786732749,-2602.8526959533338,-2821.1866070646965,-611.1157456657022,-1087.0330986906768,-17764.220152280952,-2946.796285758217
nasa_battery_1_10min,-6051.897764945277,-1974.1227427130696,-3444.770487066988,-2457.42833904313,-1681.0165643034495,-708.7547985010395,-1115.7438696125923,-18389.99294893211,-6386.662562434661
nasa_battery_1_10min,-3147.3223897388416,-7208.90529599804,-1549.5012410732834,-2764.239037826421,-786.0240829243287,-805.1402497197598,-1248.317797693685,-4341.939385688677,-2797.1743020413146
nasa_battery_2_20min,-0.0036394922490913,-0.0026822491085181,-0.0033336690167201,-0.0064246945769989,-0.0050008197950591,-0.0029785277827044,-0.0037146328654543,-0.0057976690237851,-0.0036473038168784
nasa_battery_2_20min,-0.0048104843602629,-0.0037654421149888,-0.0031316726801269,-0.0044132553806914,-0.0107429199506738,-0.0025169064347981,-0.0034063023335755,-0.0074204655675078,-0.0039495324395323
nasa_battery_2_20min,-0.0045189097067761,-0.002954792787184,-0.0027802818589123,-0.0049132872237623,-0.0052969411250942,-0.0025757400413161,-0.003323319460282,-0.0074531348877118,-0.0028008188565094
nasa_battery_2_20min,-0.0065917354023731,-0.0030132388598167,-0.0037458579510342,-0.0039463281153177,-0.0045747041638498,-0.00251718383912,-0.0034305344514324,-0.0034277575794378,-0.0177494547588968
nasa_battery_2_20min,-0.002902689957018,-0.0023668971022612,-0.0027785505540729,-0.0054272456122556,-0.0046644826473351,-0.003638139163117,-0.0033307766186649,-0.0056118573189852,-0.0036821142905343
nasa_battery_2_20min,-0.004479672938899,-0.0042083115537291,-0.0030487693903747,-0.0046759589295166,-0.0036402523353285,-0.0025724293113653,-0.0034128075260082,-0.0067025491495733,-0.0015205574288586
nasa_battery_2_20min,-0.0035765508739578,-0.0038798960030263,-0.0028818076532096,-0.00495518112179,-0.0076303753129962,-0.0025529791086978,-0.004143224163296,-0.0074246566551846,-0.002383522814937
nasa_battery_2_20min,-0.0031680596931192,-0.0026172913315919,-0.0030959741173952,-0.0041075420974168,-0.0050816373603839,-0.0026146842172288,-0.0040233900976291,-0.003397537667317,-0.002197366642103
nasa_battery_2_20min,-0.0029397292048369,-0.0037669991177332,-0.0016287561645262,-0.0060160691384741,-0.0050608831234538,-0.0028464624129627,-0.0037422988914884,-0.0049480092960935,-0.0026111763568174
nasa_battery_2_20min,-0.003421992695852,-0.0021733234426157,-0.0026291913504079,-0.0047183655669219,-0.0043702415708311,-0.0025755636945777,-0.0035962345041307,-0.0074225452770637,-0.001478710311764
nasa_battery_2_20min,-0.0036447001227834,-0.0025910556900662,-0.0031798058723131,-0.0052724718561929,-0.0051833155006865,-0.0032246109945377,-0.0046998857206107,-0.0070788703821913,-0.0021988404787245
nasa_battery_2_20min,-0.0038834832970204,-0.0025041425110891,-0.0024261034335406,-0.0058472394436213,-0.0046375090248222,-0.003631233870069,-0.0040829229311147,-0.0046661211654071,-0.0029609605486752
nasa_battery_2_20min,-0.0096310706168571,-0.0052008642245016,-0.0034284062240374,-0.0042316004386083,-0.0070626947914814,-0.002576822739126,-0.0038870985352572,-0.006632988078887,-0.0038813596043709
nasa_battery_2_20min,-0.0029010784204747,-0.0018944317260432,-0.0031220908215154,-0.0046347529138442,-0.0086105601589992,-0.0025729465137203,-0.0038765541917343,-0.0035028585042329,-0.0030454269898507
nasa_battery_2_20min,-0.0028029819698584,-0.0023212862862044,-0.0031685130839039,-0.0040656969710972,-0.0042546816308746,-0.0031312242158463,-0.0053558639324721,-0.0086012684356367,-0.002768024355045
nasa_battery_2_20min,-0.0029779006325769,-0.002591871332469,-0.0029255509864108,-0.0056449315843775,-0.0102020356212781,-0.0035580080538095,-0.0043493788386436,-0.0034610433947676,-0.0025962093714967
nasa_battery_2_20min,-0.0039675265379835,-0.002801057103177,-0.00311332483476,-0.0035705587015735,-0.0058860306681626,-0.0035436005659128,-0.0045144200371561,-0.0057461394872175,-0.0034000131096255
nasa_battery_2_20min,-0.0029428649875077,-0.0038415515898646,-0.0037111194017992,-0.0043183288672704,-0.0062369712489317,-0.0025540020645741,-0.0046198232521697,-0.0072599335750533,-0.0038504326465236
nasa_battery_2_20min,-0.0039839610249485,-0.0026622361539174,-0.00349409866313,-0.0048257172924213,-0.0051361436900406,-0.0036387527482138,-0.0036645071381651,-0.0074382453551136,-0.0026399635273656
nasa_battery_2_20min,-0.003377938630684,-0.0027921352826022,-0.0030181853669206,-0.0048215622063071,-0.0032696908330174,-0.0031646333820393,-0.003274984090845,-0.0084895136837672,-0.0053035807625079
nasa_battery_2_20min,-0.0159196461541642,-0.0024902019022193,-0.0037970725269605,-0.0036417682179923,-0.0053542809507859,-0.0025531544104366,-0.0038400896171364,-0.0063659894354255,-0.0029030854372864
nasa_battery_2_20min,-0.0066392880891844,-0.0028011533340601,-0.0027387672819192,-0.0044706346152733,-0.0170752428201888,-0.0028464517939888,-0.003444997786631,-0.0046527055283826,-0.0045659821859069
nasa_battery_2_20min,-0.0042395362239432,-0.0021677180594984,-0.0029268328009557,-0.0043005310504046,-0.007659231215613,-0.0036111034068914,-0.0037857246078211,-0.0059407498982716,-0.0029534609501108
nasa_battery_2_20min,-0.0047659716009981,-0.0035547533802861,-0.0030518658879384,-0.0043770451525507,-0.0043349715570884,-0.0025531501302339,-0.0034131345058907,-0.0062384732999327,-0.0176491235144948
nasa_battery_2_20min,-0.0058918471201644,-0.0029399294625404,-0.0029606553663807,-0.0050395074606384,-0.0107100480860792,-0.0025523504998502,-0.0033723749027968,-0.0090455103838685,-0.0292499264955587
nasa_battery_2_20min,-0.0034775658635038,-0.0036364739850467,-0.002151006115508,-0.0062302030016083,-0.005364849148008,-0.0034433630574637,-0.0048612849697371,-0.007162620469528,-0.0010696633885778
nasa_battery_2_20min,-0.0031581700068183,-0.0021447282431358,-0.003612320040636,-0.0047137409580181,-0.0050138901546514,-0.0029951855632414,-0.0035092923122234,-0.0050749408967354,-0.0036505992759983
nasa_battery_2_20min,-0.0065199613046248,-0.0030311948884969,-0.0035901464105992,-0.0046413350027881,-0.0156290042344753,-0.0036305201661627,-0.0035907477595934,-0.0071442602810424,-0.0020385978822088
nasa_battery_2_20min,-0.0104712313288803,-0.0026419279748732,-0.0023793109541496,-0.0051478266124445,-0.0057943844574441,-0.0025530106181845,-0.0045073074157472,-0.0074252116244133,-0.0065129486697306
nasa_battery_2_20min,-0.0083307264406524,-0.0030687723529414,-0.0027376088290566,-0.0051847293419072,-0.0093525128536315,-0.0033930470989858,-0.0033210348878972,-0.0046196790853277,-0.0081447602812703
nikuradse_1,-0.001463753320074,-0.00027245539773,-0.0004056356647572,-0.0030604435153463,-0.0161728965431832,-3.988227322121232e-05,-0.0017136253046347,-0.0011001076686567,-0.0005202661650292
nikuradse_1,-0.001025929434627,-0.0014527067659377,-0.0004537288236426,-0.0004237922273009,-0.0177771273899997,-3.922687059991915e-05,-0.0005339033132967,-0.0011095177847047,-0.0015043915558503
nikuradse_1,-0.0013835037421157,-0.0001296240977519,-0.0011600702417836,-0.0007174243665307,-0.0340937368423731,-4.279582834550868e-05,-0.0006254302379035,-0.0011116211475668,-0.0001352009807591
nikuradse_1,-0.0009098642616731,-0.0001418104086697,-0.0001970277434333,-0.0015223445020798,-0.0181297975040504,-5.140150755210719e-05,-0.0045055720403379,-0.0010173487986149,-0.001303670904378
nikuradse_1,-0.0009129379093069,-0.0013746642117449,-0.0002294779032304,-0.0044310675772574,-0.0245509017438134,-3.770631202174813e-05,-0.000928017717932,-0.0011863490364983,-0.0001418488879886
nikuradse_1,-0.001508171368998,-0.0013754150751339,-0.0006931396165896,-0.0027337563008697,-0.0261496445079852,-3.906390120742836e-05,-0.0010899826122091,-0.0010505496411154,-0.0003165740836754
nikuradse_1,-0.0012596983818423,-0.0013864084800742,-0.0013886039197979,-0.0014147741331336,-0.010075876125058,-3.610094910480812e-05,-0.0022431216161345,-0.0009607238027542,-0.0012443141249026
nikuradse_1,-0.0014637532737094,-0.0002723364511921,-0.0003172207844815,-0.0004332596283952,-0.034362443891627,-5.287564217745747e-05,-0.0008781366414082,-0.001014436103823,-0.00109800453039
nikuradse_1,-0.0013070054964291,-0.0014643975412847,-0.0010101936297714,-0.0004446523802219,-0.0122771866038884,-4.692984344191267e-05,-0.0006254582043174,-0.001094324549639,-0.000382332249442
nikuradse_1,-0.0011230804506003,-0.000379505144166,-0.0004100590247884,-0.0010729595515898,-0.0018297559865486,-3.936104143448553e-05,-0.0024366891656999,-0.0011461831589948,-0.0003210957561206
nikuradse_1,-0.0013857668716302,-0.0004403981415567,-0.0010901228058422,-0.0027715283101775,-0.0056282904072576,-3.954807343612906e-05,-0.0023670279138596,-0.0006929847128306,-0.0004779571449095
nikuradse_1,-0.0014196649438185,-0.0003425672784909,-0.0010202859260345,-0.0017462831204705,-0.0006288563646356,-3.738677894248669e-05,-0.0014326097363326,-0.0010147213547362,-0.0002089086355915
nikuradse_1,-0.0012883187572457,-0.0002219575283984,-0.0003666982899119,-0.000888044596717,-0.0011003367623174,-3.9530954639832126e-05,-0.0005873114855145,-0.0008319886815583,-0.0001120272254923
nikuradse_1,-0.0014398521473209,-0.0004929290048676,-0.0007082963568356,-0.0005264814847714,-0.0328968569706734,-4.125470172042903e-05,-0.000621573600746,-0.0011661673470599,-0.0005304545336406
nikuradse_1,-0.0013561733527287,-0.0014637285920088,-0.0008058260845645,-0.0004117059671877,-0.0280788016680994,-4.295810019738232e-05,-0.0009363472525528,-0.000884917889564,-0.0003522913545414
nikuradse_1,-0.0014282738719507,-0.0006077412592378,-0.0007406317423458,-0.0003820632330711,-0.0112033811986027,-3.6048713980964e-05,-0.0006348507138353,-0.0009593009614346,-0.0010280520076578
nikuradse_1,-0.0009429412945423,-0.0002542176123559,-0.0004260199063378,-0.0005077307504442,-0.0302392197822655,-5.176662725045861e-05,-0.0003519522318807,-0.000875732125,-0.0006335193269396
nikuradse_1,-0.0013877868178504,-5.407508868579633e-05,-0.0008986380437828,-0.0005345098493374,-0.0067270527971099,-4.894292685576736e-05,-0.0012647223113439,-0.0011882142729656,-0.0008250786637768
nikuradse_1,-0.0014637533025057,-8.971223237745911e-05,-0.0008903548051612,-0.0004587093180494,-0.0048801887845821,-4.074113299053749e-05,-0.0004667449365376,-0.0009489417033469,-0.0003117133930036
nikuradse_1,-0.0014242881682843,-0.0002646258899523,-0.0012493373289252,-0.0002648583677262,-0.011982590352855,-4.520590636012242e-05,-0.0029965181641679,-0.0010322482254285,-0.00098950639399
nikuradse_1,-0.0014240780133556,-0.0001288699491817,-0.0003825735104801,-0.0003420880149412,-0.0203775769641279,-3.758799250778204e-05,-0.0021902606349856,-0.0012388362279985,-0.0005350604200306
nikuradse_1,-0.0014637533268823,-0.0002465620142374,-0.0002485360270118,-0.0003089248939601,-0.0004267593832944,-7.525523186025263e-05,-0.0003572871594728,-0.0011610706286665,-6.91044924587789e-05
nikuradse_1,-0.0013855447106157,-0.0001504347202657,-0.0008776089302691,-0.0003760116701075,-0.0145310811033031,-3.721880443365524e-05,-0.0009919701454959,-0.0012095879669358,-0.0014437559923592
nikuradse_1,-0.0009123634908387,-0.0002479846084262,-0.0004212694453669,-0.0020868589282318,-0.0346162668002668,-4.042651200506734e-05,-0.0034953257735121,-0.0011170398855748,-0.0003575878334386
nikuradse_1,-0.0011851012811503,-0.0001470100593676,-0.0001944207780383,-0.0024013548861363,-0.0170533729812929,-4.801765909486808e-05,-0.002172225530503,-0.0010813235026289,-0.0003279602424895
nikuradse_1,-0.0011488162936831,-0.0002143347319411,-0.0011816186004329,-0.0010232661244211,-0.0097905596152728,-5.786170968939339e-05,-0.0015542510980804,-0.0010085385983648,-0.0002151467987935
nikuradse_1,-0.0013246930009703,-0.0014636622032851,-0.0007185819998173,-0.0005426587801376,-0.0321858439088632,-3.877090054228247e-05,-0.0030510163931102,-0.001325114720285,-0.0002893987403765
nikuradse_1,-0.0011584965892556,-0.0001842405796927,-0.0011473481417763,-0.0005795136599847,-0.009998240157518,-3.2531304271637566e-05,-0.0014814154420279,-0.0014230798208482,-0.0002666577375605
nikuradse_1,-0.0012912725163029,-9.68469881731163e-05,-0.0003640044365216,-0.0005827648042232,-8.229596701606475e-05,-3.6218980780754976e-05,-0.0007392216616267,-0.0013980417256393,-0.0014078610754837
nikuradse_1,-0.0011495172979124,-0.0001838027914593,-0.0007365525527817,-0.0003701914391662,-0.0125681716698172,-5.385303832011054e-05,-0.002507396984491,-0.0010859040451812,-0.0003000180546666
nikuradse_2,-0.0036154657391644,-0.0013013379901441,-0.0013936958947788,-0.0750182975617284,-0.0014473777187978,-0.0013849237767476,-0.0013289570213308,-0.0015675910076492,-0.0014015571659929
nikuradse_2,-0.0065174873560108,-0.0013573770046293,-0.0016994443236006,-0.0750182975617284,-0.0014834770085241,-0.0013322925023195,-0.0013324171960102,-0.0015470641667114,-0.0014685730967846
nikuradse_2,-0.0093329760952768,-0.0013848539826682,-0.001563916186065,-0.0750182975617284,-0.0013529852253469,-0.0013347196009533,-0.0013313654072313,-0.0015121330213531,-0.001355472168637
nikuradse_2,-0.0021534358858476,-0.0012798310661283,-0.0014234838440216,-0.0750182975617284,-0.0014970966639356,-0.0013482262299668,-0.0013244954638441,-0.0016639670327603,-0.0013480949528734
nikuradse_2,-0.0018115227059625,-0.0013058641828096,-0.0017924877936588,-0.0750182975617284,-0.0013674527702484,-0.0012830135532875,-0.0013575031923612,-0.0018513293448487,-0.0013335934576682
nikuradse_2,-0.0013765561674214,-0.001364016188427,-0.0030033464757519,-0.0750182975617284,-0.0014447051350727,-0.0013346542896486,-0.0013570922487051,-0.0013981078369283,-0.0013212147626307
nikuradse_2,-0.0265165129415584,-0.001303843904952,-0.0018318271209308,-0.0750182975617284,-0.0013460199544451,-0.0013484449310002,-0.0013586210057616,-0.0014938139888845,-0.0013339331290004
nikuradse_2,-0.0014062968645795,-0.0014899907153543,-0.0065050430606667,-0.0750182975617284,-0.0015261418542671,-0.001340099694793,-0.0013248200011618,-0.0018754563469175,-0.0013990494778435
nikuradse_2,-0.0017594523620691,-0.0013209076781253,-0.0018938203061153,-0.0750182975617284,-0.0014617954019961,-0.0013079571480777,-0.0013630963953148,-0.0013752981882563,-0.0018850918941018
nikuradse_2,,-0.0012889271079574,-0.001766840974204,-0.0750182975617284,-0.0015245961135787,-0.0013160190548547,-0.0013395711076133,-0.0016438067972211,-0.0012385942762533
nikuradse_2,-0.0022598173258522,-0.0013419823697449,-0.0016592762400832,-0.0750182975617284,-0.0013683875233815,-0.0013341623136401,-0.0013433992001243,-0.0013250637391635,-0.0013195375726448
nikuradse_2,-0.002237422565479,-0.0012925361414639,-0.0017919700550736,-0.0750182975617284,-0.0014296454369407,-0.0013533205440844,-0.0013603926385295,-0.0019299064769132,-0.0012965653972162
nikuradse_2,-0.0041618910003084,-0.0013190731213824,-0.0013078978917343,-0.0750182975617284,-0.0013908513615308,-0.0013382510974242,-0.0013514358832303,-0.0016137206312526,-0.0013561262515903
nikuradse_2,-0.0045068520183963,-0.0013254792366104,-0.0015860288027473,-0.0750182975617284,-0.0014498236767951,-0.0012895437189548,-0.0013264787759756,-0.0015734871077916,-0.0013397474708953
nikuradse_2,-0.0023231025491599,-0.0013019639831151,-0.0014254525549868,-0.0750182975617284,-0.001364450921653,-0.0013749367166951,-0.0013550674949795,-0.0015488027599896,-0.0013067634126655
nikuradse_2,-0.0068581470003431,-0.0013103748020633,-0.0013104157274311,-0.0750182975617284,-0.001335226261014,-0.0013220793875192,-0.0013344670845532,-0.0016616928104467,-0.0013369003700611
nikuradse_2,-0.0042113784061502,-0.0013220766962448,-0.0012987582318403,-0.0750182975617284,-0.001406175412697,-0.0013408848484278,-0.0013472846130598,-0.00159715279169,-0.0012929544847916
nikuradse_2,-0.0040802780943339,-0.0013259861550124,-0.0016502578475167,-0.0750182975617284,-0.0014262188552605,-0.0013519657105526,-0.0012974876700441,-0.0015360863316531,-0.0013389005725193
nikuradse_2,-0.0013628468526515,-0.0012863224296932,-0.0045884534231681,-0.0750182975617284,-0.0013450094150705,-0.0013228136081131,-0.0013155144554298,-0.001441753606304,-0.0015737858379163
nikuradse_2,-0.004295680109179,-0.0013328994817508,-0.0015902800910365,-0.0750182975617284,-0.0015395934236257,-0.0013379677794371,-0.0013488910405677,-0.0016383161771993,-0.0014079289861658
nikuradse_2,-0.0056807433376003,-0.0013083232833039,-0.0014677575755027,-0.0750182975617284,-0.001415127214052,-0.0013470547838724,-0.0012991586252736,-0.0013347326343839,-0.001346539305921
nikuradse_2,-0.0024446328359057,-0.0013252039858887,-0.0015508321167495,-0.0750182975617284,-0.0014337817850349,-0.0013367301733254,-0.0013516872296042,-0.0017749198932132,-0.0013106903248815
nikuradse_2,-0.0014130913215942,-0.0013238304408315,-0.0013017279488663,-0.0750182975617284,-0.0014903084729307,-0.0012894586186144,-0.0013470141211639,-0.0018348792923816,-0.0013250894272662
nikuradse_2,-0.0014331341508989,-0.0013234780678443,-0.001627920231281,-0.0750182975617284,-0.0014412186588619,-0.001327693202073,-0.0013432410470466,-0.0016150522523876,-0.0013540676324532
nikuradse_2,-0.0013842523727128,-0.001309998071212,-0.0026586811970416,-0.0750182975617284,-0.0015419080786595,-0.0013346319111199,-0.0013386096631173,-0.0016756094854422,-0.0012697898933035
nikuradse_2,-0.0019838685329724,-0.0012561658370767,-0.0025856728147954,-0.0750182975617284,-0.001413888291567,-0.0013158435222741,-0.0013330030202663,-0.0017254996315882,-0.0014616436923574
nikuradse_2,-0.0024059908368296,-0.0014258957661211,-0.0013951232880696,-0.0750182975617284,-0.0015427518229993,-0.0013259864702319,-0.0013349029566518,-0.0013281147877317,-0.0030267888663935
nikuradse_2,-0.0061341059859413,-0.0013298035094173,-0.0013177852549856,-0.0750182975617284,-0.0014481284541151,-0.0013222738372399,-0.0013585332586524,-0.0015563523243569,-0.0013185337850258
nikuradse_2,-0.0014871399922781,-0.0013191436403038,-0.0014898328890495,-0.0750182975617284,-0.0016380281364608,-0.0013348942969917,-0.0013411572998418,-0.0016316828077199,-0.0013798712854206
nikuradse_2,-0.0022067972904199,-0.0013407776767351,-0.0016467809589968,-0.0750182975617284,-0.001352361747172,-0.0013029259938332,-0.0013476848946676,-0.0016848593240058,-0.0014621016931911
