gen,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
18,-658.0962,-813.10205,-789.38696,-378.51685,-358.64795,-643.698,-791.7559,-778.27203,-365.666,-342.91263,9.656628,4.394449,4.394449,25.084633,33.798195,3.0704842,0.0,0.0,10.476293,12.402348,6,4,4,15,21,5.0266666,4.12,4.37,6.0233335,6.31
19,-672.7471,-813.10205,-792.17725,-430.71997,-367.18408,-662.20667,-796.4664,-776.62854,-417.9258,-349.99054,9.656628,4.394449,4.394449,24.953299,31.134562,1.7662783,0.0,0.0,9.978636,12.269352,6,4,4,14,20,5.2633333,4.33,4.57,6.17,6.32
20,-675.51074,-866.89746,-803.4331,-455.7307,-388.93726,-668.3526,-846.6654,-791.7559,-423.70633,-369.58923,5.4930615,4.394449,4.394449,21.501114,31.134562,0.0,0.0,0.0,9.167397,11.96584,5,4,4,12,16,5.28,4.4333334,4.6766667,6.1833334,6.69
21,-677.90356,-868.5718,-811.02466,-458.44604,-419.77954,-671.3763,-848.7887,-802.972,-445.78107,-415.3851,5.4930615,4.394449,4.394449,21.501114,31.134562,0.0,0.0,0.0,8.731516,11.34203,5,4,4,12,16,5.366667,4.636667,4.79,6.35,7.06
22,-698.22876,-874.20996,-831.7229,-539.06396,-430.7119,-693.8343,-854.46094,-808.7076,-511.36252,-417.9163,4.394449,4.394449,4.394449,24.14157,30.459911,0.0,0.0,0.0,9.167397,11.456225,4,4,4,14,16,5.4466667,4.6633334,4.7766666,6.4766665,6.7466664
23,-719.0122,-905.6145,-839.2234,-554.5957,-430.7119,-702.6634,-876.199,-820.18555,-534.6695,-417.9163,4.394449,4.394449,4.394449,24.953299,31.134562,0.0,0.0,0.0,9.167397,11.479932,4,4,4,15,18,5.463333,4.82,4.903333,6.43,7.01
24,-721.74316,-905.6145,-865.78687,-564.3086,-437.91357,-707.75494,-878.3932,-846.2014,-550.243,-423.70633,4.394449,4.394449,4.394449,24.953299,30.459911,0.0,0.0,0.0,8.537094,11.246243,4,4,4,15,17,5.5533333,4.8733335,4.9466667,6.65,7.58
25,-725.06616,-905.6145,-872.614,-600.2793,-564.3086,-709.03455,-883.6213,-848.4483,-576.10175,-534.6695,4.394449,4.394449,4.394449,24.14157,31.134562,0.0,0.0,0.0,9.358982,11.96584,4,4,4,15,18,5.5666666,4.88,4.9766665,6.83,7.77
26,-738.66064,-920.3323,-881.8015,-611.6221,-572.5376,-733.4991,-894.3715,-850.8699,-578.12085,-534.6695,4.394449,4.394449,4.394449,24.14157,31.134562,0.0,0.0,0.0,9.359663,11.96584,4,4,4,15,18,5.6466665,4.86,4.99,7.12,7.73
27,-756.77344,-921.37866,-881.8015,-614.6289,-572.5376,-737.85864,-899.2034,-850.8699,-577.7844,-534.6695,4.394449,4.394449,4.394449,24.14157,30.459911,0.0,0.0,0.0,9.167397,11.479932,4,4,4,15,17,5.59,4.89,5.0733333,7.2533336,8.033334
28,-765.3269,-939.50684,-895.0371,-627.4424,-582.18823,-749.33405,-909.833,-862.7766,-608.52155,-534.6695,4.394449,4.394449,4.394449,24.14157,30.459911,0.0,0.0,0.0,9.167397,11.657642,4,4,4,15,17,5.59,4.983333,5.116667,7.113333,8.303333
29,-774.2612,-939.50684,-906.5674,-639.4673,-589.9265,-765.5313,-909.833,-878.3932,-610.1828,-556.94775,4.394449,4.394449,4.394449,23.567003,25.751007,0.0,0.0,0.0,9.167397,11.677572,4,4,4,15,17,5.6833334,4.89,5.1,6.84,8.613334
30,-782.5383,-946.739,-909.56006,-653.33887,-589.9265,-771.8431,-919.16547,-889.12775,-634.5186,-559.18384,9.656628,4.394449,4.394449,22.532131,25.751007,0.0,0.0,0.0,8.568424,11.679455,6,4,4,14,16,5.67,4.93,5.14,7.0033336,8.606667
31,-784.0398,-939.50684,-913.7295,-668.9243,-589.9265,-771.8431,-909.833,-889.12775,-634.5186,-557.0149,9.656628,4.394449,4.394449,23.567003,28.668152,0.0,0.0,0.0,8.911173,11.679694,6,4,4,15,17,5.596667,4.93,5.06,7.07,8.28
32,-789.1267,-944.5112,-916.5635,-675.51074,-614.6289,-778.7139,-914.2533,-894.3715,-671.1163,-576.10175,11.266066,4.394449,4.394449,24.14157,28.969883,1.5038452,0.0,0.0,8.457167,10.128913,8,4,4,16,18,5.5866666,4.88,5.01,7.1,8.32
33,-796.1504,-943.97314,-920.3323,-682.801,-638.9131,-780.3072,-920.5744,-897.9831,-678.40656,-631.4373,11.266066,4.394449,4.394449,24.14157,28.668152,1.6341228,0.0,0.0,8.457167,11.397196,7,4,4,16,18,5.63,4.8333335,5.0233335,6.943333,8.44
34,-797.7998,-943.31055,-916.426,-695.55493,-654.53174,-781.6463,-913.08,-893.4021,-691.16046,-631.4373,12.476649,4.394449,4.394449,24.14157,28.668152,2.7145839,0.0,0.0,8.730331,10.704228,8,4,4,16,18,5.58,4.9866667,5.1,7.07,8.506667
35,-796.1504,-951.32715,-915.7217,-695.55493,-668.3203,-782.442,-924.47406,-892.3801,-691.16046,-648.00586,12.476649,4.394449,4.394449,24.14157,28.668152,2.66676,0.0,0.0,8.730331,10.551534,8,4,4,16,18,5.61,4.9466667,5.0266666,7.0933332,8.933333
36,-802.0864,-952.2666,-923.9695,-712.1277,-692.8054,-788.23224,-930.0636,-902.98834,-707.7332,-688.41095,12.476649,4.394449,4.394449,23.567003,28.668152,2.7145839,0.0,0.0,8.457167,9.978636,8,4,4,15,18,5.71,5.0133333,5.1,7.4266667,9.046667
37,-805.5637,-951.32715,-922.89404,-727.3042,-698.2991,-789.5058,-925.985,-899.69434,-709.03455,-691.16046,12.476649,4.394449,4.394449,24.14157,31.134562,2.9150944,0.0,0.0,8.457167,9.978636,8,4,4,16,19,5.7033334,4.88,5.1266665,7.6466665,9.206667
38,-807.44727,-951.32715,-921.46094,-727.3042,-695.55493,-789.92365,-925.985,-900.5959,-709.03455,-691.16046,12.476649,4.394449,4.394449,24.14157,31.88477,3.072191,0.0,0.0,8.457167,9.978636,9,4,4,17,19,5.68,4.846667,5.01,7.713333,9.016666
39,-809.1494,-952.2666,-921.46094,-724.8335,-695.55493,-792.57336,-932.1362,-901.1408,-708.4904,-691.16046,12.476649,4.394449,4.394449,24.14157,31.134562,3.2362783,0.0,0.0,8.457167,9.978636,9,4,4,17,19,5.72,4.883333,4.9733334,7.7566667,9.193334
40,-812.7583,-954.59033,-929.08716,-724.8335,-683.4072,-794.60187,-932.1362,-905.7824,-708.4904,-650.90686,12.476649,4.394449,4.394449,24.14157,31.134562,3.4431334,0.0,0.0,8.612453,9.978636,9,4,4,17,19,5.673333,4.8766665,4.99,7.9566665,9.3
41,-813.70996,-964.34814,-928.5879,-735.20703,-708.90186,-801.16925,-934.9683,-906.1751,-720.9678,-704.5074,12.476649,4.394449,4.394449,24.953299,35.026382,3.6104398,0.0,0.0,8.825243,10.327012,9,4,4,17,19,5.7066665,4.886667,5.0333333,7.98,9.706667
42,-816.2009,-964.34814,-934.7573,-729.7351,-711.3987,-803.0113,-934.9683,-905.78,-720.5489,-694.1058,12.476649,4.394449,4.394449,24.953299,35.026382,3.884648,0.0,0.0,8.825243,10.862017,9,4,4,17,19,5.66,4.963333,5.08,8.166667,10.27
43,-818.34375,-964.34814,-934.7573,-738.66064,-724.8335,-808.36383,-936.2362,-910.61194,-731.7037,-717.5369,12.476649,4.394449,4.394449,24.14157,35.026382,3.884648,0.0,0.0,8.457167,9.978636,9,4,4,17,19,5.6466665,4.8966665,5.036667,7.6666665,10.106667
44,-819.4602,-965.1736,-946.83887,-736.09814,-724.8335,-808.36383,-939.687,-925.0337,-730.81256,-708.4904,12.476649,4.394449,4.394449,24.14157,31.134562,4.0084314,0.0,0.0,8.2556925,9.978636,9,4,4,16,19,5.6966667,4.903333,5.0066667,7.8333335,10.79
45,-818.34375,-964.34814,-940.9707,-752.3259,-721.9314,-808.7076,-934.9683,-920.2341,-732.76715,-708.4904,12.476649,4.394449,4.394449,24.14157,34.04343,3.884648,0.0,0.0,8.457167,9.978636,9,4,4,17,19,5.6666665,4.943333,5.056667,7.733333,12.376667
46,-819.4602,-964.34814,-940.9707,-754.9158,-724.9658,-809.6202,-934.9683,-920.2341,-732.76715,-717.5369,12.476649,4.394449,4.394449,24.953299,35.407635,3.884648,0.0,0.0,8.389929,9.978636,9,4,4,17,20,5.636667,4.9166665,5.0133333,8.116667,13.106667
47,-826.6355,-964.34814,-942.4446,-765.29126,-729.7351,-810.4383,-932.1362,-921.25604,-756.9792,-717.5369,12.476649,4.394449,4.394449,24.953299,35.407635,4.0346227,0.0,0.0,8.389929,9.978636,9,4,4,17,20,5.5933332,4.8566666,4.9733334,8.523334,13.78
48,-840.81885,-964.34814,-942.4446,-765.29126,-729.7351,-815.4684,-934.4036,-921.0004,-756.9792,-717.5369,12.476649,4.394449,4.394449,24.953299,35.407635,4.122528,0.0,0.0,8.389929,9.978636,9,4,4,17,20,5.6,4.7566667,4.9166665,8.386666,14.553333
49,-841.5725,-964.34814,-948.864,-769.9258,-734.2981,-816.0147,-933.1961,-921.25604,-759.9867,-728.63824,12.476649,4.394449,4.394449,24.953299,35.407635,4.167273,0.0,0.0,8.394546,9.978636,9,4,4,17,20,5.5633335,4.786667,4.8333335,8.873333,14.19
50,-843.8335,-967.1428,-951.32715,-772.2444,-754.9158,-825.6868,-934.9683,-930.7876,-759.9867,-729.9036,12.476649,4.394449,4.394449,24.953299,35.407635,4.123506,0.0,0.0,8.394533,9.978636,9,4,4,17,22,5.636667,4.7933335,4.9733334,8.36,15.223333
51,-860.84717,-964.34814,-951.32715,-772.2444,-743.81396,-841.747,-934.9683,-929.2909,-759.9867,-728.63824,12.476649,4.394449,4.394449,23.567003,35.407635,4.123506,0.0,0.0,8.2556925,9.978636,9,4,4,16,21,5.59,4.7733335,4.93,8.663333,15.276667
52,-868.0823,-964.73584,-951.32715,-772.52783,-734.2981,-851.0384,-935.29895,-932.1362,-759.9867,-728.63824,12.476649,4.394449,4.394449,23.567003,35.407635,4.2089844,0.0,0.0,8.2556925,9.978636,9,4,4,17,21,5.613333,4.7833333,4.8933334,8.373333,16.143333
53,-872.60693,-964.73584,-953.4573,-772.52783,-754.9158,-852.1484,-935.29895,-932.1362,-759.9867,-729.0176,12.476649,4.394449,4.394449,23.567003,35.407635,4.389823,0.0,0.0,8.2556925,9.978636,9,4,4,17,21,5.67,4.8533335,4.94,8.706667,16.896667
54,-881.96045,-967.1428,-953.78955,-772.52783,-754.9158,-852.2898,-938.13306,-932.2259,-759.9867,-728.63824,12.476649,4.394449,4.394449,25.751007,37.01707,4.642248,0.0,0.0,8.2556925,9.978636,9,4,4,17,23,5.6,4.8566666,5.0,9.106667,17.633333
55,-884.2871,-967.1428,-953.78955,-779.45654,-755.1533,-861.2785,-939.8715,-932.2259,-763.9056,-742.3992,12.476649,4.394449,4.394449,26.339592,35.83519,4.642248,0.0,0.0,8.383258,9.763039,9,4,4,17,22,5.5933332,4.6633334,4.88,9.846666,17.323334
56,-890.5049,-967.1428,-953.45776,-788.59766,-755.8418,-870.86444,-938.13306,-932.1362,-767.8499,-750.75885,12.476649,4.394449,4.394449,30.498476,38.62651,4.390953,0.0,0.0,8.389929,10.546343,9,4,4,18,24,5.59,4.8766665,4.97,10.3,16.746666
57,-881.96045,-967.1428,-953.01416,-790.17163,-766.0337,-860.2083,-938.13306,-932.1362,-767.8499,-750.75885,12.476649,4.394449,4.394449,30.498476,38.62651,4.390953,0.0,0.0,8.389929,10.424209,9,4,4,19,24,5.68,4.82,5.016667,11.09,18.383333
58,-887.4646,-970.86743,-953.78955,-793.7566,-772.2444,-869.9627,-940.0862,-927.91486,-781.5144,-750.75885,12.875504,4.394449,4.394449,30.498476,38.62651,5.0024967,0.0,0.0,8.426091,10.0964155,9,4,4,19,24,5.75,4.85,5.0466666,12.28,19.13
59,-882.72974,-971.1074,-955.9131,-794.032,-772.2444,-864.17944,-940.6638,-927.6399,-773.61035,-750.75885,12.476649,4.394449,4.394449,32.25167,41.845387,5.0024967,0.0,0.0,8.389929,9.979936,9,4,4,20,26,5.6966667,4.8233333,4.9733334,13.036667,20.016666
60,-885.5171,-971.1074,-955.9131,-794.51685,-772.2444,-866.92126,-942.03845,-931.9428,-774.3666,-750.75885,12.875504,4.394449,4.394449,31.134562,41.845387,4.9340806,0.0,0.0,8.389929,9.979936,9,4,4,20,26,5.693333,4.9133334,5.0133333,13.77,20.596666
61,-894.2246,-973.7876,-958.0376,-798.1035,-790.17163,-869.9627,-945.94434,-932.2259,-784.79364,-767.8499,12.875504,4.394449,4.394449,32.18876,37.429947,5.0024967,0.0,0.0,8.426091,10.714563,9,4,4,20,26,5.613333,4.7466664,4.93,13.943334,20.673334
62,-894.14795,-972.34106,-958.0376,-798.1035,-790.17163,-869.9627,-945.8159,-932.1362,-786.58136,-771.1098,14.334076,4.394449,4.394449,32.25167,38.62651,4.9599404,0.0,0.0,8.458185,10.458187,9,4,4,20,26,5.59,4.7,4.9,13.696667,19.123333
63,-896.0437,-972.469,-958.0376,-798.4607,-790.17163,-870.86444,-943.49255,-932.1362,-790.1224,-770.9928,14.334076,4.394449,4.394449,32.18876,38.9182,4.9599404,0.0,0.0,8.426091,10.110987,9,4,4,20,24,5.5333333,4.7766666,4.8933334,14.65,19.783333
64,-896.0437,-977.40015,-958.0376,-798.1035,-790.9758,-877.182,-940.6638,-932.1362,-790.1224,-773.61035,13.862944,4.394449,4.394449,32.18876,38.9182,4.9281197,0.0,0.0,8.426091,9.831228,9,4,4,20,24,5.6833334,4.7,4.886667,14.906667,19.836666
65,-898.96313,-976.72754,-961.5315,-798.1035,-790.9758,-879.46466,-934.3992,-932.0049,-790.1224,-773.61035,13.862944,4.394449,4.394449,35.407635,41.845387,4.9281197,0.0,0.0,8.426091,9.831228,9,4,4,22,26,5.72,4.7966666,4.98,15.503333,20.193333
66,-902.7517,-977.40015,-966.3198,-804.21924,-791.4248,-880.7278,-943.14435,-932.2259,-795.8494,-785.77716,12.875504,4.394449,4.394449,35.407635,41.845387,4.9281197,0.0,0.0,8.426091,9.831228,9,4,4,21,26,5.786667,4.7733335,4.93,15.653334,20.493334
67,-904.1399,-977.40015,-967.7324,-804.21924,-791.4248,-885.26965,-943.49255,-932.2259,-795.8494,-785.77716,13.862944,4.394449,4.394449,35.83519,41.845387,4.9281197,0.0,0.0,8.426091,9.831228,9,4,4,21,26,5.67,4.903333,4.9333334,15.673333,20.7
68,-904.3511,-980.35254,-969.2007,-805.08105,-791.4248,-885.26965,-942.32166,-932.2259,-795.8494,-785.77716,13.862944,4.394449,4.394449,37.01707,48.28314,4.9599404,0.0,0.0,8.458765,9.942141,9,4,4,23,30,5.6566668,4.846667,5.03,16.86,20.766666
69,-911.3733,-980.35254,-970.1697,-805.5637,-791.4248,-885.7263,-943.49255,-932.2259,-800.6866,-786.58136,12.875504,4.394449,4.394449,35.83519,48.28314,5.704838,0.0,0.0,8.648266,10.714563,9,4,4,23,30,5.653333,4.8433332,4.99,17.826666,21.46
70,-913.1245,-980.35254,-969.2007,-805.5637,-791.4248,-892.7459,-943.42755,-933.01013,-800.6866,-786.58136,13.862944,4.394449,4.394449,35.83519,48.28314,5.932807,0.0,0.0,8.527635,10.714563,9,4,4,23,30,5.6566668,4.883333,4.9866667,18.726667,21.953333
71,-916.9099,-986.5659,-971.09766,-805.5637,-791.4248,-892.7459,-943.49255,-932.40686,-800.6866,-786.58136,13.862944,4.394449,4.394449,37.01707,48.28314,5.932807,0.0,0.0,8.647206,10.714563,9,4,4,23,30,5.6433334,4.8766665,5.0666666,19.24,21.173334
72,-916.9099,-986.5659,-971.09766,-805.5637,-791.4248,-891.10364,-943.49255,-932.40686,-800.6866,-786.58136,13.862944,4.394449,4.394449,38.9182,53.11145,5.970937,0.0,0.0,8.647206,10.714563,9,4,4,24,33,5.596667,4.92,4.9866667,19.486666,21.616667
73,-916.9099,-986.5659,-971.4375,-809.49927,-797.47754,-892.7459,-945.2019,-932.87177,-801.16925,-790.1224,13.862944,4.394449,4.394449,44.793987,53.11145,6.1233487,0.0,0.0,8.665012,10.769978,10,4,4,26,33,5.613333,4.88,5.0,19.713333,21.293333
74,-916.9099,-986.5659,-972.9592,-812.7583,-805.08105,-892.7459,-945.2019,-935.7844,-804.2769,-793.80865,13.862944,4.394449,4.394449,42.975124,53.11145,6.126999,0.0,0.0,8.665012,10.765522,10,4,4,26,33,5.6466665,4.93,5.0466666,19.473333,22.703333
75,-919.2302,-986.5659,-974.92725,-812.0029,-802.20654,-893.89,-945.2019,-934.01105,-801.16925,-790.1224,13.862944,4.394449,4.394449,44.793987,50.169266,6.1231127,0.0,0.0,8.665012,10.714563,10,4,4,26,31,5.6633334,4.93,4.98,19.74,22.583334
76,-920.25415,-986.5659,-974.99146,-812.7583,-802.2676,-899.6672,-946.071,-935.2404,-804.2769,-790.1224,15.249238,4.394449,4.394449,44.793987,50.169266,6.1328692,0.0,0.0,8.665012,10.714563,10,4,4,25,33,5.61,4.9466667,5.0133333,20.076666,23.46
77,-919.76025,-986.5659,-974.999,-814.01465,-809.49927,-899.6672,-946.071,-934.01105,-808.8289,-793.97656,15.249238,4.394449,4.394449,43.002228,53.11145,6.1328692,0.0,0.0,8.665012,10.893513,10,4,4,25,33,5.693333,4.886667,5.016667,21.003334,24.073334
78,-919.76025,-986.5659,-974.999,-816.79297,-809.49927,-898.2772,-946.071,-934.01105,-809.0103,-793.97656,15.249238,4.394449,6.931472,43.002228,53.11145,6.1328692,0.0,0.0,8.665012,10.8393135,10,4,5,25,33,5.633333,4.826667,4.99,21.59,24.9
79,-920.25415,-986.5659,-974.999,-814.01465,-805.08105,-899.6733,-946.071,-934.01105,-808.8289,-793.17535,15.249238,4.394449,6.931472,38.9182,53.11145,6.1328692,0.0,0.0,8.665012,10.714563,10,4,5,25,33,5.6666665,4.94,5.0266666,21.8,24.433332
80,-921.3447,-986.5659,-974.999,-814.01465,-805.08105,-899.6672,-945.2019,-934.01105,-809.0103,-793.17535,15.249238,4.394449,6.931472,38.9182,53.11145,6.138277,0.0,0.0,8.788162,11.314884,10,4,5,27,33,5.596667,4.94,5.05,21.94,23.946667
81,-921.6902,-986.5659,-974.999,-816.79297,-805.08105,-899.6733,-945.2019,-934.079,-809.6202,-793.17535,15.249238,4.394449,6.931472,38.9182,53.11145,6.1382914,0.0,0.0,8.788162,11.314884,10,4,5,27,33,5.5633335,4.85,5.0033336,22.733334,24.406666
82,-923.6858,-986.5659,-974.999,-819.36743,-805.08105,-900.63025,-945.2019,-934.01105,-812.3985,-800.6866,15.249238,4.394449,6.931472,43.002228,53.11145,6.139947,0.0,0.0,8.788162,11.314884,11,4,5,27,33,5.616667,4.87,4.9766665,22.96,25.056667
83,-923.9712,-986.5659,-977.7903,-819.36743,-805.08105,-900.63025,-945.2019,-935.86676,-812.3985,-800.6866,15.249238,4.394449,6.931472,38.9182,53.752785,6.139947,0.0,0.0,8.788162,11.314884,11,4,5,27,33,5.6766667,4.85,4.9766665,22.393333,24.523333
84,-923.6858,-987.0056,-980.2986,-819.36743,-805.08105,-900.63025,-945.2019,-936.2091,-812.3985,-800.6866,15.249238,4.394449,6.931472,38.9182,53.752785,6.139947,0.0,0.0,9.362206,11.422571,11,4,5,25,33,5.7233334,4.8566666,4.963333,21.953333,24.5
85,-923.6858,-987.0056,-980.35254,-819.36743,-805.08105,-900.91614,-945.2019,-935.86676,-812.3985,-800.6866,15.249238,4.394449,6.931472,40.202538,57.939766,6.139947,0.0,0.0,9.362206,11.422571,11,4,5,27,33,5.7033334,4.883333,4.983333,22.533333,24.71
86,-923.6858,-987.0056,-980.35254,-819.36743,-809.49927,-900.91614,-945.2019,-936.2091,-812.3985,-805.1048,15.249238,4.394449,6.931472,41.845387,57.939766,6.141734,0.0,0.0,9.362206,11.422571,11,4,5,27,33,5.78,4.9133334,4.9733334,23.426666,25.223333
87,-923.6858,-987.0056,-980.35254,-827.61523,-814.01465,-900.91614,-945.2019,-935.86676,-816.2244,-809.0103,15.249238,4.394449,6.931472,41.845387,57.939766,6.141734,0.0,0.0,9.831228,11.422571,11,4,5,27,33,5.73,4.9366665,5.016667,23.06,25.413334
88,-923.6858,-987.0056,-980.35254,-829.0886,-814.39014,-901.1408,-945.2019,-936.2091,-816.83075,-809.6202,15.249238,4.394449,11.266066,43.002228,57.939766,6.1428003,0.0,0.0,9.362206,11.422571,11,4,7,28,33,5.713333,4.86,5.0333333,23.34,25.136667
89,-924.07056,-987.0056,-980.35254,-835.0408,-817.21436,-901.84753,-945.2019,-935.86676,-816.83075,-809.99567,15.249238,4.394449,12.476649,43.454823,59.128063,6.1428003,0.0,1.73526,9.362206,11.422571,11,4,8,28,36,5.6833334,4.8233333,4.903333,22.36,25.396667
90,-924.07056,-990.20874,-983.5718,-835.18677,-817.21436,-902.72235,-948.2604,-936.2091,-817.3642,-809.99567,15.249238,6.931472,12.476649,41.845387,59.128063,6.1430826,0.0,2.3273244,9.362206,11.422571,11,5,8,28,36,5.69,4.903333,4.9866667,22.053333,24.873333
91,-924.21484,-990.54517,-983.5718,-835.135,-816.8777,-903.1097,-948.0461,-938.8437,-816.83075,-809.99567,15.249238,4.394449,12.476649,48.28314,59.128063,6.1440163,0.0,1.7204633,9.362206,11.422571,11,4,8,28,36,5.8566666,4.91,5.0733333,22.0,25.626667
92,-924.21484,-990.54517,-983.5718,-835.18677,-817.21436,-903.1097,-948.58575,-940.9003,-817.3642,-809.99567,15.249238,6.931472,12.476649,41.845387,59.128063,6.1477757,0.0,2.3605912,9.362206,11.422571,11,5,8,28,36,5.8533335,4.9166665,5.01,22.313334,25.506666
93,-924.07056,-990.54517,-983.5718,-835.18677,-817.21436,-902.72235,-947.79767,-938.8437,-817.3642,-810.73285,15.249238,6.931472,12.476649,41.845387,59.128063,6.144246,0.0,2.3605912,9.949469,11.4860325,11,5,8,28,34,5.7933335,4.9133334,5.03,22.946667,25.09
