gen,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
85,-1573.3903,-1585.4772,-1583.6438,-1557.7643,-1540.8291,-1465.5222,-1489.8036,-1484.5178,3.4028235e38,3.4028235e38,83.49454,62.269123,70.052765,91.12002,92.1034,24.206253,12.318823,15.919102,3.4028235e38,3.4028235e38,38),31),32),40),40),25.86,23.04,23.576666,27.92,28.073334
86,-1573.4117,-1585.4791,-1583.6438,-1558.3181,-1549.6667,-1465.5222,-1489.8622,-1484.5178,3.4028235e38,3.4028235e38,83.49454,62.269123,68.10686,92.1034,93.517914,23.42402,12.318823,16.236748,3.4028235e38,3.4028235e38,38),30),32),40),40),25.723333,23.213333,23.52,27.813334,28.133333
87,-1573.6047,-1585.4817,-1583.709,-1561.0232,-1549.8948,-1463.8978,-1489.8622,-1484.001,3.4028235e38,3.4028235e38,83.17766,65.91674,70.31119,92.1034,94.42645,24.991358,12.318823,16.236748,3.4028235e38,3.4028235e38,38),31),32),40),40),25.736666,22.823334,23.72,27.53,27.873333
88,-1573.7688,-1585.4829,-1583.709,-1561.0232,-1549.8948,-1464.1016,-1489.8036,-1482.6173,3.4028235e38,3.4028235e38,83.17766,65.91674,70.31119,92.1034,94.42645,24.904507,12.67343,16.768597,3.4028235e38,3.4028235e38,38),32),33),40),40),25.596666,23.526667,23.88,27.453333,28.17
89,-1574.0461,-1585.4855,-1583.7811,-1561.0232,-1549.8948,-1464.1016,-1489.8036,-1482.1901,3.4028235e38,3.4028235e38,83.49454,62.269123,70.70101,92.1034,94.42645,24.904507,11.41621,16.768597,3.4028235e38,3.4028235e38,38),32),34),40),40),25.696667,23.72,24.246666,27.506666,27.886667
90,-1574.0753,-1585.4855,-1583.7811,-1561.0236,-1549.8948,-1464.1016,-1489.7942,-1482.1847,3.4028235e38,3.4028235e38,83.49454,62.269123,71.380135,92.1034,94.42645,24.390314,12.670275,16.236748,3.4028235e38,3.4028235e38,38),31),33),40),40),25.766666,23.496666,23.873333,27.543333,27.773333
91,-1574.3475,-1586.0328,-1583.7811,-1562.5181,-1554.4379,-1465.3723,-1489.8622,-1487.3231,3.4028235e38,3.4028235e38,83.49454,61.52229,70.70101,92.1034,95.91581,23.875965,12.670898,16.236748,3.4028235e38,3.4028235e38,38),31),32),40),40),25.99,23.246666,23.926666,27.52,28.176666
92,-1574.9526,-1586.0405,-1583.7811,-1562.7721,-1558.3853,-1465.5222,-1489.7942,-1484.8416,3.4028235e38,3.4028235e38,83.17766,61.52229,72.50841,92.1034,94.42645,23.988914,12.670898,16.411182,3.4028235e38,3.4028235e38,38),31),33),40),40),25.79,23.443333,23.813334,27.503334,28.066668
93,-1575.0543,-1586.0565,-1584.4248,-1564.4429,-1558.729,-1465.7695,-1489.7942,-1485.5986,3.4028235e38,3.4028235e38,83.17766,62.711582,71.380135,92.1034,92.1034,24.300186,13.233513,16.654375,3.4028235e38,3.4028235e38,38),31),33),40),40),25.753334,23.57,23.913334,27.403334,27.943333
94,-1575.5812,-1586.0586,-1584.4248,-1564.4429,-1558.729,-1465.8834,-1489.7942,-1486.7397,3.4028235e38,3.4028235e38,83.17766,62.711582,71.380135,91.12002,92.1034,24.101105,13.233513,16.768597,3.4028235e38,3.4028235e38,38),31),33),40),40),25.716667,23.63,23.756666,27.583334,27.933332
95,-1575.5829,-1586.0586,-1584.4248,-1565.2659,-1560.8704,-1465.8834,-1489.7942,-1486.7397,3.4028235e38,3.4028235e38,83.17766,62.711582,72.50841,91.12002,92.1034,24.300186,13.233513,17.020136,3.4028235e38,3.4028235e38,38),31),33),40),40),25.75,23.753334,24.183332,27.176666,27.743334
96,-1575.6963,-1586.0586,-1584.4248,-1565.3506,-1560.8704,-1465.7695,-1489.8622,-1487.545,3.4028235e38,3.4028235e38,83.49454,62.711582,72.50841,92.1034,93.517914,23.988914,13.155608,16.82299,3.4028235e38,3.4028235e38,38),31),33),40),40),25.813334,23.81,24.226667,27.33,27.843334
97,-1575.9069,-1586.0586,-1584.4248,-1565.3506,-1560.8704,-1465.8834,-1489.8622,-1487.6445,3.4028235e38,3.4028235e38,83.49454,62.711582,72.50841,92.1034,93.517914,24.101105,14.11676,16.411182,3.4028235e38,3.4028235e38,38),31),33),40),40),25.956667,23.856667,24.13,27.433332,27.773333
98,-1575.9069,-1586.0586,-1584.4248,-1565.3506,-1560.8704,-1465.7695,-1489.8622,-1487.6445,3.4028235e38,3.4028235e38,83.49454,62.711582,72.50841,92.1034,93.517914,24.390314,14.597517,16.411182,3.4028235e38,3.4028235e38,38),31),33),40),40),25.76,23.736666,24.003334,27.443333,27.823334
99,-1576.0243,-1586.0586,-1584.4248,-1565.3506,-1560.8704,-1465.7695,-1489.7942,-1487.262,3.4028235e38,3.4028235e38,83.49454,62.711582,72.50841,92.1034,93.517914,24.390314,15.200439,16.711063,3.4028235e38,3.4028235e38,38),32),33),40),40),25.773333,23.58,24.293333,27.37,28.19
100,-1576.0244,-1586.0586,-1584.4248,-1565.3506,-1560.8704,-1465.7695,-1489.8622,-1486.7397,3.4028235e38,3.4028235e38,83.49454,62.711582,71.99867,91.12002,92.1034,23.988914,15.200439,16.82299,3.4028235e38,3.4028235e38,38),32),33),40),40),25.606667,23.423334,24.13,27.626667,28.28
