gen,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
85,-1057.6772,-1065.8137,-1064.6333,-1030.2844,-1024.7112,-938.1148,-964.3944,-959.86035,3.4028235e38,3.4028235e38,83.17766,60.303806,70.052765,92.1034,93.517914,33.433796,22.3153,24.154882,3.4028235e38,3.4028235e38,38,29,32,40,40,25.693396,25.475248,25.50374,25.85308,25.912529
86,-1057.8079,-1065.8137,-1064.6333,-1030.2844,-1024.7112,-941.1387,-964.3944,-959.8734,3.4028235e38,3.4028235e38,83.17766,60.303806,69.53896,92.1034,93.517914,33.433796,23.22175,24.63411,3.4028235e38,3.4028235e38,37,29,32,40,40,25.705189,25.475248,25.521952,25.86618,25.919811
87,-1057.8713,-1066.2783,-1064.6333,-1030.3081,-1024.9463,-942.17816,-964.53125,-961.2939,3.4028235e38,3.4028235e38,82.89307,60.303806,68.11396,92.1034,93.517914,33.3818,23.22175,24.287197,3.4028235e38,3.4028235e38,37,29,32,40,40,25.708738,25.486353,25.51861,25.85308,25.926714
88,-1057.877,-1066.2783,-1064.6333,-1030.3081,-1024.9463,-937.85754,-965.24567,-959.8734,3.4028235e38,3.4028235e38,82.89307,63.719513,69.53896,92.1034,93.517914,34.235157,23.22747,24.287197,3.4028235e38,3.4028235e38,38,29,32,40,40,25.714622,25.477833,25.525927,25.866829,25.948235
89,-1057.877,-1066.2783,-1064.8142,-1030.3081,-1024.9463,-937.85754,-965.24567,-959.8734,3.4028235e38,3.4028235e38,83.49454,63.719513,69.53896,92.1034,93.517914,34.403053,23.22747,24.63411,3.4028235e38,3.4028235e38,38,29,32,40,40,25.71801,25.497524,25.525927,25.881796,25.948235
90,-1057.948,-1066.2783,-1064.8142,-1030.3081,-1024.9602,-936.6091,-967.95264,-959.26996,3.4028235e38,3.4028235e38,83.49454,64.462685,69.53896,92.1034,93.517914,34.933006,23.686935,24.979572,3.4028235e38,3.4028235e38,38,29,33,40,40,25.72397,25.497524,25.523115,25.899061,25.957647
91,-1057.948,-1066.2783,-1064.8174,-1030.3081,-1024.9602,-936.9708,-968.1417,-959.26996,3.4028235e38,3.4028235e38,83.49454,64.462685,70.31119,92.1034,93.517914,34.882214,22.807629,24.287197,3.4028235e38,3.4028235e38,38,31,33,40,40,25.730953,25.501211,25.54988,25.899061,25.957647
92,-1058.0774,-1066.2783,-1064.8174,-1030.3081,-1024.9602,-936.8915,-963.2793,-954.922,3.4028235e38,3.4028235e38,83.49454,64.47238,70.31119,92.1034,93.517914,34.9672,22.799347,24.837898,3.4028235e38,3.4028235e38,38,31,33,40,40,25.73709,25.514492,25.558252,25.899061,25.957647
93,-1058.4216,-1066.2783,-1064.8174,-1030.3081,-1024.9602,-936.6091,-963.2793,-954.922,3.4028235e38,3.4028235e38,83.49454,68.10686,70.70101,92.1034,93.517914,35.201157,22.322893,24.659231,3.4028235e38,3.4028235e38,38,31,33,40,40,25.736967,25.514492,25.57353,25.899061,25.974117
94,-1058.8208,-1066.2783,-1064.8174,-1030.5359,-1024.9602,-941.1411,-963.2793,-957.0002,3.4028235e38,3.4028235e38,83.49454,68.10686,70.31119,92.1034,92.1034,34.33787,22.322893,24.287197,3.4028235e38,3.4028235e38,38,30,32,40,40,25.745237,25.54369,25.578947,25.899061,25.974117
95,-1059.1411,-1066.4502,-1065.3447,-1031.9958,-1025.2981,-941.7057,-963.2793,-955.5814,3.4028235e38,3.4028235e38,83.17766,60.303806,70.31119,92.1034,93.517914,33.572475,22.322893,24.659231,3.4028235e38,3.4028235e38,38,29,32,40,40,25.757576,25.556372,25.584951,25.915295,25.967136
96,-1059.2341,-1066.4502,-1065.3447,-1031.9958,-1025.2981,-941.60944,-963.25165,-958.7951,3.4028235e38,3.4028235e38,83.17766,66.54213,70.31119,91.94154,92.1034,34.116474,21.649885,24.287197,3.4028235e38,3.4028235e38,38,30,32,40,40,25.75926,25.55037,25.584951,25.922897,25.974298
97,-1059.6008,-1066.4502,-1065.3447,-1033.2627,-1028.2405,-941.81104,-960.79913,-958.32355,3.4028235e38,3.4028235e38,82.89307,65.91674,69.07755,91.12002,92.1034,33.572475,23.65545,24.659231,3.4028235e38,3.4028235e38,38,30,32,40,40,25.76259,25.559902,25.584951,25.922897,25.992973
98,-1059.6714,-1066.7383,-1065.6787,-1033.2627,-1028.2976,-942.78534,-964.8061,-958.7951,3.4028235e38,3.4028235e38,81.29731,63.719513,68.621574,91.12002,92.1034,33.45837,24.018444,24.468884,3.4028235e38,3.4028235e38,38,30,31,40,40,25.765259,25.5569,25.584135,25.923788,25.997663
99,-1059.9443,-1066.7383,-1065.6787,-1033.2627,-1028.2976,-942.3737,-965.30365,-958.887,3.4028235e38,3.4028235e38,81.29731,62.711582,68.11396,91.94154,92.1034,34.782234,24.16936,24.659231,3.4028235e38,3.4028235e38,38,29,31,40,40,25.763033,25.5569,25.61045,25.92361,26.002283
100,-1059.9443,-1066.7383,-1065.6787,-1033.2627,-1029.6426,-942.78534,-963.3414,-958.7479,3.4028235e38,3.4028235e38,81.29731,62.711582,69.07755,91.12002,92.1034,34.782234,23.374958,24.468884,3.4028235e38,3.4028235e38,38,29,31,40,40,25.775944,25.555012,25.610577,25.925058,26.002283
