gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
169,0.0020918902,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033582381,0.0024724812,0.0026524437,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-979.50323,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,25,49.282,42.298,44.574,55.424,56.888
170,0.0020918902,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033543364,0.0024724812,0.0026524437,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-979.50323,-994.3787,-992.82574,-969.9758,-967.7458,17,12,13,23,25,49.172,42.438,43.554,55.096,56.002
171,0.0020918902,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033543364,0.002453422,0.0026524437,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-979.50323,-994.3787,-992.82574,-970.2197,-967.7458,17,12,13,23,25,49.898,41.21,43.222,55.442,56.42
172,0.0020918902,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033543364,0.002453422,0.0026524437,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-979.50323,-994.3787,-992.82574,-970.2197,-967.7458,17,12,13,23,25,49.496,40.978,43.998,54.9,57.084
173,0.0020918902,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033543364,0.002453422,0.0026524437,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-979.50323,-994.3787,-992.82574,-970.2197,-967.7458,17,12,13,23,25,49.3,40.592,44.032,55.68,57.178
174,0.0020918902,0.0014667764,0.0015888877,0.002730594,0.0028667136,0.0033543364,0.002453422,0.0026524437,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.25165,-1005.9243,-979.7353,-994.3787,-992.82574,-970.2197,-967.7458,17,12,13,23,25,49.364,39.98,43.504,55.772,55.948
175,0.0020918902,0.0014667764,0.0015888877,0.0027305933,0.0028667136,0.0033543364,0.002453422,0.0026524437,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.2517,-1005.9243,-979.7353,-994.3787,-992.82574,-970.2197,-967.7458,17,12,13,23,25,49.834,41.14,42.828,55.046,56.338
176,0.002091889,0.0014667764,0.0015888877,0.0027305933,0.0028667136,0.0033543364,0.002453422,0.0026524437,0.004040011,0.0042049624,-1024.8645,-1040.145,-1037.16,-1009.2517,-1005.9243,-979.7353,-994.3787,-992.82574,-970.4272,-967.7458,17,12,13,23,25,50.092,40.046,43.526,55.102,56.496
177,0.0020918902,0.0014667764,0.0015888877,0.0027305933,0.0028667136,0.0033543364,0.0024531144,0.0026524437,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.2517,-1005.9243,-979.89197,-994.3787,-992.82574,-970.4272,-967.7458,17,12,13,23,25,49.334,41.152,44.11,54.946,56.404
178,0.0020918902,0.0014667764,0.0015888877,0.0027305933,0.0028667136,0.0033541746,0.0024376141,0.0026371798,0.004040011,0.0042049624,-1024.8644,-1040.145,-1037.16,-1009.2517,-1005.9243,-979.93854,-994.3787,-992.82574,-970.4272,-967.7458,17,12,13,23,24,49.612,41.508,43.332,55.344,56.192
179,0.0020918902,0.0014766963,0.0015888877,0.002715976,0.0028433371,0.0033541638,0.00242129,0.0026026764,0.0040544434,0.0042615104,-1024.8644,-1039.9025,-1037.16,-1009.609,-1006.4957,-979.93854,-994.3787,-992.82574,-970.4272,-968.679,17,12,13,23,24,49.772,42.168,42.954,55.472,56.506
180,0.0020918902,0.0014766963,0.0015888877,0.002715976,0.0028433371,0.0033541638,0.00242129,0.0026026764,0.0040544434,0.0042615104,-1024.8644,-1039.9025,-1037.16,-1009.609,-1006.4957,-979.93854,-994.3787,-992.82574,-970.4272,-968.679,17,12,13,23,24,49.54,41.986,42.992,55.002,56.792
181,0.0020918902,0.0014766963,0.0015888873,0.002715976,0.0028433371,0.0033541638,0.00242129,0.0026026764,0.0040544434,0.0042615104,-1024.8644,-1039.9025,-1037.16,-1009.609,-1006.4957,-979.93854,-994.3787,-992.82574,-970.4272,-968.679,17,12,13,23,24,48.832,41.864,44.048,54.648,57.736
182,0.0020918902,0.0014766963,0.0015888873,0.002715976,0.0028433371,0.0033541638,0.00242129,0.0026371798,0.0040544434,0.0042615104,-1024.8644,-1039.9025,-1037.16,-1009.609,-1006.4957,-980.1799,-994.3787,-992.82574,-970.4272,-968.679,17,12,13,23,24,48.388,42.06,44.148,55.6,57.046
183,0.0020918902,0.0014766963,0.0015888873,0.002715976,0.0028433371,0.0033541638,0.00242129,0.0026371798,0.0040544434,0.0042615104,-1024.8644,-1039.9025,-1037.16,-1009.609,-1006.4957,-980.1799,-994.3787,-992.82574,-970.4272,-968.679,17,12,13,23,24,49.072,41.568,44.396,54.58,56.52
184,0.0020918902,0.0014766963,0.0015888873,0.002715976,0.0028433371,0.0033541813,0.00242129,0.0026371798,0.0040400303,0.0042615104,-1024.8644,-1039.9025,-1037.16,-1009.609,-1006.4957,-980.1799,-994.3787,-992.82574,-970.4272,-968.679,17,12,13,23,24,48.932,42.182,44.352,54.552,56.156
185,0.0020918897,0.0014766963,0.0015888873,0.002715976,0.0028433371,0.0033541813,0.00242129,0.0026371798,0.0040544434,0.004314401,-1024.8644,-1039.9025,-1037.16,-1009.609,-1006.4957,-980.1799,-994.3787,-992.82574,-970.4272,-968.679,17,12,13,23,24,49.302,43.3,44.334,54.616,56.892
186,0.002091889,0.0014766963,0.0015448735,0.002715976,0.0028433371,0.0033542372,0.00242129,0.0026524088,0.0040544434,0.004314401,-1024.8645,-1039.9025,-1038.236,-1009.609,-1006.4957,-980.1799,-994.8296,-992.82574,-970.4272,-968.679,17,12,13,23,24,48.84,42.616,43.882,54.23,55.716
187,0.002091889,0.0014766963,0.0015448735,0.002715976,0.0028433371,0.0033542372,0.00242129,0.0026524088,0.0040544434,0.004314401,-1024.8645,-1039.9025,-1038.236,-1009.609,-1006.4957,-980.1799,-994.8296,-992.82574,-970.4272,-968.679,17,12,13,23,24,48.97,42.568,44.054,54.512,56.01
188,0.002091889,0.0014766963,0.0015448735,0.002715976,0.0028433371,0.0033542372,0.00242129,0.0026524088,0.0040544434,0.004314401,-1024.8645,-1039.9025,-1038.236,-1009.609,-1006.4957,-980.1799,-994.8296,-992.82574,-970.4272,-968.679,17,12,13,23,24,49.222,42.66,44.06,54.022,55.524
189,0.002091889,0.0014766963,0.0015448735,0.002715976,0.0028433371,0.0033542372,0.00242129,0.0026524088,0.0040544434,0.004314401,-1024.8645,-1039.9025,-1038.236,-1009.609,-1006.4957,-980.1799,-994.8296,-992.82574,-970.43634,-968.679,17,12,13,23,24,49.236,42.062,43.8,54.144,55.552
190,0.002091889,0.0014766963,0.0015448735,0.0025007015,0.0028433371,0.0033542372,0.00242129,0.0026524088,0.0040544434,0.0043145693,-1024.8645,-1039.9025,-1038.236,-1014.8713,-1006.4957,-980.253,-994.8296,-992.82574,-970.43634,-968.679,17,12,13,23,24,49.802,42.314,43.548,54.336,56.212
191,0.002091889,0.0014766963,0.0015448735,0.0025007015,0.0028433371,0.0033541813,0.00242129,0.0026524088,0.0040544434,0.0043145693,-1024.8645,-1039.9025,-1038.236,-1014.8713,-1006.4957,-980.253,-994.8296,-992.82574,-970.43634,-968.679,17,12,13,23,24,49.594,42.308,43.636,54.894,55.964
192,0.002091889,0.0014766963,0.0015448735,0.0025007015,0.0028433371,0.0033541813,0.00242129,0.0026524088,0.0040544434,0.0043145693,-1024.8645,-1039.9025,-1038.236,-1014.8713,-1006.4957,-980.253,-994.8296,-992.82574,-970.43634,-968.679,17,12,13,23,24,48.92,41.188,43.616,55.214,55.884
193,0.0020844205,0.0014766963,0.0015448735,0.0025007015,0.0028433371,0.0033541813,0.00242129,0.0026524088,0.0040544434,0.0043145693,-1025.047,-1039.9025,-1038.236,-1014.8713,-1006.4957,-980.253,-994.8296,-992.82574,-970.43634,-968.679,17,12,13,23,24,49.238,40.62,43.064,55.834,57.1
194,0.0020844205,0.0014766963,0.0015448735,0.0025007015,0.0028433371,0.0033540537,0.00242129,0.0026371798,0.0040544434,0.0043145693,-1025.047,-1039.9025,-1038.236,-1014.8713,-1006.4957,-980.253,-994.8296,-992.82574,-970.43634,-968.679,17,12,13,23,24,48.6,41.084,43.042,55.264,55.95
195,0.0020793036,0.0014766963,0.0015448735,0.0025007015,0.0028433371,0.003285408,0.00242129,0.0026371798,0.0040544434,0.0043145693,-1025.1721,-1039.9025,-1038.236,-1014.8713,-1006.4957,-980.253,-994.8296,-992.82574,-970.43634,-968.679,17,12,13,23,24,48.84,40.862,42.68,54.296,55.912
196,0.0020793036,0.0014766963,0.0015448733,0.0025007015,0.0028433371,0.003285408,0.00242129,0.0026371798,0.0040544434,0.0043145693,-1025.1721,-1039.9025,-1038.236,-1014.8713,-1006.4957,-980.253,-994.8296,-992.82574,-970.43634,-968.679,17,12,13,23,24,48.988,42.71,43.762,54.092,55.908
197,0.0020793036,0.0014766963,0.0015448733,0.002484182,0.0028433371,0.0033380361,0.00242129,0.0026371798,0.0040544434,0.0043145693,-1025.1721,-1039.9025,-1038.236,-1015.2751,-1006.4957,-980.253,-994.8296,-992.82574,-971.68854,-969.1007,17,12,13,23,24,48.632,42.406,43.772,54.452,56.092
198,0.002079303,0.0014667764,0.0015109704,0.0025007015,0.0028433371,0.00335405,0.0024531144,0.0026524088,0.004057894,0.004433994,-1025.1721,-1040.145,-1039.0647,-1014.8713,-1006.4957,-980.253,-995.553,-993.11224,-971.68854,-969.1007,17,12,13,23,24,49.116,42.304,43.606,54.668,55.642
199,0.002079303,0.0014667764,0.0015109704,0.0025007015,0.0028433371,0.0033380361,0.0024531144,0.0026524088,0.0040544434,0.004434099,-1025.1721,-1040.145,-1039.0647,-1014.8713,-1006.4957,-980.31146,-995.553,-993.11224,-971.68854,-969.1007,17,12,13,23,24,49.104,42.87,43.486,54.576,55.732
