gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
11,0.010648812,0.0032205817,0.004109697,0.01970819,0.021616027,0.008767016,0.0031010846,0.003636283,0.021117728,0.02441427,-815.6952,-997.2742,-975.5403,-594.2438,-547.6078,-773.20215,-942.2689,-919.9961,-561.5513,-473.74417,16,7,9,24,27,6.524,3.804,4.808,10.018,12.294
12,0.008099136,0.0028934572,0.0038822521,0.018398931,0.01930087,0.00837301,0.0029417656,0.0035183623,0.019020138,0.021182727,-878.0206,-1005.27057,-981.10004,-626.24786,-604.2005,-801.9508,-945.4742,-930.6687,-599.99,-561.5513,17,8,9,25,29,7.312,4.348,5.002,11.19,14.054
13,0.006878243,0.002468355,0.0029317664,0.015875334,0.018581692,0.0061392607,0.002880412,0.0031682486,0.01789714,0.021117704,-907.8647,-1015.6619,-1004.3341,-687.9358,-621.7804,-851.33514,-948.9632,-937.13464,-657.97675,-581.5783,18,9,11,29,33,8.62,5.176,6.064,13.114,15.084
14,0.0058771814,0.0023122428,0.002870431,0.0146815125,0.018398933,0.00495719,0.002748538,0.0030547353,0.015894983,0.019020138,-932.3351,-1019.478,-1005.83344,-717.1181,-626.2478,-860.60675,-955.0772,-945.3088,-668.25006,-594.47437,18,9,11,28,31,9.842,5.81,6.462,14.99,16.932
15,0.005023302,0.0022578367,0.002743525,0.014235937,0.016282054,0.0042309635,0.0026031965,0.0028179062,0.014763238,0.018375726,-953.2077,-1020.8079,-1008.93555,-728.00995,-677.9938,-888.52,-958.707,-947.22876,-675.96155,-640.0206,19,9,11,30,33,11.394,6.414,7.27,16.606,18.302
16,0.004211768,0.002187802,0.0023423035,0.0126768425,0.0142359305,0.0042045186,0.0025606514,0.0027787087,0.011144226,0.017456451,-973.04517,-1022.5199,-1018.7432,-766.12115,-728.01013,-905.12854,-965.8968,-954.7685,-706.68335,-644.1803,20,10,13,29,33,12.728,7.386,8.06,19.21,20.406
17,0.0036402454,0.0020682302,0.0022118941,0.008788471,0.0142359305,0.004122541,0.0025606514,0.0027149564,0.008504745,0.017456451,-987.01575,-1025.4427,-1021.93097,-861.1702,-728.01013,-919.20764,-968.95044,-958.2612,-786.0608,-644.1803,20,11,13,29,33,14.232,8.21,9.4,21.49,23.988
18,0.0036297708,0.0020682302,0.0022242253,0.0073321336,0.011088139,0.003973643,0.0025732259,0.0027791606,0.008391607,0.010870402,-987.2718,-1025.4427,-1021.6296,-896.7696,-804.9561,-919.89026,-968.95044,-959.1327,-822.6114,-713.59705,20,12,13,30,34,16.62,9.27,10.744,24.464,26.496
19,0.0036297727,0.0020003594,0.0021371103,0.0070818826,0.009807296,0.0036815277,0.002481281,0.0027624913,0.0070510963,0.009194263,-987.2717,-1027.1018,-1023.75903,-902.88684,-836.2656,-925.6839,-972.0503,-962.08026,-836.55084,-766.528,20,13,14,29,34,18.196,9.806,12.066,27.412,29.512
20,0.0033891897,0.0020003594,0.0021370342,0.0064523113,0.009760718,0.0036723623,0.0024444389,0.0027149564,0.006623656,0.008847503,-993.15265,-1027.1018,-1023.7609,-918.27637,-837.4042,-929.70966,-972.2777,-965.1442,-845.28094,-770.405,20,13,13,30,34,20.322,10.794,13.35,30.238,32.754
21,0.0031058583,0.0019452771,0.0020750933,0.005557998,0.007240927,0.003417723,0.002544787,0.0025820262,0.0057717455,0.007117863,-1000.07855,-1028.4482,-1025.275,-940.1373,-898.9991,-934.17255,-974.06525,-965.801,-866.1997,-829.93976,21,13,14,30,35,22.554,12.256,14.39,32.998,35.526
22,0.0029706638,0.0019452771,0.0020693557,0.005386921,0.0064523113,0.0033996676,0.002403662,0.0025590057,0.0054341103,0.006623656,-1003.3833,-1028.4482,-1025.4153,-944.3192,-918.27637,-938.2123,-974.06525,-967.22327,-887.3494,-845.2204,20,13,14,29,31,25.006,13.968,15.902,36.152,37.792
23,0.0029724245,0.0019452771,0.002055803,0.005226951,0.00609486,0.003419976,0.0025466192,0.0026194395,0.0054341103,0.0064086057,-1003.3403,-1028.4482,-1025.7466,-948.2296,-927.01404,-939.72644,-974.06525,-967.641,-894.7024,-845.2204,20,13,14,31,35,27.57,15.772,17.978,39.256,40.692
24,0.0029196101,0.0019653481,0.0020600348,0.005226951,0.005800873,0.0034028268,0.0025490688,0.0027149564,0.0052845273,0.0061348146,-1004.6313,-1027.9576,-1025.6431,-948.2296,-934.2004,-942.88153,-974.06525,-968.95044,-898.5531,-845.2204,20,13,14,31,34,30.388,17.192,20.068,40.812,44.662
25,0.0028775732,0.00200827,0.002071518,0.0051087528,0.005557998,0.0033769363,0.0025490688,0.0026405288,0.0048447168,0.0056760516,-1005.6588,-1026.9084,-1025.3624,-951.1189,-940.1373,-947.03784,-974.06525,-969.8951,-900.6143,-873.7723,20,13,14,31,34,32.824,18.626,21.674,43.988,47.584
26,0.0027808105,0.0019452771,0.0020538305,0.0046929168,0.005350219,0.0033893264,0.0025490688,0.0026405288,0.005279183,0.0059125912,-1008.0242,-1028.4482,-1025.7948,-961.28375,-945.2164,-947.5343,-974.397,-972.2777,-900.6143,-884.23865,21,13,14,31,34,35.766,20.446,24.714,46.244,49.228
27,0.0026383155,0.0019452771,0.002053829,0.0046929168,0.005350219,0.0033996676,0.0025820262,0.0026967174,0.0048568137,0.0059125912,-1011.5073,-1028.4482,-1025.7948,-961.28375,-945.2164,-947.702,-974.397,-972.2777,-900.62866,-894.07697,21,13,13,31,34,38.54,22.416,26.978,48.43,50.828
28,0.0025825503,0.0019452771,0.002071518,0.004667315,0.005347216,0.0033870481,0.0026025167,0.002715594,0.0047059427,0.0053884387,-1012.8705,-1028.4482,-1025.3624,-961.9096,-945.2898,-949.7469,-974.397,-972.363,-906.26013,-894.9147,20,13,13,31,34,40.098,23.662,29.046,50.392,51.49
29,0.0025825503,0.0019452771,0.002053829,0.0043979883,0.005216396,0.0033319262,0.0025490688,0.0026661041,0.0046264,0.0053355834,-1012.8705,-1028.4482,-1025.7948,-968.49316,-948.4876,-951.61743,-974.397,-972.363,-909.75146,-894.9147,21,13,13,31,34,42.504,26.146,29.768,51.044,52.16
30,0.002574359,0.0019044335,0.0020294294,0.0036766573,0.004384125,0.0033269231,0.0025475041,0.002611584,0.0046264,0.0053355834,-1013.07074,-1029.4467,-1026.3912,-986.1257,-968.83203,-951.6405,-974.397,-972.363,-916.2584,-905.77136,21,13,14,31,34,43.758,29.18,32.626,52.19,53.9
31,0.0025506788,0.0019044335,0.0020294294,0.0036309771,0.0038752244,0.003317331,0.0025361243,0.0026025167,0.0045751277,0.0052845273,-1013.6496,-1029.4467,-1026.3912,-987.2423,-981.2718,-951.6405,-975.8903,-972.363,-917.9653,-910.4812,21,13,14,31,34,45.976,33.142,34.762,53.094,54.448
32,0.0025506788,0.0019452771,0.002053829,0.0036027606,0.0038349992,0.0033269231,0.0025361243,0.0025820262,0.004618908,0.005437661,-1013.6496,-1028.4482,-1025.7948,-987.932,-982.25507,-951.6405,-975.8903,-972.363,-922.6138,-916.2584,21,13,14,31,33,47.354,34.34,37.856,54.282,55.658
33,0.0025268202,0.0019452771,0.0020558026,0.0036309778,0.003874069,0.0033319262,0.0025361243,0.0026129563,0.004618908,0.005442523,-1014.2328,-1028.4482,-1025.7466,-987.2423,-981.30005,-953.8772,-975.8903,-972.363,-920.5957,-916.2584,21,13,14,31,33,48.636,37.116,40.198,55.54,56.992
34,0.002515067,0.0019180634,0.0020427594,0.0036309778,0.0038279004,0.0033319262,0.0025361243,0.0026129563,0.004618908,0.0052845273,-1014.5201,-1029.1135,-1026.0654,-987.2423,-982.4286,-954.31696,-975.8903,-972.363,-924.3294,-916.2584,21,13,14,30,33,49.416,39.186,41.776,55.02,57.66
35,0.0024747755,0.0018615896,0.0020207758,0.0036309778,0.0038279004,0.0033560973,0.0025171973,0.0026129563,0.0046105054,0.005136226,-1015.505,-1030.494,-1026.6028,-987.2423,-982.4286,-954.3886,-975.8904,-972.7808,-926.9127,-916.6776,21,13,13,29,31,50.73,41.472,43.39,56.318,57.836
36,0.0024716866,0.0018614832,0.0020146004,0.0036027606,0.0037943583,0.003356296,0.0025171973,0.0025820262,0.0045751277,0.005136226,-1015.5805,-1030.4966,-1026.7538,-987.932,-983.24854,-954.744,-975.8904,-972.7808,-926.9127,-917.9653,21,13,14,29,31,51.024,42.816,44.122,56.438,58.092
37,0.0024741297,0.0018614832,0.00202943,0.0036027606,0.0037943583,0.003338105,0.0025171973,0.0025820262,0.0043708375,0.005136226,-1015.5208,-1030.4966,-1026.3912,-987.932,-983.24854,-955.09503,-975.8904,-972.7808,-926.9127,-917.9653,21,13,14,29,31,50.982,43.378,45.06,56.826,58.832
38,0.0024770438,0.0018614832,0.00202943,0.0035887244,0.0037943583,0.0033269231,0.0024296101,0.0025482397,0.0043720747,0.0048447168,-1015.4496,-1030.4966,-1026.3912,-988.27515,-983.24854,-957.3838,-975.8904,-973.6679,-926.9127,-917.9653,21,13,14,29,30,51.512,43.436,45.05,57.97,59.726
39,0.0024920567,0.0018614832,0.00202943,0.003546607,0.0036851189,0.0033269231,0.002464429,0.0025475041,0.0043720747,0.0048447168,-1015.0826,-1030.4966,-1026.3912,-989.3047,-985.9188,-957.3838,-975.8904,-973.6679,-928.8492,-918.6569,21,13,14,27,30,51.808,44.378,45.296,57.892,60.156
40,0.0024779707,0.0018614832,0.00202943,0.003546607,0.003685065,0.0033269231,0.0024594008,0.0025475041,0.0043720747,0.0048447168,-1015.4269,-1030.4966,-1026.3912,-989.3047,-985.92017,-957.39294,-975.8904,-973.9617,-931.53296,-918.8041,20,13,14,27,29,52.406,45.104,46.388,58.446,60.462
41,0.0024716866,0.0018614832,0.0020207758,0.0034901837,0.0036309825,0.003338105,0.002459404,0.0025475041,0.0043720747,0.0048110946,-1015.5805,-1030.4966,-1026.6028,-990.6839,-987.2422,-957.39294,-975.8904,-973.9617,-932.4822,-926.6315,21,13,14,27,29,52.706,45.134,47.072,59.13,60.722
42,0.0024562522,0.0018354096,0.0019771047,0.0034846752,0.0036309825,0.0033567122,0.002459404,0.002557463,0.0044719605,0.0048447168,-1015.95776,-1031.1339,-1027.6703,-990.81854,-987.2422,-957.7728,-976.0947,-974.0029,-932.4822,-926.6315,20,13,14,27,29,53.322,45.298,47.52,58.968,61.948
43,0.00240588,0.0018354096,0.0019771047,0.0034846752,0.0036309825,0.003338105,0.002473167,0.002557463,0.0044719605,0.0048447168,-1017.1891,-1031.1339,-1027.6703,-990.81854,-987.2422,-958.26215,-978.0915,-974.0658,-935.7656,-926.9127,20,13,14,28,30,53.62,45.306,47.926,59.9,60.658
44,0.0024031415,0.0018354096,0.0019701524,0.0034846768,0.0036309825,0.003338105,0.0025184785,0.002603181,0.0044719605,0.0048447168,-1017.25604,-1031.1339,-1027.8402,-990.81854,-987.2422,-958.3734,-979.3895,-975.3122,-937.81226,-926.9127,20,13,14,28,30,53.842,45.498,48.074,59.084,60.296
45,0.002377868,0.0018354096,0.0019331644,0.0033135768,0.0036309825,0.0033269231,0.0025184785,0.002603181,0.0044719605,0.0048447168,-1017.87384,-1031.1339,-1028.7444,-995.001,-987.2422,-958.3734,-979.3895,-975.3122,-937.81226,-926.9127,20,13,14,28,30,53.794,46.892,48.01,58.646,60.284
46,0.0023561046,0.0018354096,0.0019331644,0.0033037998,0.0036309825,0.0033120955,0.0025029727,0.0026035164,0.0043720747,0.0048447168,-1018.4058,-1031.1339,-1028.7444,-995.24,-987.2422,-960.1894,-979.3895,-975.47455,-939.22375,-926.9127,20,13,14,27,29,53.89,46.61,47.968,58.63,59.768
47,0.0023561046,0.0018354096,0.0019771047,0.0033037965,0.0036309825,0.0032425085,0.0025029727,0.0026035164,0.004321248,0.0048447168,-1018.4058,-1031.1339,-1027.6703,-995.24005,-987.2422,-960.1894,-979.3895,-975.47455,-939.22375,-926.9127,20,13,14,27,29,53.744,46.468,47.686,59.164,60.552
48,0.0023561046,0.0018354096,0.001985705,0.0033037965,0.0036309825,0.003189663,0.0025029727,0.0026035164,0.0044719605,0.00521781,-1018.4058,-1031.1339,-1027.4601,-995.24005,-987.2422,-961.22974,-979.3895,-975.8904,-939.22375,-926.9127,19,13,14,27,29,54.072,46.586,47.49,58.51,59.55
49,0.002350225,0.0018354096,0.001985705,0.0033037965,0.0036309825,0.003189663,0.0025029727,0.0026035164,0.0043720747,0.0048447168,-1018.54956,-1031.1339,-1027.4601,-995.24005,-987.2422,-961.22974,-979.3895,-975.8904,-939.22375,-926.9127,19,13,14,27,29,53.63,46.208,48.35,58.392,60.856
50,0.002336073,0.0018354096,0.0019479123,0.0032801423,0.0036309825,0.0031821744,0.0025029727,0.0026035164,0.0043720747,0.0050383643,-1018.8955,-1031.1339,-1028.3839,-995.81824,-987.2422,-961.39,-979.3895,-975.8904,-941.3081,-926.9127,19,13,14,27,29,53.78,46.888,48.35,59.424,59.936
51,0.002343899,0.0018354096,0.0019478516,0.0032801423,0.0035887244,0.0031821744,0.0025029727,0.0026035164,0.0045057866,0.0052845315,-1018.7042,-1031.1339,-1028.3854,-995.81824,-988.27515,-961.866,-979.3895,-976.0947,-941.3081,-926.9127,19,13,14,27,29,53.488,46.094,48.942,58.56,60.046
52,0.0023502249,0.0018354096,0.001985705,0.0032801423,0.003546607,0.0032425085,0.0025029727,0.0026035164,0.0045057866,0.0052845315,-1018.54956,-1031.1339,-1027.4601,-995.81824,-989.3047,-961.866,-979.3895,-976.5516,-941.3081,-929.4248,19,13,14,27,29,53.324,45.64,48.248,58.738,59.786
53,0.0023512426,0.0018354096,0.001985705,0.0032801423,0.0035887237,0.0032425085,0.0025029727,0.0026035164,0.0045564068,0.0052845315,-1018.5247,-1031.1339,-1027.4601,-995.81824,-988.27515,-964.1784,-981.3856,-978.0915,-941.3081,-931.5892,19,13,14,26,29,53.442,45.61,48.562,58.87,60.27
54,0.0023561046,0.0018354096,0.001985705,0.003105859,0.003546607,0.0032425085,0.0025029727,0.0026032066,0.0045564068,0.005164472,-1018.4058,-1031.1339,-1027.4601,-1000.0785,-989.3047,-965.1442,-981.3856,-978.0915,-941.3081,-931.5892,19,13,14,25,29,53.772,46.28,48.658,59.178,61.266
55,0.0023693824,0.0018354096,0.0020003612,0.003105859,0.003546607,0.0032425085,0.0024942134,0.002557463,0.0045564068,0.005164472,-1018.0813,-1031.1339,-1027.1018,-1000.0785,-989.3047,-965.1442,-984.3656,-978.55804,-941.3081,-931.5892,19,13,14,25,27,53.852,45.672,48.774,59.282,61.904
56,0.002377868,0.0018354096,0.0020003612,0.003105859,0.003546607,0.0032432687,0.0024942134,0.002557463,0.0045564068,0.005164472,-1017.87384,-1031.1339,-1027.1018,-1000.0785,-989.3047,-965.1666,-985.3286,-978.55804,-942.1573,-931.5892,19,13,14,25,27,53.374,44.848,48.73,59.532,61.29
57,0.0023960688,0.0018354096,0.0020003612,0.0031621533,0.003546607,0.0032425085,0.0024942134,0.002557463,0.0045057866,0.005164472,-1017.42896,-1031.1339,-1027.1018,-998.70245,-989.3047,-965.1666,-985.3286,-978.55804,-942.1573,-931.5892,19,13,14,25,27,53.36,45.966,48.144,59.384,60.736
58,0.0023561046,0.001687777,0.001982393,0.003105859,0.0034911048,0.0033236633,0.0024942134,0.0026032066,0.0048447168,0.005393538,-1018.4058,-1034.7428,-1027.541,-1000.0785,-990.6614,-965.8211,-985.3286,-978.55804,-942.19775,-931.5892,19,13,14,25,27,52.764,45.964,47.308,58.78,60.118
59,0.0023512426,0.001687777,0.001982393,0.003105859,0.0034910992,0.0032425085,0.0024942134,0.002557463,0.0048447168,0.005393538,-1018.5247,-1034.7428,-1027.541,-1000.0785,-990.6615,-965.9639,-985.3286,-979.36755,-942.16846,-931.5892,19,13,14,25,27,53.136,45.842,47.418,58.772,59.352
60,0.0023561046,0.001687777,0.001985705,0.0031058593,0.003546607,0.003269739,0.0024942134,0.002557463,0.0048447168,0.005393538,-1018.4058,-1034.7428,-1027.4601,-1000.0785,-989.3047,-965.9667,-985.3286,-979.36755,-942.16846,-936.2251,19,13,14,25,27,53.144,45.85,46.938,58.78,61.104
61,0.002372878,0.001687777,0.0020207758,0.0031058593,0.003546607,0.0033237578,0.0024731623,0.0025475132,0.0048447168,0.0053935545,-1017.99585,-1034.7428,-1026.6028,-1000.0785,-989.3047,-966.22253,-985.3286,-979.3676,-942.16846,-936.3673,19,13,14,25,27,52.426,45.016,46.076,59.286,60.238
62,0.0023693824,0.0015886727,0.001985705,0.0031058593,0.003546607,0.0033269231,0.0024731623,0.0025482397,0.0048447168,0.0055628256,-1018.0813,-1037.1653,-1027.4601,-1000.0785,-989.3047,-966.22253,-985.3286,-979.3676,-946.85175,-936.3673,19,13,14,25,27,52.722,45.102,46.42,58.614,60.862
63,0.0023693824,0.0015886727,0.0019730625,0.003105859,0.003546607,0.0033380054,0.0024731623,0.0025482397,0.0048447168,0.0055628256,-1018.0813,-1037.1653,-1027.769,-1000.0785,-989.3047,-966.70355,-985.3286,-979.3676,-946.85175,-936.3673,19,13,14,25,27,52.888,44.994,45.978,58.962,60.908
64,0.0023512426,0.0015886727,0.0019106512,0.003105859,0.003546607,0.0033238635,0.0024731623,0.0025482397,0.00479188,0.0052845315,-1018.5247,-1037.1653,-1029.2947,-1000.0785,-989.3047,-968.16516,-985.3286,-979.3676,-948.79706,-936.3673,19,13,14,25,27,53.398,44.646,45.528,59.542,61.056
65,0.002343899,0.001687777,0.0019649244,0.003063505,0.003546607,0.0033269231,0.0024731623,0.0025482397,0.00479188,0.0052845315,-1018.7042,-1034.7428,-1027.968,-1001.11383,-989.3047,-968.5049,-987.1608,-981.36334,-949.04596,-936.3673,19,13,14,25,27,52.926,44.308,45.588,59.42,60.926
66,0.0023231325,0.001687777,0.0019649244,0.0030506388,0.003546607,0.0033269231,0.0024831393,0.002557463,0.004224728,0.0051644673,-1019.21185,-1034.7428,-1027.968,-1001.42834,-989.3047,-968.96826,-987.66266,-981.36334,-949.04596,-936.3673,19,13,14,25,27,52.624,43.804,45.892,59.94,61.286
67,0.0023231318,0.001687777,0.0019649244,0.0030506388,0.003546607,0.0033269231,0.0024731786,0.0025482397,0.00426163,0.0051644673,-1019.21185,-1034.7428,-1027.968,-1001.42834,-989.3047,-969.0191,-987.66266,-981.36334,-949.04596,-939.17883,19,13,14,25,27,52.62,43.782,46.076,59.674,61.304
68,0.0023231318,0.0016677693,0.0019147481,0.0030506388,0.003546607,0.0033380054,0.0024731786,0.0025482397,0.004224728,0.0051644673,-1019.21185,-1035.2318,-1029.1946,-1001.42834,-989.3047,-969.01917,-987.66266,-981.43677,-949.69794,-939.17883,19,13,14,25,27,52.67,43.692,45.856,59.434,61.368
69,0.002319183,0.0016292554,0.0019147481,0.0030506388,0.003546607,0.0033269231,0.0024831393,0.002557463,0.00426163,0.0051644673,-1019.30835,-1036.1732,-1029.1946,-1001.42834,-989.3047,-969.1035,-987.66266,-981.43677,-949.69794,-939.17883,19,12,14,25,27,52.4,43.2,46.318,59.764,61.056
70,0.0023231318,0.0016292513,0.0019147481,0.0030506388,0.003546607,0.0033380054,0.0024731786,0.0025482397,0.004224728,0.0047067357,-1019.21185,-1036.1733,-1029.1946,-1001.42834,-989.3047,-969.1035,-987.66266,-981.43677,-950.19434,-939.17883,19,12,14,25,27,52.118,43.662,45.854,59.574,60.46
71,0.0023176542,0.0016292513,0.0019147481,0.0029631974,0.003508494,0.0033380054,0.0024724836,0.0025482397,0.004261606,0.0047067357,-1019.34576,-1036.1733,-1029.1946,-1003.5658,-990.2363,-969.2636,-987.8697,-981.43677,-950.96857,-939.17883,18,12,14,25,27,51.884,43.046,45.792,58.954,60.99
72,0.0023106178,0.0016292513,0.0019147481,0.002963196,0.0031058593,0.0033224998,0.0024724836,0.0025362575,0.0041514696,0.0047037737,-1019.51776,-1036.1733,-1029.1946,-1003.56586,-1000.0785,-969.2636,-987.8697,-981.43677,-950.96857,-939.17883,18,12,14,25,27,52.234,43.856,45.38,58.542,60.926
73,0.0023106178,0.0016292513,0.0019147481,0.0029631967,0.0031535062,0.0033269231,0.0024724836,0.0025362575,0.0041514696,0.0047037737,-1019.51776,-1036.1733,-1029.1946,-1003.5658,-998.9138,-969.6735,-989.2204,-981.43677,-950.96857,-939.17883,18,12,13,25,27,52.48,44.086,44.662,58.304,60.578
74,0.0023106178,0.0016292513,0.0019147481,0.0029631967,0.0032566937,0.0033269231,0.0024724836,0.0025362575,0.0041514696,0.0047037737,-1019.51776,-1036.1733,-1029.1946,-1003.5658,-996.3915,-969.6735,-989.2204,-981.43677,-952.4402,-939.17883,18,12,13,25,27,52.43,42.59,45.648,59.412,60.892
75,0.0022889904,0.0015886684,0.0018810444,0.0029631967,0.0032566928,0.0033269231,0.0024724836,0.0025362575,0.004261606,0.0049923505,-1020.0464,-1037.1654,-1030.0184,-1003.5658,-996.3915,-969.6735,-989.2204,-984.44305,-953.1291,-939.30286,19,12,13,25,27,52.27,41.942,45.614,58.78,60.712
76,0.0022580565,0.0015448722,0.0018354096,0.0029631967,0.0032566928,0.0033269231,0.0024731786,0.0025362575,0.004261606,0.0047067357,-1020.80255,-1038.236,-1031.1339,-1003.5658,-996.3915,-969.7541,-989.2204,-985.042,-953.1291,-939.30286,18,12,13,25,28,52.15,43.496,44.908,59.086,59.974
77,0.0022429202,0.0015448722,0.0017186692,0.0029631967,0.0032566928,0.003354177,0.0024831393,0.0025482397,0.0043146494,0.0047067357,-1021.1726,-1038.236,-1033.9875,-1003.5658,-996.3915,-969.8951,-989.6685,-985.9579,-953.1344,-942.00995,18,12,13,24,28,52.076,43.092,45.522,58.69,60.562
78,0.0022580565,0.0015448722,0.0017186692,0.002963196,0.003508494,0.0033380054,0.0024724836,0.0025362016,0.004156065,0.0045948764,-1020.80255,-1038.236,-1033.9875,-1003.56586,-990.2363,-969.8951,-989.6685,-985.9579,-953.1344,-943.2201,18,12,13,25,28,51.962,43.996,45.358,58.668,59.562
79,0.0022580565,0.0015448722,0.0017186692,0.002963196,0.0032566928,0.0033872058,0.0024724836,0.0025362575,0.004156065,0.0047067357,-1020.80255,-1038.236,-1033.9875,-1003.56586,-996.3915,-970.1228,-990.1395,-987.66266,-956.0882,-943.2201,17,12,13,24,26,52.03,43.764,45.488,57.61,59.778
80,0.0022580565,0.0015448722,0.0017186692,0.002963196,0.0032566928,0.0033872058,0.0023884592,0.002536208,0.004156065,0.0047067357,-1020.80255,-1038.236,-1033.9875,-1003.56586,-996.3915,-970.1228,-991.0134,-987.66266,-956.0882,-943.2201,17,12,13,24,26,51.966,44.206,45.332,58.206,60.12
81,0.0022580565,0.0015448722,0.0016935313,0.0029631958,0.0031535062,0.0033769363,0.0023884592,0.0025279198,0.0043146634,0.0053168843,-1020.80255,-1038.236,-1034.602,-1003.56586,-998.9138,-970.7213,-991.53265,-987.66266,-956.9569,-943.2201,17,12,13,25,27,51.838,43.962,45.22,58.792,59.712
82,0.0022288961,0.0015448722,0.0016935313,0.0029631958,0.0031535062,0.0033712012,0.0023884592,0.0025279198,0.0043146634,0.0053168843,-1021.5154,-1038.236,-1034.602,-1003.56586,-998.9138,-970.7213,-991.53265,-988.9338,-956.9569,-943.2201,17,12,13,25,27,52.224,44.778,45.882,58.488,60.884
83,0.0022288961,0.0015103368,0.001687777,0.0029631958,0.0031535062,0.0033269231,0.0023884592,0.0024831393,0.0043146634,0.0053168843,-1021.5154,-1039.0802,-1034.7428,-1003.56586,-998.9138,-970.79456,-992.8256,-988.9338,-956.9569,-943.2201,17,12,13,25,27,51.746,44.204,45.688,58.082,59.758
84,0.0022118967,0.0015103368,0.001687777,0.0029631958,0.0031535062,0.0033712012,0.002452965,0.0025279198,0.0043146634,0.0053168843,-1021.9309,-1039.0802,-1034.7428,-1003.56586,-998.9138,-971.6885,-992.82574,-988.9338,-958.26215,-943.86487,17,12,13,25,27,51.494,43.554,45.464,58.262,59.268
