Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.08261497,1,0.0002272984783456968,0.0001525870727541274,0.0002272984783456968,0.0001525870727541274,-8.567773157608372e-10,-0.0029810843536148823
11,(powabs(sin(x5 + sin(x0)) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141,19,5.8702518700975206e-05,6.097800960047969e-05,5.8702518700975206e-05,6.097800960047969e-05,0.7417381797779135,0.5991810506164919
12,(powabs(sin((x5 + x0) - 0.090157494) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141,20,5.8216689099370617e-05,6.390501921682092e-05,5.8216689099370617e-05,6.390501921682092e-05,0.7438755878483798,0.5799413127676513
13,(powabs(sin(x5 + ((0.6842728 + x0) * x0)) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141,22,5.719820583603747e-05,5.258680337759538e-05,5.719820583603747e-05,5.258680337759538e-05,0.7483564065129763,0.6543378929659409
14,(powabs(sin(sin(x5 + ((0.6842728 + x0) * x0))) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141,23,5.7041603062278e-05,5.2997727982036057e-05,5.7041603062278e-05,5.2997727982036057e-05,0.7490453806540854,0.6516368148345476
15,(powabs(sin(x5 + (x0 * (powabs(x1, 0.12932432) * x0))) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141,24,5.691720877966968e-05,5.766901312072978e-05,5.691720877966968e-05,5.766901312072978e-05,0.749592653489435,0.6209316538457035
16,(powabs(sin(x5 + ((x0 + x0) * sin(x5 + x0))) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141,25,5.649019154728962e-05,5.7435072871590186e-05,5.649019154728962e-05,5.7435072871590186e-05,0.751471316452134,0.6224693833566042
17,(powabs(((x1 + 2.0159602) + exp(x13)) * ((x5 + (x0 + (x0 * (x7 / -2.373952)))) * 0.34809166), -0.12859209) / powabs(0.6842728, x5)) * 0.108551666,26,5.646775082200345e-05,5.435078089187243e-05,5.646775082200345e-05,5.435078089187243e-05,0.7515700444571288,0.6427429652429621
18,(powabs(((x1 + 2.0159602) + 2.0159602) * ((x5 + ((x0 + (0.08530193 * x5)) + (x0 * (x7 / -2.373952)))) * 0.34809166), -0.12859209) / powabs(0.6842728, x5)) * 0.108551666,29,5.6420307929901276e-05,5.5044666464709894e-05,5.6420307929901276e-05,5.5044666464709894e-05,0.7517787695330207,0.6381819359781615
19,(powabs(((x1 + 2.0159602) + exp(x13)) * ((x5 + ((x0 + (x5 * x0)) + (x0 * (x7 / -2.373952)))) * 0.34809166), -0.12859209) / powabs(0.6842728, x5)) * 0.108551666,30,5.584717258190633e-05,5.506862076843759e-05,5.584717258190633e-05,5.506862076843759e-05,0.7543002793673906,0.6380244802180235
20,(powabs((powabs(x7, x7) + sin((powabs(-0.33823174, x7) * (-0.33823174 - x5)) / x0)) + (((x1 + (x7 / -0.06508016)) * x0) * 0.09338647), -0.13250394) / powabs(0.7776097, x5)) * 0.09338647,32,5.4799988989377435e-05,5.632555084371545e-05,5.4799988989377435e-05,5.632555084371545e-05,0.7589073651738932,0.6297624625575218
21,(powabs((powabs(0.77854174, 0.09536584) + sin((powabs(-0.33823174, x7) * (-0.33823174 - x5)) / x0)) + (((x1 + 0.09338647) * (powabs(-0.33823174, x7) * x0)) * 0.09536584), -0.13250394) / powabs(0.77854174, x5)) * 0.09338647,34,5.386665914653462e-05,5.657373791633595e-05,5.386665914653462e-05,5.657373791633595e-05,0.7630135512356537,0.6281310862244784
22,(powabs((powabs(0.77854174, 0.09536584) + sin((powabs(-0.33823174, x7) * (-0.33823174 - x5)) / x0)) + (((x1 + (x7 / -0.06508016)) * (powabs(-0.33823174, x7) * x0)) * 0.09536584), -0.13250394) / powabs(0.77854174, x5)) * 0.09338647,36,5.296377358898963e-05,5.5133608804043944e-05,5.296377358898963e-05,5.5133608804043944e-05,0.766985797617987,0.6375973026777118
